"","ACARTIA HUDSONICA","ACARTIA LONGIREMIS","AEQUOREA VICTORIA","AETIDEUS","Aglantha digitale","AGLANTHA DIGITALE","ALIENACANTHOMYSIS MACROPSIS","AMPHIPODA","ANTHOATHECATA","Anthozoa","ASCIDIACEA","AXIIDAE","BARNACLES","BIVALVIA","BRADYIDIUS SAANICHI","BRYOZOA","CALANUS MARSHALLAE","CALANUS PACIFICUS","CALLIOPIUS PACIFICUS","CANCER PRODUCTUS","Cancridae Lg","Cancridae Sm","CANDACIA COLUMBIAE","CARIDEA","CENTROPAGES ABDOMINALIS","CHAETOGNATHA","CHIRIDIUS GRACILIS","CLIONE LIMACINA","Clytia gregaria","CLYTIA GREGARIA","COPEPODA","CRANGONIDAE","CUMACEA","CYPHOCARIS CHALLENGERI","DITRICHOCORYCAEUS ANGLICUS","ECHINODERMATA","EPILABIDOCERA LONGIPEDATA","EUCALANUS BUNGII","EUPHAUSIA PACIFICA","EUPHAUSIIDAE","EUPHYSA","EUTONINA INDICANS","EVADNE","FABIA SUBQUADRATA","FISH","Forage FISH","FRITILLARIA","GALATHEIDAE","GAMMARIDEA","GASTROPODA","GLEBOCARCINUS OREGONENSIS","HARPACTICOIDA","HEMIGRAPSUS","HIPPOLYTIDAE","HYDROID","HYPERIA","HYPERIIDEA","HYPEROCHE","ISOPODA","LEPTOTHECATA","LEUCKARTIARA","LIMACINA HELICINA","LITTORINA","LOPHOPANOPEUS BELLUS","METACARCINUS GRACILIS","METACARCINUS MAGISTER","METRIDIA PACIFICA","MICROCALANUS","Mitrocoma cellularia","MONOTHULA SUBTILIS","Muggiaea atlantica","MUGGIAEA ATLANTICA","MYSIDACEA","Nanomia bijuga","Nemertea","NEOCALANUS CRISTATUS","NEOCALANUS PLUMCHRUS","NEOMYSIS","NEOTRYPAEA CALIFORNIENSIS","NOCTILUCA","OBELIA","OCTOPODA","OIKOPLEURA","OITHONA ATLANTICA","OITHONA SIMILIS","OREGONIA GRACILIS","OSTRACODA","OWENIIDAE","PACIFACANTHOMYSIS NEPHROPHTHALMA","PAGURIDAE","PANDALIDAE","PARACALANUS","PARAEUCHAETA ELONGATA","PASIPHAEA PACIFICA","PETROLISTHES","PHORONIDA","PINNIXA","PINNOTHERES","PLATYHELMINTHES","Pleurobrachia bachei","PLEUROBRACHIA BACHEI","PODON","POLYCHAETA","PROBOSCIDACTYLA FLAVICIRRATA","PSEUDOCALANUS","PSEUDOCALANUS Lg","PSEUDOCALANUS MIMUS","PSEUDOCALANUS MINUTUS","PSEUDOCALANUS MOULTONI","PSEUDOCALANUS NEWMANI","PSEUDOCALANUS Sm","PUGETTIA","RATHKEA","SARSIA","SCOLECITHRICELLA MINOR","THEMISTO PACIFICA","THYSANOESSA","THYSANOESSA RASCHII","THYSANOESSA SPINIFERA","TORTANUS","TORTANUS DISCAUDATUS","TRICONIA BOREALIS","TRICONIA MINUTA","UNKNOWN","XENACANTHOMYSIS PSEUDOMACROPSIS","Cluster"
"P12-2018-JUL",0,0,0,0.135229283494114,0,0.0619840516816133,0,0.0674599072835734,0,0,0,0,0,0.0389282926571607,0,0.0954753573966316,0,0.422488525518427,0.00502437288707432,0,0,0,0.00502437288707432,0,0,0.0408293696752386,0.00502437288707432,0.0363782223793337,0,0,0.0674599072774897,0.00502437288707432,0,0.0152402033602125,0.357855241656961,0,0,0,0.0317025592754001,0.0389282926571607,0,0,0.0550668420197104,0,0.0439880273721178,0.0132935767737818,0,0,0,0.0550668420197104,0,0,0.0100488726370037,0.0178356250999617,0,0,0,0,0.0389282926571607,0,0,0.0568747085932262,0,0,0.00870254234830105,0,0.393369131331633,0.0779157346910521,0,0,0,0,0,0,0,0,0,0,0.0603288094970242,0,0,0,0.103151398262679,0.087134543753937,0.156309578665245,0,0.0674599072835734,0,0,0,0,0.698459278449691,0.0157293574828472,0,0,0,0,0,0,0,0,0.0389282926571607,0,0,0.0389282926571607,0,0,0,0,0.0871345437562967,0,0,0,0,0,0.142700489541187,0,0,0,0,0,0,0,0,0,8
"P402-2018-JUL",0,0,0,0.0913609311771604,0,0.0219316557073109,0.00680022496686898,0,0,0,0,0,0.0745612246174943,0.0745612246174943,0,0.105543661218897,0,0.490571171976164,0,0,0,0,0,0,0,0.0547677084008758,0,0,0,0,0.09136093117004,0.0235586679223441,0,0,0.287606328804283,0,0,0,0.272780788153104,0.0544282498800504,0.128660066175196,0,0.0745612246174943,0,0.084157801739717,0,0,0,0,0.183495783779217,0,0,0.0641967854946407,0.0338710623178657,0,0,0,0,0.0745612246174943,0,0,0.0272040455714669,0,0,0.00680022496686898,0,0.255382166704882,0.0745612246174943,0,0,0,0,0,0,0,0,0,0,0.128660066175196,0,0,0,0.218924680338937,0.09136093117004,0.0526982982923677,0,0,0.0526982982923677,0,0.0544282498800504,0,0.603242164271446,0,0,0,0,0,0,0,0,0,0.0745612246174943,0.11805648487112,0.00608229676094073,0,0,0,0,0,0.0526982982923677,0.0526982982923677,0,0,0,0,0.09136093117004,0,0.0117785167301581,0,0,0,0,0,0,0,8
"P12-2017-SEP",0,0,0,0.0985500973864346,0,0.0611066912130149,0,0.074445086959939,0,0,0,0,0.0526162907186756,0.037196748307947,0,0.0526162907186756,0,0.332412995963722,0,0,0,0,0.00371882570866847,0,0,0.0280801436854914,0.037196748307947,0.00371882570866847,0,0,0.190778381231959,0,0,0.00910933041370682,0.194458639986388,0,0,0,0.0315604488670558,0.037196748307947,0,0,0,0,0,0,0,0,0,0.231300192436665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135796175630703,0,0,0.314115423639808,0.276797163317503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343466577686083,0.074445086959939,0.183207258739557,0,0.117872082981375,0,0,0,0,0.653110542735557,0.0418109797283455,0,0,0,0,0,0,0,0,0.0644564250279658,0.037196748307947,0,0.0832514121983536,0,0,0,0,0.0832514121983536,0.037196748307947,0,0,0,0,0.0794376520976813,0,0,0,0,0,0,0.0526162907186756,0,0,8
"P12-2018-SEP",0.0635139718192437,0,0,0.264781906770048,0,0.0306643452754188,0,0.0448960517808958,0,0,0,0,0,0.0898829191928196,0,0.100526127272877,0.0591229820681828,0.230895084665124,0.00448811218281197,0,0,0,0,0,0,0.0241714961278603,0.0635139718142085,0.0257850120166914,0,0.0115884762131408,0.0448960517808958,0,0,0.0506662921962536,0.196901469974647,0,0,0.00448811218281197,0.0369273668945259,0.119024723279163,0,0,0,0,0,0,0,0,0,0.186121706173029,0,0,0,0,0,0,0,0,0.0448960517808958,0,0,0,0,0,0,0,0.555339756767206,0.413075022984247,0,0,0,0,0,0,0,0.00448811218281197,0,0,0,0,0,0,0.0635139718192437,0.156105491880015,0.174710703639398,0,0.0448960517808958,0,0,0,0,0.494936246781329,0.0856142849492105,0.0124272979680447,0,0,0,0,0,0,0,0.0448960517808958,0,0,0.0448960517808958,0,0.0448960517808958,0,0,0,0,0,0,0,0,0.0883681954937879,0,0,0,0,0,0.0635139718192437,0,0,0,8
"P12-2019-SEP",0,0,0,0.157921647715084,0,0.0432417792328587,0,0.0996285227299031,0,0,0,0,0,0.0406170886250233,0,0.122121081695038,0.0432417792392748,0.204450982616872,0,0,0,0,0,0,0,0.0632971964829187,0,0.00468878515416689,0,0,0.0574570537040857,0,0,0.0699180211201679,0.107640914569966,0,0,0,0.0400715740762842,0.200545240649576,0.0114853414954826,0,0.0574570537040857,0,0,0,0,0,0,0.288215151943851,0,0,0,0.0181605183905326,0,0,0,0,0.00741366096463785,0,0,0.152524135868914,0,0,0,0,0.349239911503819,0.272717205211277,0,0,0,0,0,0,0,0,0,0,0.00741366096463785,0,0,0,0.0406170886250233,0.146934878999676,0.395447938338733,0,0.0406170886250233,0,0,0,0,0.634312533794869,0.0296587202404416,0.0109963571482022,0,0,0,0,0,0,0,0.0406170886250233,0.0406170886250233,0,0.0703896314035046,0,0,0,0,0.0574570537040857,0,0,0,0,0,0.0518123134267027,0,0.00937767333476358,0,0,0,0,0,0,0,8
"P12-2020-SEP",0,0,0,0.0965439381151553,0.0447109688110801,0,0,0.194002723100513,0,0,0,0,0.0682137619972882,0.0482156950770618,0,0.194002723100513,0,0.529955058312319,0.0124447371418434,0.0124447371418434,0,0,0.0124447371418434,0,0,0.168120829115737,0,0,0.00940723307441603,0,0,0,0.00963955242455218,0.103405341722573,0.118334073245549,0,0,0.0482156950770618,0.0830166032844,0,0,0,0,0,0,0,0,0,0.0431220844408065,0.200053114607106,0,0,0,0.0200673645697676,0,0,0.0835769448673814,0,0.0482156950770618,0.0482156950770618,0,0.0204496872207994,0.0482156950770618,0,0.0156005337950918,0,0.524612991308398,0.181328772677827,0,0,0.0707688741580652,0,0,0,0,0,0.00963955242455218,0,0.0482156950770618,0,0,0,0.0482156950770618,0.107981525273283,0.0682137619972882,0,0.233254149607022,0,0.00940723307441603,0,0,0.385940609467336,0.0448840486160957,0.00963955242455218,0,0,0,0,0,0,0,0.0835769448673814,0.0175999703831641,0,0,0,0,0,0,0.0682137619972882,0,0,0,0,0,0.107981525273283,0,0,0,0,0,0,0,0.0482156950770618,0,8
"P12-2021-SEP",0,0,0,0.0633958213691729,0.0391058712026241,0,0,0.0656240544163304,0,0,0,0,0,0.103872973615532,0,0.0656240544163304,0.0463865483173306,0.312652070292189,0,0,0,0,0,0,0,0.0478274697772342,0,0.00748948705898549,0,0,0.147165177148584,0,0,0.0446171985093061,0.0804016458331297,0,0,0.0185490297878227,0.0751518929433651,0,0,0,0,0,0,0,0,0,0,0.438947853475911,0,0,0,0,0,0,0,0,0.0656240544163304,0,0,0.0468384605744772,0,0,0,0,0.289886385811519,0.167977953427916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147165180098053,0.113828282843564,0.430504408374824,0,0.0804016458268054,0,0,0,0,0.571342119437583,0.0368894678807431,0.0135021488339483,0,0,0,0,0,0,0,0,0.00529584230804169,0,0.0928732859174796,0,0,0,0,0.11382828378125,0.0463865483173306,0,0,0,0,0.0782057188668073,0,0,0,0,0,0.0656240544163304,0,0,0,8
"P12-2016-SEP",0,0,0,0.172762223377829,0,0.052729231800902,0,0,0,0,0,0,0,0.108937039042944,0,0.125873135121955,0.0130670942879863,0.335425832892664,0,0.0444000358376554,0,0,0,0,0,0.0355158253243932,0.057332772580541,0,0,0,0.0444000358376554,0,0,0.0615411209997299,0.257821841735106,0,0,0,0.0255002628878278,0.154368061709278,0,0,0,0,0,0,0,0,0,0.133553011245013,0,0,0,0.00443855948499428,0,0,0,0,0.0444000358376554,0,0,0,0,0,0,0,0.288177702025102,0.249714910198517,0,0,0,0.0114605245681025,0,0,0,0,0,0,0,0,0,0,0.0628117981783404,0.14082411030905,0.424224033828435,0,0.0628117981783404,0,0,0,0,0.637879541713258,0.0327228636680798,0.0108723844332679,0,0,0,0,0,0,0,0,0.0444000358376554,0,0.0444000358376554,0,0,0,0,0,0,0,0,0,0,0.056114577015878,0,0,0,0,0,0.0444000358376554,0,0,0,8
"P12-2014-SEP",0,0,0,0.0674236083123511,0,0.0409925933665111,0,0,0,0,0,0,0.10309578125226,0.10309578125226,0,0.165786740894863,0,0.199663345243773,0,0,0,0,0,0,0,0.0306327534519849,0,0.00388976500093143,0,0,0.10309578125226,0,0,0.0605891133020353,0.0674236083123511,0,0,0,0.0420865586142548,0.0550372265476952,0.00388976500093143,0,0,0,0,0,0,0,0,0.146060088220618,0,0,0,0,0,0,0,0,0.0550372265476952,0,0,0.0460404677142451,0,0,0,0,0.298063951030494,0.129369144367551,0,0,0.0142038552838039,0,0,0,0,0,0,0,0,0,0,0,0.232202038149667,0.0954239053974312,0.76804791262062,0,0,0,0,0,0,0.401626092536445,0.0692375658881949,0.00869786666637968,0,0,0,0,0,0,0,0,0.0550372265476952,0,0,0,0,0,0,0,0,0,0,0,0,0.0513811230156635,0,0,0,0,0,0.038907367239571,0.20730821327858,0,0,8
"P4-2015-APR",0.685721366193386,0,0,0.0417661896118292,0,0,0,0,0,0,0,0.00762328510704187,0.330768824720974,0.165135359272141,0,0,0.00762328510704187,0.117877975983183,0,0,0,0,0,0.0173006824921636,0,0.00417541690298482,0,0,0,0.00295246132639178,0.0511603706290027,0,0,0,0.110696763587721,0,0,0,0.0565654079515102,0.0511603706290027,0,0,0.187832316097216,0.0417661896064562,0.0274893411081444,0,0,0,0,0.0590835099853688,0,0,0,0.0295288614119237,0,0,0,0,0,0.00762328510704187,0,0,0,0,0,0,0,0.234623378318785,0,0,0,0,0,0,0,0,0,0,0,0.347442193834249,0,0.00295246132639178,0.429586949497995,0,0.0723833224266731,0,0,0,0,0,0.00417541690298482,0.0781943308502769,0.00295246132639178,0,0,0.0295288614119237,0,0,0,0,0,0.114598840132045,0.0590835099910727,0,0.0781943308481182,0,0,0,0.0417661896118292,0,0.0417661896118292,0,0,0,0,0,0,0.0121735928689429,0,0,0,0.0781943308502769,0,0,0,7
"P28-2016-APR",0.0998733014889955,0,0,0.0892996033458495,0,0,0,0,0,0,0,0,0.310670331770192,0,0,0.0631023348593981,0.0415234115729869,0.105717148949761,0,0.0115134674821462,0,0,0,0,0,0.101607511647316,0,0,0,0,0.215512849625475,0,0,0.00570406463717013,0.238196729429274,0,0,0,0,0.173568371015882,0,0,0,0.0415234115729869,0.0115134674821462,0,0.0998733014909848,0,0,0.0892996033502932,0,0,0,0,0,0,0,0,0,0,0,0,0.0631023348593981,0,0.0446052724842247,0,0.0681658647847797,0.41295136207071,0,0,0,0,0,0,0,0,0,0,0.0115134674821462,0,0,0.00190134566801193,0,0,0.134173664171739,0,0.540124219682465,0,0,0.0446052724842247,0,0.155086906033345,0.00190134566801193,0.0117209434543946,0,0,0.0446052724842247,0,0,0,0,0.0631023348593981,0.0446052724842247,0,0.233823790704184,0.0631023348593981,0,0,0.126457703626177,0.205788679578905,0.0773099698747448,0,0,0,0.0446052724842247,0.0383833121994809,0.304004572146562,0.00190134566801193,0,0,0.0631023348593981,0,0.0631023348531263,0,0,7
"P4-2016-APR",0.468981740223843,0,0,0,0,0,0.00307532695684316,0,0,0,0,0,0.521042276733741,0.075401126844206,0,0.0435053453973925,0,0.291735938403806,0,0.0435053453973925,0,0,0,0.0615452892648843,0,0.0436140419862668,0.0980534597796637,0,0,0,0.0615452892648843,0,0,0,0.075401126844206,0,0,0,0.0201676030068494,0.26350488161587,0,0,0.115323472327912,0,0.0112297247627955,0,0.0435053453973925,0,0,0.0974041735600301,0,0,0,0.0112297247627955,0,0,0,0,0,0,0,0.0158815628649223,0,0,0,0.0158815628853257,0.0476607276358578,0.123325259492744,0,0,0,0,0,0,0,0,0,0,0.0112297247627955,0,0,0,0,0,0.106734828202307,0,0.445096632666379,0,0,0.00307532695684316,0.0112297247627955,0.190729878913578,0.00869843427383254,0,0,0,0.0435053453973925,0,0,0,0,0.130847927469556,0.0615452892648843,0,0.106734828223717,0,0,0,0.0615452892648843,0.075401126844206,0.0435053453973925,0,0,0,0,0.00307532695684316,0.185582770518066,0.0615452892648843,0,0,0,0.0615452892648843,0,0,0,7
"P8-2015-APR",0.169811188160892,0.036886370489638,0.00394243492522037,0.0521770484801906,0,0.00394243492522037,0,0,0,0,0.036886370489638,0,0.311337099670274,0,0,0.0639180950757362,0.0190448718973772,0.162870556746495,0,0,0.0446763443614972,0,0,0.00952200420695684,0.0738230485903728,0.0926184279032026,0,0,0,0.0563849456560814,0.277024298894888,0,0,0,0.304271628374813,0.0521770484774602,0.00952200420695684,0,0.0744368278538478,0.148052304978937,0,0,0,0.0343383033714128,0.00394243492522037,0,0,0,0,0.138426527751867,0,0.036886370489638,0,0.00682853298511872,0.0639180950757362,0,0,0,0,0.0194487454056627,0,0.0521770484774602,0,0.0485712472496705,0.036886370489638,0.0904987843528379,0.036886370489638,0.128099213033205,0,0,0.00278771887200372,0,0,0,0,0,0,0,0,0.43039192285712,0.036886370489638,0,0.36154675196171,0,0.0738230485903728,0,0,0,0,0.0164930935883994,0.00557545939596187,0.1384265277758,0,0,0.00278771887200372,0.036886370489638,0.143318027878108,0,0,0,0,0,0.138426527777881,0,0.229336349585867,0.0977255105300258,0.238385875301522,0,0.1854512168272,0.133360494997686,0.148052304954569,0.0164930935883994,0,0,0,0.0521770484774602,0.036886370489638,0.036886370489638,0,0,0,0.082555472156188,0,0,0,7
"P22-2016-APR",0.0972148174879423,0,0,0,0,0,0,0,0,0,0,0,0.8622649388404,0,0,0.0434209837340717,0.0434209837340717,0.106527201069286,0,0.0623416282013469,0,0,0,0.00306936737927382,0.0614258708611323,0.0214871909473714,0,0,0,0,0.157153470219899,0,0,0,0,0,0,0.00812085913606793,0,0.0972148174957904,0,0,0.0434209837340717,0.0106327839361416,0.00306936737927382,0,0,0,0,0.115098994952776,0.0434209837340717,0,0,0.0435294692793118,0,0,0,0.00434074770409666,0,0,0,0,0,0.00306936737927382,0.0434209837340717,0.00434074770409666,0.0616560788282858,0.0614258708611323,0,0,0,0,0.0161452758737497,0,0,0.00306936737927382,0.00306936737927382,0,0,0,0,0,0.36887727080797,0,0.0614258708611323,0.0434209837340717,0.0434209837340717,0,0,0.0756307841362198,0.0116206804397699,0.144467869178252,0,0,0,0,0.0434209837340717,0,0,0,0,0,0.0614258708611323,0,0.244098703844143,0.150939927520113,0,0,0.174513820643851,0.0972148174957904,0.0869241038328789,0.00531631687187891,0,0,0,0,0.163138061928316,0,0,0,0,0,0,0,0,7
"P8-2016-APR",0.130334361042214,0,0,0,0,0,0,0,0,0,0,0,0.510316135393012,0,0,0.0459659900660595,0.0118644669963955,0.225766076844085,0,0.088900513205967,0,0,0,0,0,0.0505364475911223,0,0,0,0,0.166441800510377,0.0118644669963955,0.0118644669963955,0.0205508240674461,0.178915845431249,0,0.0121160506264333,0,0,0.102928533777282,0,0,0,0.145822290468699,0,0,0.079671657175215,0,0,0.130334361026636,0.0760411342579432,0,0,0.0411103339106907,0.0459659900660595,0,0,0.0459659900660595,0,0,0,0,0,0.0427899972995502,0.0118644669963955,0,0.0503567692772104,0.11279258513419,0,0,0,0,0,0,0,0,0.0118644669963955,0,0.0118644669963955,0,0,0,0.323987987278845,0,0.0650286592248618,0.0118644669963955,0,0,0,0.0118644669963955,0.0167792838453922,0.0650286592248618,0.00245612286317587,0,0,0,0.0920294611928601,0,0,0,0,0,0.0459659900660595,0,0.385600233219392,0.159854733563792,0,0,0.201654478015571,0.323987987278845,0.166441800511742,0.0205508240674461,0,0,0,0.00245612286317587,0.27931663288243,0.0118644669963955,0,0,0,0.0650286592248618,0,0,0,7
"P28-2017-APR",0,0.0546331347051841,0,0.109430194675923,0,0.0063053950229013,0,0.122408099912575,0,0,0,0,0.396424332142443,0,0,0.0947218794238892,0.0244229559672464,0.116528511269779,0,0.0646556820184373,0,0,0.00772252580296663,0,0,0.139311179627631,0.0947218794238892,0,0,0,0.12240809993401,0,0,0.0544505389264554,0.35262067719928,0,0,0,0.00445857280660451,0.155069717543643,0.0063053950229013,0,0,0.0546331347051841,0.0527788701659528,0,0,0,0,0.144981164993131,0.0564267325936243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140996656353786,0.404728471212755,0.270811534054302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314034109123413,0,0.164559585737978,0,0.0773014533252219,0,0,0.0546331347051841,0.00445857280660451,0.164559585721904,0,0.0178351776299551,0,0,0,0,0,0,0,0,0.0947218794238892,0,0.190307239889732,0.0947218794238892,0.205765730007732,0,0.27654109639554,0,0.0947218794238892,0.0546331347051841,0,0.0282021352218602,0,0.0267545398862407,0,0,0.0099698040078622,0,0,0,0.0546331347051841,0,0,7
"P12-2016-APR",0.0904880357587482,0,0.00317020518990784,0.090488035753356,0,0,0,0,0,0,0,0,0.347469788379286,0.0404232852288107,0,0.280725284406915,0,0.128145270379354,0,0.0542453588561607,0,0,0,0,0.057182748784801,0.0117912575562142,0,0,0,0,0.0991518404590036,0,0,0.0104345944666837,0.211563046375261,0,0,0,0.015531368433684,0.634233562236411,0,0,0,0,0.0396907199302414,0,0.070053400955357,0.0511402250438217,0,0.172306117697443,0.057182748784801,0,0,0,0,0,0,0.0233341565884908,0.057182748784801,0,0,0.070053400955357,0,0,0.0489612575412529,0.0104345944666837,0.0692693953638729,0.151791116101314,0.057182748784801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344911477325274,0,0.318383965574753,0,0.0404232852288107,0,0,0,0.00708884173572015,0.121535810762362,0,0,0,0,0.0104345944666837,0,0.0404232852288107,0,0,0,0.0700534009623069,0,0,0,0,0,0,0,0,0,0,0,0,0.0511402250485745,0.140845773971986,0.122028948767961,0,0,0,0,0.0700534009623069,0,0,7
"P402-2016-APR",0.157248822928898,0,0,0,0,0,0,0,0,0,0,0,0.62317906582784,0.0522242592833335,0,0.353580578115405,0,0,0.00426216778592751,0,0,0,0,0,0,0,0,0,0,0,0.104591637559544,0,0,0,0,0,0,0,0.0134785252802297,0.489069541097489,0,0,0.165831568791909,0.0269594999869278,0.00426216778592751,0,0,0,0,0.165831568791909,0,0,0,0.0467065473469949,0,0.00426216778592751,0,0,0,0,0,0,0,0.0447167585687683,0.0381311118502609,0,0,0.138552471506117,0.00426216778592751,0,0,0.0523982099383303,0,0.0522242592833335,0,0,0,0,0.0504518972801613,0,0,0,0.318564005685387,0,0.104591637559544,0,0,0,0,0.0587835994221638,0.00602763373793526,0.165831568791909,0,0,0,0,0.058783599420008,0,0,0,0,0,0.0738899060706812,0.0134785252802297,0.0905375982358058,0,0,0,0.0522242592833335,0.104591637559544,0,0,0,0.00426216778592751,0,0,0.138552471506117,0,0,0,0,0,0.0522242592833335,0,0,7
"P12-2017-APR",0.248399668418713,0.0153965242284121,0,0.0596635174713056,0,0,0,0.0844271675312855,0,0,0,0,0.146582845616366,0.119540754822206,0,0.360524166934629,0.0217748338247972,0.194127272335145,0,0.00330757935552213,0,0,0,0,0,0.010970199718461,0.0153965242284121,0,0,0,0.0844271675417065,0,0,0.00330757935552213,0.255759952341775,0,0,0,0.0160915089025839,0.302744100671216,0,0,0.0844271675312855,0.0596635174713056,0.056030608872765,0,0,0.0596635174713056,0,0.146582845616366,0,0,0,0,0,0,0,0,0,0,0,0.148439041596152,0.0844271675312855,0,0.0153965242284121,0.0153965242284121,0.179852422351745,0.208055665501607,0.00330757935552213,0,0,0,0,0,0,0,0,0,0,0.0596635174713056,0,0,0.497266647787715,0.146582845616366,0.269931156212776,0,0.146582845616366,0,0,0.0220246890499519,0.00330757935552213,0.10346343563356,0.00810195556963736,0.00330757935552213,0,0,0,0,0,0,0,0,0,0.0153965242284121,0.119540754822206,0.0596635174713056,0,0,0.146582845616366,0,0,0,0,0,0,0.00572891638565466,0.119540754811113,0,0,0,0,0,0,0.10346343563356,0,7
"P28-2018-APR",0.127813036557852,0.0481960205866845,0,0.0835427880608301,0,0.0240077803701164,0,0.145040085014892,0.0304747576083564,0,0,0,0.336608012276705,0.0196016428179833,0,0.0681859056306933,0.0681859056306933,0.23315728194818,0,0.118285597913862,0.0481960205866845,0,0,0,0.0636814392345125,0.283860629251323,0,0,0,0,0.0681859056306933,0,0.0138600107354135,0.124478491790704,0.253028246865365,0.0304747576083564,0.0215472397634456,0,0.0481960205866845,0,0,0,0.0681859056306933,0.0215472397634456,0.0309958968821179,0,0,0,0.0138600107354135,0.0481960205866845,0,0,0,0,0,0,0,0,0,0,0,0.0681859056306933,0,0,0.0215472397634456,0.0481960205866845,0.181254017914513,0.502677610310545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187690166641061,0,0.107937326413734,0,0.0965044520006931,0,0,0,0,0.0681859056306933,0,0.0109571690324255,0,0,0.0304747576083564,0,0,0,0,0,0.136691435335772,0,0.136691436673524,0.127813036562953,0.0681859056306933,0,0.382434556080748,0.145040085014892,0.127813036562953,0,0,0,0,0.0256211419816192,0,0.0196016428179833,0,0.0215472397634456,0,0.0681859056306933,0,0,0.0138600107354135,7
"P4-2018-APR",0.932323268123867,0,0,0,0,0.0126418015919838,0.00632077452276906,0,0,0,0,0,0.346072830964187,0,0,0.0282709405311983,0,0.147413873700028,0.00632077452276906,0.0126418015919838,0,0,0,0,0.170426868434043,0.00387065197051668,0,0,0,0,0.0692955995690336,0.0473176855163616,0,0,0,0,0.0489797644459661,0,0.00893898457842994,0.0489797644459661,0,0,0.120216820579627,0.0126418015919838,0.00774136194697784,0.00387065197051668,0.0126418015919838,0,0,0.0489797644459661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126418015919838,0.0489797644459661,0.0489797644459661,0.0692955995527582,0,0,0,0.00632077452276906,0.00632077452276906,0,0,0,0,0,0,0,0.0692955995527582,0,0.215066594952552,0,0,0,0,0,0,0.0126418015919838,0.0054739422009935,0.0980775281091481,0,0,0,0,0.0126418015919838,0,0,0,0,0.109698177129978,0.0692955995527582,0.00387065197051668,0.215066594952552,0,0,0,0.109698177129978,0,0.0849034935094353,0,0.0126418015919838,0,0,0.0126418015919838,0.0849034935227401,0.0109480484217597,0,0,0,0,0,0,0.0086551273983883,7
"P38-2016-APR",0.0693101850764852,0,0,0,0,0,0,0,0,0,0,0,0.375203042374415,0.0489900655561676,0,0,0,0.310800096485636,0,0,0,0,0,0,0.226338468568992,0.0700773159894218,0,0,0,0,0.170463033766519,0,0,0.0453701994627792,0.252371864900164,0,0,0,0,0.425554849208256,0,0,0,0,0,0,0.138956158582715,0,0,0.0849213785933588,0,0,0,0.0219020117189691,0,0,0,0.0489900655561676,0,0,0,0,0,0,0.0126444583438732,0,0.0693101850620571,0.120242206042284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378706523107859,0.0980982050082314,0.0849213785933588,0,0,0,0,0,0.0495318493836154,0.237068499821334,0.00326470389474032,0,0,0,0,0,0,0,0,0,0.0489900655561676,0,0.257287250191824,0.0489900655561676,0,0,0.170463033766519,0.242268338178567,0.129928947748598,0,0,0,0,0.0419481077320579,0,0,0,0.0489900655561676,0,0.0849213785933588,0,0.0489900655561676,0,7
"P4-2017-APR",0.667507316126195,0.0122951498376958,0,0.0476357242710939,0,0,0.00359956836613695,0,0,0,0,0,0.367738266207365,0.0576999227714932,0,0.0825700870962727,0,0.0825700871016213,0,0,0,0,0,0,0.24039733467365,0.0487132167446034,0,0,0,0,0.126320297802701,0.0128112804809878,0,0,0.116905199399736,0,0,0,0,0.1511553640539,0,0,0.0825700870962727,0,0.0212968975112361,0,0,0,0,0.0953799731266932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122951498376958,0,0.135093767546177,0.0673926143801372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336203127504956,0,0.1511553640539,0,0,0,0.00804894908396634,0,0,0.0953799731359677,0,0,0,0,0,0,0,0,0,0.116905199399736,0.14334351684366,0,0.332545977409919,0,0,0,0.106678662993775,0.0476357242710939,0.135093767539588,0,0,0,0,0,0.0673926143801372,0.00359956836613695,0,0,0,0,0,0,0,7
