"","ACARTIA HUDSONICA","ACARTIA LONGIREMIS","AEQUOREA VICTORIA","AETIDEUS","Aglantha digitale","AGLANTHA DIGITALE","ALIENACANTHOMYSIS MACROPSIS","AMPHIPODA","ANTHOATHECATA","Anthozoa","ASCIDIACEA","AXIIDAE","BARNACLES","BIVALVIA","BRADYIDIUS SAANICHI","BRYOZOA","CALANUS MARSHALLAE","CALANUS PACIFICUS","CALLIOPIUS PACIFICUS","CANCER PRODUCTUS","Cancridae Lg","Cancridae Sm","CANDACIA COLUMBIAE","CARIDEA","CENTROPAGES ABDOMINALIS","CHAETOGNATHA","CHIRIDIUS GRACILIS","CLIONE LIMACINA","Clytia gregaria","CLYTIA GREGARIA","COPEPODA","CRANGONIDAE","CUMACEA","CYPHOCARIS CHALLENGERI","DITRICHOCORYCAEUS ANGLICUS","ECHINODERMATA","EPILABIDOCERA LONGIPEDATA","EUCALANUS BUNGII","EUPHAUSIA PACIFICA","EUPHAUSIIDAE","EUPHYSA","EUTONINA INDICANS","EVADNE","FABIA SUBQUADRATA","FISH","Forage FISH","FRITILLARIA","GALATHEIDAE","GAMMARIDEA","GASTROPODA","GLEBOCARCINUS OREGONENSIS","HARPACTICOIDA","HEMIGRAPSUS","HIPPOLYTIDAE","HYDROID","HYPERIA","HYPERIIDEA","HYPEROCHE","ISOPODA","LEPTOTHECATA","LEUCKARTIARA","LIMACINA HELICINA","LITTORINA","LOPHOPANOPEUS BELLUS","METACARCINUS GRACILIS","METACARCINUS MAGISTER","METRIDIA PACIFICA","MICROCALANUS","Mitrocoma cellularia","MONOTHULA SUBTILIS","Muggiaea atlantica","MUGGIAEA ATLANTICA","MYSIDACEA","Nanomia bijuga","Nemertea","NEOCALANUS CRISTATUS","NEOCALANUS PLUMCHRUS","NEOMYSIS","NEOTRYPAEA CALIFORNIENSIS","NOCTILUCA","OBELIA","OCTOPODA","OIKOPLEURA","OITHONA ATLANTICA","OITHONA SIMILIS","OREGONIA GRACILIS","OSTRACODA","OWENIIDAE","PACIFACANTHOMYSIS NEPHROPHTHALMA","PAGURIDAE","PANDALIDAE","PARACALANUS","PARAEUCHAETA ELONGATA","PASIPHAEA PACIFICA","PETROLISTHES","PHORONIDA","PINNIXA","PINNOTHERES","PLATYHELMINTHES","Pleurobrachia bachei","PLEUROBRACHIA BACHEI","PODON","POLYCHAETA","PROBOSCIDACTYLA FLAVICIRRATA","PSEUDOCALANUS","PSEUDOCALANUS Lg","PSEUDOCALANUS MIMUS","PSEUDOCALANUS MINUTUS","PSEUDOCALANUS MOULTONI","PSEUDOCALANUS NEWMANI","PSEUDOCALANUS Sm","PUGETTIA","RATHKEA","SARSIA","SCOLECITHRICELLA MINOR","THEMISTO PACIFICA","THYSANOESSA","THYSANOESSA RASCHII","THYSANOESSA SPINIFERA","TORTANUS","TORTANUS DISCAUDATUS","TRICONIA BOREALIS","TRICONIA MINUTA","UNKNOWN","XENACANTHOMYSIS PSEUDOMACROPSIS","Cluster"
"P38-2015-APR",0.142786297057127,0.0659205760678918,0,0.0659205760740766,0,0.00537852106137614,0,0.107778443904004,0,0,0,0,0.291232524566674,0.0659205760740766,0,0.0659205760740766,0.0356844733849325,0.149512569703293,0,0,0.0196407501114665,0,0,0.0170091151201728,0.10079300665814,0.0818373670421563,0,0,0,0,0.142786297055684,0,0,0.00439153699919183,0.337948898738932,0,0.00981990150439202,0,0.0475194647028665,0.311145474322199,0,0,0,0.00981990150439202,0.00439153699919183,0,0.0851443140189889,0,0,0.120558635964906,0,0,0,0,0,0,0,0,0,0,0,0.0659205760740766,0,0,0.0138876611096446,0,0.0538109167843613,0.326215935912658,0,0,0,0,0,0,0,0,0.0538109167767919,0,0.00981990150439202,0,0,0,0.263780584416933,0.038040877979086,0.25205087871025,0,0,0,0,0,0.0618335992330114,0.342546691065787,0,0,0,0,0,0,0,0,0,0,0.147834050410538,0,0.333297765200038,0.114344115274224,0.152719778811865,0,0.166545205496193,0.10079300665814,0.0761369450901899,0.00981990150439202,0,0,0,0.0483255590962856,0,0,0,0,0.038040877979086,0,0.0761369450901899,0,0,7
"P38-2017-APR",0.104069254575346,0.0464739484611131,0,0.104069254577314,0,0.0464739484611131,0.00536444354468938,0.0657477905323829,0,0,0,0,0.282485323116405,0,0,0.093048653867309,0,0.168297242099766,0,0.105452813845962,0,0,0,0,0.214535635055649,0.0500568601638558,0,0,0,0,0.139826856359671,0.0207777958213752,0,0.0160939481757045,0.257285847996037,0,0,0,0.00758650520266528,0.139826856343458,0,0,0.0464739484611131,0,0.0169645923103827,0,0.0464739484611131,0,0,0.0657477905323829,0,0,0,0.00536444354468938,0,0,0,0,0,0,0,0.0464739484611131,0.0464739484611131,0,0.0587981266422576,0,0.0890765570144561,0.274317294435071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31692324605169,0.0464739484611131,0.257285847987771,0,0,0.0464739484611131,0,0,0.0668362124313512,0.434203591109851,0,0,0,0,0,0,0,0,0,0,0.0805533552087152,0,0.154697451468571,0.180913300091437,0,0,0.29435771656107,0.274317294442872,0.114043532552341,0,0,0,0,0.0509133289045637,0,0,0,0.0464739484611131,0,0,0,0.093048653867309,0,7
"P38-2018-APR",0.0608834005496092,0,0,0.0786325890527394,0,0.00405639739061175,0.00286830214797956,0.0351365648265665,0,0,0,0,0.527038053817901,0.0351365648265665,0,0,0.0351365648265665,0.203198108092751,0,0.0425565822634167,0,0,0,0,0.116420032593069,0.0645017029139929,0,0,0,0.0351365648265665,0.099524986814719,0,0,0.0185897677631398,0.315460089894054,0.060883400543634,0,0,0.0853843484482589,0.303837648864896,0.00286830214797956,0,0.0497008417553937,0,0.00993624002606985,0,0.1113184764664,0,0,0.0930778234910848,0.0362893861710682,0,0,0.0090704797976266,0,0,0,0,0,0,0,0.0786325890527394,0,0,0,0,0.111318476476261,0.395015601944951,0,0,0,0,0.00951321250904395,0,0,0,0,0,0,0,0,0,0.335818836735912,0,0.121993959021517,0,0,0,0,0,0.0181417059504409,0.209353900786172,0,0,0,0,0,0,0,0,0,0,0.116776049574703,0,0.1113184764664,0.0861554927342134,0,0,0.183566577002499,0.127001756397572,0.105584072225958,0,0,0,0.0090704797976266,0.0131445722664127,0.0703166024677698,0.0090704797976266,0,0,0.0497008417456423,0,0,0.070316602462592,0,7
"P28-2021-APR",0.134121425160787,0.0715371749560681,0,0.0569130620999124,0,0,0,0.0505628297639695,0.00963799461707184,0.0715371749560681,0,0,0.349882779084041,0.0715371749560681,0,0,0.0130500747797289,0.160918239840676,0.00963799461707184,0.0184561166642539,0,0,0,0,0.0886233651519825,0.141259682455773,0,0,0.0523708358665869,0,0.233731615640854,0,0,0.0280681357026441,0.222126491308406,0,0,0.0738874870116294,0.116317138495135,0.203568219000646,0.0102226568154639,0,0,0.0522225510886745,0.0136303937382862,0,0.175987181420983,0,0.0162236228933163,0.124118805334233,0.0815858568813439,0,0,0.00963799461707184,0,0,0,0,0,0,0,0.0721857051764415,0,0,0,0,0.101255510076799,0.412781805964195,0,0,0.0130500747797289,0,0,0,0,0,0,0,0.0130500747797289,0,0,0,0.250203091061136,0.0130500747797289,0.203568218978605,0,0,0,0,0,0.00240946366350484,0.190253862001032,0,0.0122861995439631,0,0,0.0130500747797289,0,0,0,0,0,0.231167692059191,0,0.222126491315175,0.0130500747797289,0,0.0130500747797289,0.255476465811629,0.0715371749560681,0,0,0,0,0,0.00963799461707184,0.280489480750746,0.0186127664798049,0.00240946366350484,0,0.0130500747797289,0.0505628297639695,0,0,0,7
"P4-2021-APR",0.362805406702892,0,0,0.0663336663308097,0,0,0.00382697732312478,0,0,0,0,0,0.51219418680441,0.0663336663308097,0.0135307880778607,0.0541479573052328,0.0382790278690761,0.125709062646217,0,0,0,0,0,0,0.108455496407192,0.048928910641945,0.0769334822554038,0,0.0126929578498643,0,0.0766142896664009,0.027951862556293,0,0.00382697732312478,0.180478895780328,0,0,0,0.100500882807317,0.0856783925748329,0.0139745662836806,0,0.0541479573052328,0.0407524648838482,0.0139745662836806,0,0.0541479573052328,0,0,0.143685936651409,0.0382790278690761,0.0139745662836806,0,0,0,0,0,0,0,0,0,0,0,0,0.0541479573052328,0,0.0766142896723573,0.480716181168645,0,0,0,0,0,0,0.0382790278690761,0,0,0,0,0,0,0,0.20391434073875,0.0541479573052328,0.247566640980945,0,0,0,0,0,0.00698711257275057,0.353887153915896,0,0,0,0.0663336663308097,0.0677939369650624,0,0,0,0,0,0.196397996618303,0,0,0,0,0,0.0382790278690761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"P8-2021-APR",0.177237862404841,0.0987213356187406,0.00469873141103098,0.0440921308856296,0,0,0,0,0,0,0,0,0.333010960806476,0.182753203138387,0,0,0.0285076723138806,0.0502776559680849,0,0.0440921308856296,0,0,0,0,0.165282564466944,0.0676870476705918,0,0,0.0252477965986479,0,0.626629048907855,0,0,0,0.25599483110222,0,0.018480005896261,0.0382589053578309,0.0860296188241103,0.00210133037495316,0,0.00594349047670169,0,0.120736726908692,0,0,0.0623759273882643,0,0,0.124996211041017,0.0377549807824694,0,0,0.00840541432816905,0,0,0,0,0,0,0,0,0,0,0,0,0.0580638008475452,0.108179105459135,0,0,0,0,0,0,0.0440921308856296,0,0.0118871909206544,0,0,0,0,0,0.217650816867993,0.0440921308856296,0.124996211061048,0.0160956485102826,0,0,0,0.0247471042563033,0.00915960813014317,0.0440921308856296,0,0,0,0,0.0764194269655501,0,0,0,0,0,0.369124278825824,0.00840541432816905,0.182753203138387,0.0440921308856296,0,0.0623759273882643,0.198421570525687,0,0,0,0,0,0,0,0.132621967096366,0.0197134886210051,0.0403214012979963,0,0,0.0764194269655501,0,0,0,7
"P38-2021-APR",0.0465110634424673,0,0,0.0866761560907522,0,0,0,0,0,0.0294098135354814,0,0.0132995633455337,0.224869153923723,0.239354233088571,0,0.0465110634424673,0.035644749909862,0.0769439691052267,0,0.0201339806032137,0,0,0,0,0.183484612894817,0.053013306872771,0,0,0.00191957120693707,0,0.658001698361034,0.00191957120693707,0,0,0.154821901535988,0.0658003359387756,0,0,0.0135738266760561,0.0576047340341697,0,0,0,0,0,0,0.1928948870797,0,0,0.104152606742334,0.0108589412849855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103966277246901,0,0.0815105781517646,0.274541881552268,0,0.0931231260224305,0.0221671008372797,0,0,0,0,0,0,0,0,0,0,0,0.37797270480441,0.0658003359387756,0.147562815115686,0,0,0,0,0.00767835556635252,0.0244345690951031,0.192894890676373,0,0,0,0,0,0,0,0,0,0.0465110634424673,0.24821938020271,0,0.0658003359387756,0,0.0465110634424673,0.0207943794282253,0.0465110634424673,0.0465110634424673,0,0,0,0,0,0,0.14544223585202,0.0129248311798249,0,0,0,0.0207943794282253,0,0,0,7
"P4-2019-APR",0.685898574622195,0,0,0,0,0,0,0,0,0,0,0,0.502654487180965,0.0392145837567682,0,0,0.0392145837567682,0.189144111447584,0,0,0,0,0,0,0.0877766756515787,0.0101227400128537,0,0,0.0146695195313935,0,0,0.0146695195313935,0,0,0.162356774847435,0,0,0,0.0507357241169578,0.110649820585646,0,0,0.111115677974598,0.0335790671190959,0.00320104225265622,0,0,0,0,0.0679565375068472,0.00320104225265622,0,0,0.0181087882925379,0,0,0,0,0,0,0,0,0,0,0,0,0.0554720284808558,0.220053268070444,0,0,0.0143159607241037,0,0,0,0,0,0,0,0.0392145837567682,0.0961793190329293,0,0,0.266122074517953,0,0.130395937676984,0,0,0,0,0,0.00452696509854393,0.230639104440424,0,0,0,0,0.0143159607241037,0,0,0,0,0.171731466435638,0.0554720284869751,0,0.0392145837567682,0,0,0,0.0392145837567682,0,0.0679565375068472,0,0.07716773893953,0,0,0.00554438677140775,0.0143159607241037,0.0465145165478957,0,0,0.0392145837567682,0,0.0392145837567682,0.0961793190329293,0,7
"P28-2022-APR",0.0904070288537385,0.063883818648647,0.00297657716239605,0.0833340841483755,0.0174420093474779,0,0,0.119720189303907,0,0,0,0,0.20327807527381,0.0451573073868859,0,0,0.0728536558825675,0.16890143352758,0.00420952206913673,0.01648426031654,0,0,0,0,0.063883818648647,0.314503188841028,0,0,0.011906572541162,0,0.119720189303907,0,0.00841911870337728,0.0549667480423363,0.270344506817358,0,0.0451573073868859,0.0247277906114559,0.123001057068801,0.198061652138756,0.00297657716239605,0,0,0,0.0467026958706104,0,0.0782680568255699,0,0.0233133205261228,0.128030235232788,0.0756089681930373,0.063883818648647,0,0,0,0,0.0233133205261228,0,0,0,0,0.0270120269028037,0,0,0,0,0.0756089681930373,0.60773034392569,0,0,0,0,0,0,0,0,0.00841911870337728,0,0,0,0,0,0.135843294659126,0,0.222993042641905,0,0,0,0,0,0.00841911870337728,0.063883818648647,0.00841911870337728,0.0157511940996255,0,0,0,0,0,0,0,0,0.063883818648647,0.0116558682959025,0.245557257084124,0.063883818648647,0,0.0233133205261228,0.314643714729293,0.0451573073868859,0.119720189303907,0,0,0,0,0.0436928458223411,0.130158513839367,0.00297657716239605,0,0,0,0.063883818648647,0,0,0,7
"P4-2022-APR",0.565213885230089,0,0,0.071955837299593,0,0,0,0,0,0,0,0,0.251696427663217,0,0,0,0,0.134909777661315,0,0,0,0,0,0,0.0557174911571399,0.0206513786085732,0.0535852851481681,0,0.0508584872029264,0,0.240763967013754,0.0124526865401903,0,0.00220128965473404,0.12484772461954,0,0,0.0227367624278781,0.0637284820764036,0.113920262913919,0.00220128965473404,0,0.335730095236242,0,0.00220128965473404,0.0143792477411444,0,0,0,0.113920261584292,0.00880526530967828,0,0,0.0117862458535878,0,0,0,0,0,0,0,0,0,0,0.0508584872029264,0,0.0888992942582368,0.355989431102511,0,0.0508584872029264,0,0,0,0,0,0,0,0.00220128965473404,0,0,0.0957043495136537,0,0.429168902164781,0,0.15310718028975,0,0,0,0,0,0.0155660844915102,0.124847725825561,0,0,0,0,0,0,0,0,0,0.0881656906135709,0.0629914686234476,0.00220128965473404,0.071955837299593,0,0,0,0.101849123112735,0,0.0508584872029264,0,0.0113676465648913,0,0.0533431336357322,0.00220128965473404,0.135393695857648,0.00220128965473404,0.0115788376810558,0,0,0,0,0,0,7
"P8-2022-APR",0.0488288366458419,0.129499276570076,0.00244047420363528,0,0.0221908862390326,0,0,0,0,0.0690818993194573,0,0,0.498641438807084,0.0690818993194573,0,0,0.0488288366458419,0.0724594823781481,0,0.0281838718290847,0,0,0,0,0.135562031392395,0.111048087654096,0,0,0.065713664442002,0,0.417461890156334,0.0126028756899591,0,0,0.288594854046244,0.0690818993194573,0,0.0126028756899591,0.048950853880573,0.0690818993194573,0.0159417701300993,0.00645692627143737,0.0846414504396541,0.100754140710385,0.009762042160279,0,0.0977745820304397,0,0,0.270631794677164,0.0598147671038448,0,0,0.009762042160279,0,0.00244047420363528,0,0,0,0,0,0.009762042160279,0,0,0,0,0.0630544847596585,0.0846414504396541,0,0,0.0488288366458419,0,0,0,0,0,0,0.0488288366458419,0.019927687520404,0,0,0,0.265971627311253,0,0.0488288366458419,0.0159417701300993,0,0,0,0,0.0146433539830108,0,0,0,0,0,0.0398632940803239,0.0126028756899591,0,0,0,0,0.380862803798255,0.019927687520404,0.214394056903713,0.0690818993194573,0,0,0.190182523859528,0,0.0690818993194573,0,0,0,0,0,0.138496261452968,0.0126028756899591,0,0,0,0,0,0,0,7
"P38-2022-APR",0.0485038962754909,0,0,0.110073661320676,0.0485038962754909,0,0.00221302367555873,0.207182960096806,0,0,0,0,0.0971223764391115,0.0485038962754909,0,0,0.147597238319432,0.271529387691088,0,0.0485038962754909,0,0,0,0,0.0840772973513184,0.0837547972650799,0,0,0,0,0.303519705862142,0,0,0,0.175717587960872,0,0,0,0.155353320718227,0.18890260246332,0,0,0,0,0,0,0.16150738300726,0,0,0.128633380944307,0.0212552870079416,0,0,0,0,0,0,0,0.0485038962754909,0,0,0,0.0485038962754909,0,0,0,0.215586470958255,0.401606581587739,0,0.0485038962754909,0,0,0,0,0.0485038962754909,0,0,0.0177050999404898,0,0,0,0,0.378201690911076,0.0485038962754909,0.307616597575489,0,0,0,0,0,0.0434362819592583,0.18242392559307,0,0,0,0,0,0,0,0,0,0,0.132876584538639,0,0.207182960096806,0.108629003119118,0,0,0.16150738300726,0,0,0,0,0,0,0.0619856989251298,0.1086290031037,0,0,0,0,0.0686218182298268,0,0,0,7
"P8-2022-JUL",0.0940142844630376,0.133153620670387,0,0,0.0135502267394198,0,0.0027099657414302,0,0,0,0,0,0.301404316060343,0.285489899836646,0,0.0813886975184595,0,0.0789040299201127,0,0.0498426876021403,0,0,0,0,0.178904744487807,0.1023517409947,0,0,0,0,0.430354947527513,0.0154497773835021,0,0.00790091244800551,0.4035774179969,0,0.0229968205635563,0,0.0545302872155715,0,0,0,0,0.0113368289817539,0,0,0.115228793991924,0,0,0.0813886975184595,0.00938772307711482,0,0,0.0153304629134651,0,0.0375591708619574,0.0242410147703443,0,0,0,0,0,0,0.0175634666985273,0.0132764403104969,0.00191623397982479,0.0233140901694571,0.124507518308079,0,0.0664290973357983,0,0,0,0,0,0.0027099657414302,0,0.017140146465411,0.0460058143510032,0,0.0469551784053587,0,0.31661434215927,0.0664290973277074,0.141283334584821,0,0,0,0,0,0,0.309090672069234,0,0,0.0108400619640697,0,0.0469551784053587,0,0,0,0,0.0469551784053587,0.293542296513241,0,0.141283334557913,0,0.0469551784053587,0,0.141283334557913,0,0.105150051885908,0,0.0469551784053587,0,0,0.0221008738820083,0.0499900562717646,0,0.00191623397982479,0,0.0453618998342456,0,0,0,0,7
"P22-2015-JUL",0.0390206484553229,0.0390206484553229,0,0,0,0.00503628706496893,0,0,0,0,0,0,0.439577321890353,0.0873416884802573,0,0.0676201159899939,0,0.185697974673111,0,0,0,0,0,0,0,0.056246652649685,0,0,0,0.00318521954882306,0.129747743491573,0,0,0,0.330004834335682,0.0390206484553229,0.0455654416926245,0,0.00225228842324525,0.0390206484553229,0,0,0,0.0174470215519943,0,0,0.103396871029413,0,0,0.0676201159899939,0.0284932767840983,0,0,0.0479025862990488,0,0,0,0.00225228842324525,0,0,0,0,0,0,0.0100727018904001,0,0.0496218272018877,0.387876186475125,0,0,0,0,0.00225228842324525,0,0,0.00225228842324525,0,0,0.0677704462799474,0.290748378239636,0,0,0.334937768223729,0,0.184013342245328,0,0.0390206484553229,0,0,0.0427471498190607,0,0.28232823202783,0.00318521952753728,0,0,0,0,0,0,0,0.0145970033284521,0,0.0676201159899939,0,0.188197951649492,0.0676201159899939,0,0,0.218947783303986,0.222509665966609,0.123677873264005,0.0100727018904001,0.0100727018904001,0,0,0.0349720177929425,0,0,0,0.0781008690062551,0.055197552239512,0,0,0,0,7
"P28-2015-APR",0.0610028612136548,0.0304872389997637,0,0.140146761451271,0,0.00609654102184487,0.00431089217577279,0.0528218271184048,0,0,0,0,0.149893899396239,0.0304872389997637,0,0,0.0261066329243196,0.252507462948096,0,0,0.0385672325446691,0.00431089217577279,0.0078706331528227,0,0,0.082565745548759,0,0,0,0,0.0528218271184048,0,0.0078706331528227,0.064852168467927,0.536324580496583,0,0,0,0.0602860866999996,0.212190336733844,0,0,0,0.0111308710744803,0.0310911980489878,0,0,0,0.00609654102184487,0.118334257373591,0,0,0,0.0078706331528227,0,0,0,0,0,0,0,0.0431221512559133,0,0,0.0304872389997637,0.0539840021109636,0.183930418713434,0.586851927753693,0,0,0.0304872389997637,0,0.0304872389997637,0,0,0,0.0304872389997637,0,0,0,0,0,0.189030599339575,0,0.223779098920512,0,0,0,0,0.0304872389997637,0,0.219445760896477,0,0.0114057605514384,0,0,0.0304872389997637,0,0,0,0,0,0.0352054500376755,0.0078706331528227,0.110128754066009,0.0431221512559133,0.0863247510379041,0,0.159061679834656,0.0807368421128626,0.0610028612136548,0.00897393030271866,0,0,0,0.0416590946579214,0,0.00995571261544611,0,0,0.0304872389997637,0.0304872389997637,0.0431221512559133,0,0,6
"P28-2019-APR",0,0.122448879404285,0.00664867800762433,0.070577939794704,0,0.0152345121747631,0,0.0407256283375579,0,0,0,0,0.200805664167367,0,0,0.0576106792908923,0.0656972007514786,0.123447636902158,0.0057579134506938,0.0568365070198547,0,0,0.0105125991479678,0,0.0407256283375579,0.164032569124925,0,0,0.0466759241541976,0,0.0407256283375579,0,0,0.061245402762922,0.665514622173923,0,0,0.0105125991479678,0.115461980428273,0.0911663350155116,0.0110257273130393,0.00332432063474426,0.070577939794704,0.0105125991479678,0.00332432063474426,0,0.0407256283375579,0,0.034872772509416,0.141510544386963,0.0544482730597942,0,0,0,0,0,0,0.0148673341547937,0,0,0,0.0484216697430219,0,0,0.0148673341547937,0.0110257273130393,0.152971392903229,0.494744817694691,0,0,0,0,0,0.0148673341547937,0,0,0.0190978938766173,0,0,0,0,0.00664867800762433,0.187676488689608,0,0.163586115878387,0,0,0,0,0,0.0047013079865076,0.107929521021172,0,0.00664867800762433,0,0,0.0407256283302314,0,0,0,0,0.0407256283375579,0.0407256283375579,0,0.141510544386963,0,0,0,0.196521797901927,0.192147518115953,0.0815190000394292,0,0,0,0,0.0248794585097297,0,0.0237425847541425,0,0.0576106792908923,0,0.070577939794704,0,0.0407256283375579,0,6
"P38-2019-APR",0.0349035727487162,0.0493711387822635,0,0.0988631362966881,0,0.00966254985875617,0,0,0,0,0,0,0.192319279147468,0,0,0,0.0349035727487162,0.192643562687245,0,0.0656426253717234,0,0,0,0,0.241581249660387,0.105134760572704,0,0,0,0,0.0781103192665138,0,0,0.00493512842838414,0.387055322081703,0,0,0,0.0519789468733386,0.0992755643679273,0,0,0,0.00901035592856458,0,0.00348965572289545,0,0,0,0.0924591018971074,0.0220722679548849,0,0,0.0156068166375737,0,0,0,0,0,0,0,0,0,0,0.0349035727487162,0,0.0781103192615089,0.475365132708511,0,0,0,0,0,0,0,0,0,0.00901035592856458,0.00901035592856458,0,0,0,0.185720659928479,0.0349035727487162,0.244189499817874,0,0,0,0.00348965572289545,0,0.0319886131655302,0.298454121134638,0,0,0,0,0.00901035592856458,0,0,0,0.00348965572289545,0,0.0604793501803378,0,0.182336121838181,0.130944581352964,0.0698497580066335,0,0.185720659928479,0.383558884816863,0.182336121838181,0,0,0,0,0.02103615452873,0,0.00348965572289545,0.035077727745212,0,0.0349035727487162,0,0,0.0493711387822635,0,6
"P28-2022-JUL",0,0,0,0,0.00349646360957306,0,0,0.0656464782211603,0,0,0,0.0169384862650742,0.139610293763708,0.198090991713351,0,0.0804291389828562,0.0419308962566905,0.0481123151869434,0,0,0,0,0.018938029790998,0,0,0.129932473047589,0,0,0,0,0.357789563461883,0,0,0.0271318655886658,0.3832900039736,0,0,0.0235784322709431,0.0109458586803999,0.113867289952045,0,0,0.0656464782211603,0,0,0,0,0,0,0.103908543161184,0.00889148063031431,0,0,0.0464023872406937,0,0,0,0,0.0464023872406937,0,0,0.0464023872406937,0,0,0.00846893938581936,0.00156366353042368,0.148089492352179,0.58799363840987,0,0.0464023872406937,0,0,0,0,0,0,0,0,0,0.0656464782211603,0,0,0.180631857374388,0.0464023872406937,0.309068723259109,0,0,0,0,0,0,0.29389126763471,0,0.006992969946354,0,0,0.00312733084188308,0,0,0,0,0,0.147215758731651,0,0.0929050655200443,0,0,0,0.147215758731651,0,0.0464023872406937,0,0,0,0,0.0554005495659208,0,0.0728938589817428,0,0,0,0.0464023872406937,0,0,0,6
"P28-2019-JUL",0,0,0.0018551950035885,0.0650217503825261,0,0.0032132956559156,0,0.257197640495256,0,0,0,0,0.0488689746424925,0.0524969175145008,0.00958032673096086,0,0.0743225273098779,0.368235493852483,0.00414835160420543,0.00677426217466683,0,0,0,0,0,0.0813307474326499,0,0,0,0,0.064310122069622,0,0,0.0600844674823056,0.776878860055254,0,0,0,0.0173049605401903,0.0836154740640891,0,0,0,0.0018551950035885,0.00958032673096086,0,0,0,0,0.0165941203803547,0.0106035151111876,0,0,0.0371123970357468,0,0,0,0,0,0,0.0018551950035885,0.0018551950035885,0,0,0.0135488352659143,0.00262364343991201,0.0863288115931754,0.370030503493704,0,0,0,0,0,0,0,0,0,0,0.0018551950035885,0,0,0,0.0524969175145008,0.0371123970357468,0.0830622736263337,0,0,0,0,0,0,0.31797407393835,0,0.0104399489624497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983259940191206,0,0,0,0,0.0371123970357468,0.115532931258686,0,0.0371123970357468,0,0.0371123970357468,0,0,0,0,0,6
"P4-2015-JUL",0,0,0,0.0588006831854146,0,0.0017718867690998,0,0.0588006831854146,0,0,0,0.0017718867690998,0.182136817661256,0.13826044990657,0,0,0,0.196163081619016,0.00306900111456759,0,0,0,0,0.0151741061004412,0,0.0817517122331091,0,0,0,0.00250582760300767,0.177226720444297,0,0,0.0248721671982761,0.526029744807474,0,0,0,0.00613803113910889,0,0,0,0,0,0,0,0.0720366298037227,0,0,0.110165324795557,0.01072950743427,0,0.0415663747345748,0.00434022981247298,0,0,0,0,0,0,0,0.0416041669821987,0,0.0017718867690998,0.0187529762500422,0.00306900111456759,0.0455363067545258,0.541797183690511,0,0,0,0,0,0,0,0,0,0,0.0108748403884953,0.324869855046534,0,0,0.110165324795557,0,0.225688368041562,0,0,0,0,0,0,0.388260172608111,0,0.0017718867690998,0,0,0,0,0,0,0,0,0.110165324795557,0.01072950743427,0,0,0,0,0,0,0,0,0,0,0,0.0408545176860734,0.01072950743427,0.0108748403884953,0,0,0,0,0.0415663747345748,0,0,6
"P28-2016-JUL",0,0,0,0.0445565879602627,0,0,0,0.113805374594493,0,0,0,0,0.173377133772643,0.099764003680604,0,0.0315010512604219,0,0.231351462449369,0.00314958938854355,0,0,0,0,0.0445565879579999,0,0.0925676527891491,0,0,0,0,0.0545794919880692,0,0,0.055032897535298,0.747628682124786,0,0,0,0.0204939113412347,0.281881872569532,0,0,0,0,0.0018184142770291,0,0,0,0,0.14827127039717,0,0,0,0,0,0,0,0.0445565879579999,0,0,0,0.0527584564811843,0,0,0.0575350140871004,0,0.0732552232024727,0.274366799777193,0,0,0,0.0315010512604219,0,0,0,0,0,0,0.0115009088461064,0,0,0.0018184142770291,0.113805374594493,0,0.0946286886668356,0,0,0,0,0.0115009088461064,0.0168640702435953,0.44908363928103,0,0.0018184142770291,0,0,0,0,0,0,0,0,0.0445565879579999,0,0.0315010512604219,0,0,0,0,0.0772254774824192,0,0,0,0,0,0.0620794798224833,0.0315010512604219,0,0,0.0315010512604219,0,0,0,0,0,6
"P28-2020-JUL",0,0.0558682648627374,0,0.0394945479030369,0.0166650560487757,0,0.00882906841047681,0.125186988458163,0,0,0,0.0161200884912744,0,0.0394945479030369,0,0,0.0161200884912744,0.280035711560852,0.0022072402218825,0,0,0,0.00624305359967204,0,0.0394945479030369,0.173500029626316,0,0,0,0,0,0,0,0.0960801391792807,0.664625247816494,0,0.00882906842601982,0,0.0637734467418093,0.0558682648627374,0,0,0,0,0,0,0,0,0,0.0394945479030369,0.0022072402218825,0,0,0.0183799675851768,0,0,0.0394945479030369,0,0.0394945479030369,0,0,0.0394945479030369,0,0.00624305359967204,0.0172869813433171,0,0.104656534783951,0.305430027335667,0,0,0,0,0,0,0,0,0.0108134265086318,0,0,0,0,0,0.079050868902198,0,0.0558682648627374,0,0.0394945479030369,0,0,0,0,0.504742092699422,0,0.00732064706290493,0,0,0,0,0,0,0,0,0,0.00382305841737073,0.163525685775008,0,0,0,0.285851153821889,0.0394945479030369,0.079050868902198,0,0,0,0,0.0703207352871422,0,0,0.0118181080455962,0,0.0227982353275174,0,0,0,0,6
