Date,DateCat,Year,Month,Longitude,Latitude,Station,NISKIN,Depth (m),Depth,pH,pCO2 µatm,Record No,CTDPRS_DBAR,Depth Category,CTDTMP_DEG_C_ITS90,CTD Salinity (PSU),SIGMATHETA_KG_M3,CTDOXY_MG_L_AVG,OXYGEN_UMOL_KG,"DIC
(µmol/kg)","TAlk
(µmol/kg)",PHOSPHATE umol_kg,SILICATE umol_kg,Aragonite,O2 in mg/l
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,8,3,Surface,8.200960943,235.3981626,33CB20140714,2.499,Surf-10m,20.438,25.798,17.65,10.528,344.6,1653.8,1893.7,,,2.739313987,11.22
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,7,7,5-m,8.201412739,242.8900535,33CB20140714,7.196,Surf-10m,14.35,28.406,21.029,12.016,363.5,1786.8,2012.7,,,2.479974514,11.877
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,6,12,Mid,8.129519939,295.7866967,33CB20140714,12.238,Surf-10m,12.085,28.788,21.755,11.387,360.4,1845.8,2029.4,,,2.028349013,11.784
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,5,22,Mid,7.724421378,825.2535352,33CB20140714,22.009,Mid 20-30m,10.214,29.126,22.336,6.188,200.2,1991.3,2037.7,,,0.829851508,6.55
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,4,32,Mid,7.454085494,1567.226608,33CB20140714,31.99,Mid 20-30m,9.098,29.244,22.6,4.352,139.8,2057.8,2030.9,,,0.438351594,4.574
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,3,52,Mid,7.496435927,1414.392692,33CB20140714,51.943,Mid 40-60m,8.626,29.492,22.864,4.767,148.4,2058,2041.6,,,0.476545142,4.857
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,2,81,Deep,7.430992786,1653.249982,33CB20140714,81.645,Deep 70-90m,8.555,29.648,22.996,4.589,147.6,2084.7,2051,,,0.412914464,4.833
7/16/14,7/1/14,2014,Jul,-123.1088,47.4247,P12,1,121,Deep,7.305085772,2254.455744,33CB20140714,121.438,Deep 100-120m,8.45,30.11,23.373,2.457,80.8,2162.4,2091.5,,,0.318320037,2.644
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,9,3,Surface,7.880239247,576.8683668,33CB20140714,3.022,Surf-10m,11.671,30.074,22.826,7.262,230.8,1994.5,2096,,,1.284049208,7.5525
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,10,3,Surface,,,33CB20140714,3.14,Surf-10m,11.67,30.076,22.827,7.277,,,,,,,
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,11,3,Surface,,,33CB20140714,3.026,Surf-10m,11.689,30.078,22.825,7.272,,,,,,,
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,7,7,5-m,7.872069444,588.476913,33CB20140714,6.869,Surf-10m,11.474,30.108,22.887,7.212,227.3,1999.2,2097.4,,,1.254238632,7.441
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,8,7,5-m,,,33CB20140714,6.688,Surf-10m,11.027,30.247,23.073,6.853,,,,,,,
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,6,12,Mid,7.857767611,609.1049388,33CB20140714,11.679,Surf-10m,10.816,30.302,23.152,6.812,217.4,2011.8,2103.5,,,1.194840904,7.117
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,5,22,Mid,7.823291981,661.9374761,33CB20140714,21.924,Mid 20-30m,10.636,30.412,23.268,6.513,208.5,2021.4,2102.3,,,1.104424735,6.8265
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,4,32,Mid,7.789584047,719.5510786,33CB20140714,31.916,Mid 20-30m,10.512,30.545,23.392,6.213,196.7,2035.4,2106.5,,,1.027337671,6.4425
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,3,52,Mid,7.786050224,726.453955,33CB20140714,51.96,Mid 40-60m,10.355,30.681,23.524,6.002,192.3,2045.8,2116.1,,,1.018771958,6.2975
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,2,81,Deep,7.733931713,832.1088104,33CB20140714,81.865,Deep 70-90m,9.478,31.544,24.339,5.096,166.8,2102.6,2158,,,0.911550734,5.466
7/15/14,7/1/14,2014,Jul,-123.0198,48.272,P22,1,100,Deep,7.72253427,859.712157,33CB20140714,100.643,Deep 100-120m,8.724,32.311,25.056,4.456,144.6,2138,2190,,,0.88816571,4.7435
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,10,3,Surface,8.075013862,336.656585,33CB20140714,2.586,Surf-10m,14.63,28.431,20.991,10.609,336.2,1810.2,1982.6,,,1.940743598,10.984
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,9,7,5-m,8.099261645,319.2143082,33CB20140714,6.582,Surf-10m,14.36,28.492,21.093,10.47,334.7,1825.2,2007.7,,,2.04214063,10.935
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,8,12,Mid,7.978854475,438.1330392,33CB20140714,11.609,Surf-10m,13.211,28.861,21.603,8.83,270.2,1887.1,2021,,,1.564088172,8.833
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,7,20,Mid,7.864107438,588.3602459,33CB20140714,20.548,Mid 20-30m,12.198,29.221,22.07,7.502,231.6,1945.2,2039.6,,,1.208410442,7.576
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,6,32,Mid,7.831295652,639.2550979,33CB20140714,31.719,Mid 20-30m,11.638,29.363,22.28,7.054,219.2,1966.7,2049.8,,,1.111875197,7.171
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,5,51,Mid,7.795285691,696.1157122,33CB20140714,51.53,Mid 40-60m,11.241,29.524,22.474,6.656,216.5,1978.8,2050.6,,,1.016608032,7.083
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,4,81,Deep,7.7731192,735.3148294,33CB20140714,81.403,Deep 70-90m,10.905,29.817,22.76,6.289,199.7,1998.4,2064.1,,,0.966617198,6.535
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,3,121,Deep,7.761489992,753.7221369,33CB20140714,121.756,Deep 100-120m,10.796,29.944,22.876,6.171,195.7,2004.7,2067.6,,,0.939050038,6.405
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,2,150,Deep,7.755914419,765.955283,33CB20140714,151.496,Deep 140-180m,10.712,30.15,23.051,5.972,181.1,2020.5,2082.8,,,0.9328206,5.927
7/14/14,7/1/14,2014,Jul,-122.4537,47.6995,P28,1,190,Deep,7.755730945,764.4529445,33CB20140714,191.052,Deep 190-300m,10.698,30.195,23.088,5.893,184.3,2024.6,2087.5,,,0.930964753,6.034
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,8,3,Surface,8.06436078,355.5121404,33CB20140714,2.531,Surf-10m,15.558,28.828,21.102,9.556,296.6,1860.2,2040.6,,,2.039288879,9.692
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,7,7,5-m,7.921109665,511.1939188,33CB20140714,7.154,Surf-10m,13.224,29.013,21.718,8.048,250.3,1918.4,2034.6,,,1.405646361,8.182
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,6,12,Mid,7.923873241,509.5008423,33CB20140714,12.23,Surf-10m,13.101,29.026,21.752,7.977,247.7,1927.2,2044.1,,,1.413489647,8.097
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,5,22,Mid,7.877563495,569.5564376,33CB20140714,22.129,Mid 20-30m,12.801,29.119,21.88,7.601,239.6,1936.1,2037,,,1.266964972,7.835
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,4,32,Mid,7.886845909,557.1170996,33CB20140714,32.075,Mid 20-30m,12.691,29.125,21.905,7.48,242.9,1939.3,2043,,,1.288797517,7.942333333
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,3,52,Mid,7.837087193,627.8535637,33CB20140714,52.052,Mid 40-60m,12.292,29.082,21.945,7.079,225.4,1950.9,2037.6,,,1.137849235,7.371
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,2,82,Deep,7.846388481,613.5052463,33CB20140714,82.26,Deep 70-90m,12.218,29.133,21.998,6.967,228.5,1956.2,2046.1,,,1.159399036,7.471
7/18/14,7/1/14,2014,Jul,-122.7003,47.278,P38,1,98,Deep,7.801478728,683.9602314,33CB20140714,98.496,Deep 70-90m,12.283,29.215,22.05,6.774,211.7,1965.4,2042.8,,,1.056006022,6.925
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,11,3,Surface,8.308133231,159.9323189,33CB20140714,2.59,Surf-10m,14.202,22.197,16.281,14.117,424.1,1443.7,1641.6,,,2.14693088,13.79
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,12,3,Surface,,,33CB20140714,2.578,Surf-10m,14.249,21.975,16.102,14.107,,,,,,,
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,9,7,5-m,8.168516421,250.5187286,33CB20140714,6.997,Surf-10m,11.821,25.969,19.618,13.12,375.7,1681.9,1851.3,,,1.862910444,12.258
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,10,7,5-m,,,33CB20140714,7.009,Surf-10m,11.811,25.891,19.559,12.796,,,,,,,
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,7,11,Mid,7.900149702,521.4112685,33CB20140714,11.077,Surf-10m,10.589,28.312,21.642,8.214,283.1,1882.8,1974.4,,,1.164196503,9.2555
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,8,11,Mid,,,33CB20140714,11.075,Surf-10m,10.67,28.22,21.557,8.536,,,,,,,
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,5,22,Mid,,,33CB20140714,22.076,Mid 20-30m,9.823,28.81,22.152,6.281,,,,,,,
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,6,22,Mid,7.657350951,957.3588064,33CB20140714,22.063,Mid 20-30m,9.832,28.806,22.147,6.281,193.3,1979.7,2006.5,,,0.691109049,6.3215
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,3,32,Mid,7.627785177,1028.876689,33CB20140714,32.084,Mid 20-30m,9.552,28.882,22.249,6.092,195.7,1994.7,2013.5,,,0.643469573,6.401
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,4,32,Mid,,,33CB20140714,32.082,Mid 20-30m,9.538,28.884,22.253,6.068,,,,,,,
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,2,52,Mid,7.507395366,1374.608604,33CB20140714,52.114,Mid 40-60m,9.084,29.039,22.442,5.085,163.6,2038.1,2025.5,,,0.488242457,5.3535
7/14/14,7/1/14,2014,Jul,-122.5543,48.24,P4,1,84,Deep,7.499441152,1401.658267,33CB20140714,85.017,Deep 70-90m,9.158,29.378,22.696,4.891,156,2050.5,2037.2,,,0.48595085,5.106
7/16/14,7/1/14,2014,Jul,-123.022,47.3572,P402,6,3,Surface,8.194378574,240.7181266,33CB20140714,2.654,Surf-10m,18.333,26.43,18.645,12.184,381.4,1684.8,1913.3,,,2.573337254,12.431
7/16/14,7/1/14,2014,Jul,-123.022,47.3572,P402,5,7,5-m,7.932132599,495.5400701,33CB20140714,6.714,Surf-10m,11.891,28.673,21.7,10.644,292.1,1919.3,2030.1,,,1.355405275,9.548
7/16/14,7/1/14,2014,Jul,-123.022,47.3572,P402,4,12,Mid,7.81375821,664.4228587,33CB20140714,11.699,Surf-10m,10.921,28.856,22.01,8.132,250.8,1960.3,2032.5,,,1.024659827,8.201
7/16/14,7/1/14,2014,Jul,-123.022,47.3572,P402,3,22,Deep,7.710862494,856.0890739,33CB20140714,21.657,Mid 20-30m,9.735,29.096,22.388,4.764,149.4,2008,2049.7,,,0.794910278,4.887
7/16/14,7/1/14,2014,Jul,-123.022,47.3572,P402,2,31,Deep,7.344724547,2050.398833,33CB20140714,31.216,Mid 20-30m,8.992,29.33,22.683,3.279,98.9,2110.3,2051.8,,,0.34620571,3.236
7/16/14,7/1/14,2014,Jul,-123.022,47.3572,P402,1,50,Deep,7.343204271,2047.572495,33CB20140714,50.726,Mid 40-60m,8.878,29.376,22.737,3.222,101.3,2106.9,2048,,,0.342429916,3.316
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,10,3,Surface,8.071851775,349.9475781,33CB20140714,2.483,Surf-10m,13.207,29.626,22.195,9.785,300.2,1896,2070.7,,,1.959693878,9.821
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,11,3,Surface,,,33CB20140714,2.489,Surf-10m,13.178,29.631,22.204,9.78,,,,,,,
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,8,7,5-m,8.028349129,392.5599642,33CB20140714,6.703,Surf-10m,13.005,29.668,22.265,9.375,284.9,1916.8,2073.8,,,1.78890605,9.318
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,9,7,5-m,,,33CB20140714,6.703,Surf-10m,13.029,29.661,22.256,9.538,,,,,,,
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,7,12,Mid,7.871696037,577.235795,33CB20140714,11.624,Surf-10m,12.487,29.77,22.442,8.687,270.3,1944.5,2044.1,,,1.259633208,8.844
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,6,22,Mid,7.966337248,460.1103861,33CB20140714,21.685,Mid 20-30m,12.107,29.842,22.568,8.082,256.1,1949.3,2080.2,,,1.535531157,8.378
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,5,31,Mid,7.892102022,553.6662382,33CB20140714,31.639,Mid 20-30m,11.631,29.961,22.745,7.303,233.9,1973.9,2078.3,,,1.295808538,7.653
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,4,51,Mid,7.886425561,561.7821327,33CB20140714,51.617,Mid 40-60m,11.448,30.019,22.823,7.019,223.1,1983,2085.5,,,1.274989916,7.303
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,3,81,Deep,7.852521885,607.7689221,33CB20140714,81.736,Deep 70-90m,11.346,30.083,22.89,6.865,223.6,1988.1,2080,,,1.178023824,7.319
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,2,111,Deep,7.843873038,620.6588386,33CB20140714,111.749,Deep 100-120m,11.206,30.164,22.978,6.708,213.6,1998.1,2087.6,,,1.153153957,6.991
7/15/14,7/1/14,2014,Jul,-122.6038,47.8958,P8,1,125,Deep,7.852437428,606.4923403,33CB20140714,126.095,Deep 100-120m,11.141,30.204,23.02,6.641,214.2,1996.6,2088.8,,,1.170878675,7.011
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,11,3,Surface,7.716293822,876.6751761,33CB20140929,3.163,Surf-10m,10.865,31.422,24.014,5.773,186.6,2088,2142.8,,,0.925286447,6.114
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,12,3,Surface,,,33CB20140929,2.745,Surf-10m,10.876,31.417,24.008,5.754,,,,,,,
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,10,6,5-m,,,33CB20140929,5.709,Surf-10m,10.679,31.509,24.114,5.569,,,,,,,
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,8,11,Mid,,,33CB20140929,11.121,Surf-10m,10.623,31.558,24.161,5.524,,,,,,,
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,9,11,Mid,,,33CB20140929,11.112,Surf-10m,10.623,31.557,24.161,5.536,179.1,,2144.6,,,,5.868
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,6,22,Mid,,,33CB20140929,22.375,Mid 20-30m,10.434,31.744,24.339,5.294,,,,,,,
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,7,22,Mid,,,33CB20140929,22.342,Mid 20-30m,10.303,31.861,24.452,5.18,172,,2151.9,,,,5.6395
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,4,30,Mid,,,33CB20140929,30.473,Mid 20-30m,9.922,32.073,24.681,4.533,146.8,,2171.8,,,,4.8525
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,5,30,Mid,,,33CB20140929,30.518,Mid 20-30m,9.945,32.058,24.665,4.517,146.4,,2174.7,,,,4.8005
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,3,45,Mid,,,33CB20140929,44.868,Mid 40-60m,9.817,32.142,24.751,4.401,143.2,,2181.5,,,,4.6945
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,2,79,Deep,,,33CB20140929,79.732,Mid 70-90m,9.531,32.292,24.915,4.151,134.7,,2186.1,,,,4.4175
9/30/14,9/1/14,2014,Sep,-123.017,48.272,P22,1,86,Deep,7.641618152,1052.799804,33CB20140929,86.553,Deep 70-90m,9.357,32.389,25.018,3.965,132.1,2158.8,2190.4,,,0.767044444,4.3315
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,10,1,Surface,,,33CB20140929,1.387,Surf-10m,13.105,30.071,22.558,7.201,,,,,,,
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,11,3,Surface,7.872035812,588.6167702,33CB20140929,2.85,Surf-10m,13.11,30.068,22.555,7.224,233.2,1979,2085.1,,,1.325330235,7.629
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,9,6,5-m,7.906682302,541.7351979,33CB20140929,5.886,Surf-10m,13.094,30.079,22.567,7.119,233.7,1978.8,2096.3,,,1.430446024,7.645
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,8,10,Mid,7.803883138,695.6364002,33CB20140929,9.883,Surf-10m,13.011,30.125,22.618,6.609,180.4,1994,2078.1,,,1.142324345,5.903
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,7,22,Mid,7.751912819,792.4331991,33CB20140929,21.727,Mid 20-30m,12.821,30.218,22.726,5.92,,2016.4,2085.1,,,1.020302234,
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,6,31,Mid,7.768624729,760.8352579,33CB20140929,31.324,Mid 20-30m,12.693,30.281,22.799,5.653,185.2,2017.6,2091.1,,,1.055211176,6.06
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,5,51,Mid,7.80387517,696.6017899,33CB20140929,50.956,Mid 40-60m,12.327,30.454,23.002,5.205,170,2017.3,2100.9,,,1.127608568,5.566
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,4,79,Deep,7.724646126,846.3512145,33CB20140929,79.315,Mid 70-90m,12.21,30.578,23.119,5.301,188.3,2044.5,2105,,,0.950666825,6.165
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,3,108,Deep,7.727226864,838.5133233,33CB20140929,109.05,Deep 100-120m,12.18,30.617,23.155,5.392,163.7,2044.8,2106.4,,,0.953248483,5.359
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,2,152,Deep,7.725539975,840.1190841,33CB20140929,153.388,Deep 140-180m,12.01,30.729,23.273,5.311,173.7,2053.4,2114.8,,,0.945143583,5.688
9/29/14,9/1/14,2014,Sep,-122.4537,47.7042,P28,1,185,Deep,7.72085295,847.6758068,33CB20140929,186.418,Deep 140-180m,11.935,30.788,23.332,5.314,168.9,2057.9,2118.3,,,0.932449036,5.53
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,11,3,Surface,7.838628692,591.4705149,33CB20140929,2.609,Surf-10m,14.219,25.643,18.928,7.795,254.1,1768.9,1845.9,,,1.03529179,8.2865
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,12,3,Surface,,,33CB20140929,2.599,Surf-10m,14.22,25.645,18.929,7.8,,,,,,,
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,9,5,5-m,7.917267388,486.8222489,33CB20140929,5.003,Surf-10m,14.115,25.995,19.219,7.535,252,1760.6,1861,,,1.234072293,8.2205
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,10,5,5-m,,,33CB20140929,4.994,Surf-10m,14.115,25.998,19.221,7.553,,,,,,,
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,7,11,Mid,7.634334794,1016.651405,33CB20140929,11.101,Surf-10m,12.166,28.899,21.827,5.032,184.5,1960,1989.6,,,0.71714179,6.0315
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,8,11,Mid,,,33CB20140929,11.099,Surf-10m,12.169,28.9,21.827,5.027,,,,,,,
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,5,21,Mid,7.547656411,1288.412098,33CB20140929,20.962,Mid 20-30m,11.042,29.588,22.558,2.837,94.2,2062.3,2068.6,,,0.598521145,3.0825
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,6,21,Mid,,,33CB20140929,20.966,Mid 20-30m,11.043,29.59,22.559,2.846,,,,,,,
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,3,31,Mid,7.461924933,1588.995538,33CB20140929,30.933,Mid 20-30m,11.245,29.864,22.738,2.768,92,2095,2079.5,,,0.504806104,3.0115
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,4,31,Mid,,,33CB20140929,30.927,Mid 20-30m,11.243,29.865,22.738,2.778,,,,,,,
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,2,51,Mid,7.475425287,1540.144132,33CB20140929,50.977,Mid 40-60m,11.431,30.079,22.872,2.813,98.3,2097.2,2086.5,,,0.527198544,3.2155
9/29/14,9/1/14,2014,Sep,-122.5523,48.2425,P4,1,84,Deep,7.571195907,1222.104775,33CB20140929,84.658,Deep 70-90m,11.78,30.321,22.998,3.839,118,2074.6,2091.4,,,0.662552362,3.8615
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,11,3,Surface,7.715984749,863.7257355,33CB20140929,2.617,Surf-10m,12.339,30.15,22.763,5.937,189.7,2022.5,2078.5,,,0.925206878,6.208
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,9,6,5-m,7.783721724,735.6323498,33CB20140929,5.797,Surf-10m,12.051,30.427,23.031,5.677,,2025.6,2101.3,,,1.07404807,
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,10,6,5-m,,,33CB20140929,5.751,Surf-10m,12.047,30.428,23.033,5.675,,,,,,,
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,7,11,Mid,7.760310306,779.5941108,33CB20140929,10.609,Surf-10m,11.94,30.537,23.137,5.6,181.4,2035.7,2104.5,,,1.021094155,5.937
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,8,11,Mid,,,33CB20140929,10.602,Surf-10m,11.94,30.537,23.137,5.613,,,,,,,
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,6,21,Mid,7.765777003,768.9251406,33CB20140929,20.701,Mid 20-30m,11.875,30.652,23.238,5.57,180.1,2037.9,2108.6,,,1.033747795,5.898
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,5,31,Mid,7.724634006,851.4258645,33CB20140929,30.981,Mid 20-30m,11.856,30.677,23.261,5.544,177.1,2052.4,2111.3,,,0.947141686,5.798
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,4,50,Mid,7.725445859,848.1943101,33CB20140929,50.548,Mid 40-60m,11.695,30.88,23.447,5.443,175,2056.9,2116.3,,,0.947069862,5.73
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,3,81,Deep,7.699886179,901.6756259,33CB20140929,81.602,Deep 70-90m,11.479,31.046,23.615,5.277,171.5,2071.5,2123.7,,,0.892388369,5.619
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,2,111,Deep,7.708146838,883.2932005,33CB20140929,111.642,Deep 100-120m,11.296,31.178,23.75,5.142,166.8,2078.9,2133.6,,,0.90562169,5.464
9/30/14,9/1/14,2014,Sep,-122.6052,47.8965,P8,1,129,Deep,7.697207105,904.3358796,33CB20140929,129.529,Deep 100-120m,11.254,31.213,23.784,5.092,172.1,2079.7,2131.4,,,0.881215164,5.637
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,8,2,Surface,7.743232591,704.9859618,3.2502E+11,1.553,Surf-10m,10.34,26.531,20.296,6.285,212.8,1741.7,1782.8,,,0.715902277,6.948
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,11,3,Surface,8.076533447,317.7018237,33CB20140929,2.752,Surf-10m,14.781,24.974,18.303,10.056,329.3,1663.6,1809.5,,,1.657997335,10.728
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,12,3,Surface,,,33CB20140929,2.772,Surf-10m,14.772,24.984,18.312,10.062,,,,,,,
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,7,5,5-m,7.310054797,2210.30857,3.2502E+11,5.18,Surf-10m,9.991,29.262,22.478,3.52,98.4,2082.8,2018.1,,,0.32851692,3.218
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,9,5,5-m,7.980374804,417.4350557,33CB20140929,5.082,Surf-10m,13.223,27.484,20.537,11.484,281.1,1785.2,1908.6,,,1.439553471,9.18
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,10,5,5-m,,,33CB20140929,5.08,Surf-10m,13.263,27.391,20.458,11.39,,,,,,,
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,6,10,Mid,7.301536455,2291.634113,3.2502E+11,10.282,Surf-10m,9.482,29.876,23.036,1.74,59.3,2135.6,2066.3,,,0.327616261,1.942
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,7,10,Mid,7.420787237,1716.84902,33CB20140929,9.972,Surf-10m,9.673,29.45,22.674,2.746,72.1,2079.6,2046.2,,,0.422636407,2.36
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,8,10,Mid,,,33CB20140929,9.969,Surf-10m,9.671,29.45,22.674,2.744,,,,,,,
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,5,20,Mid,7.310231684,2249.706717,3.2502E+11,20.185,Mid 20-30m,9.6,30.018,23.128,1.903,60.3,2138.7,2072.9,,,0.337458812,1.975
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,6,20,Mid,7.351955451,2019.573786,33CB20140929,20.112,Mid 20-30m,9.168,29.729,22.969,2.124,70.7,2111,2056.3,,,0.358796739,2.316
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,4,30,Mid,7.357929166,2022.531024,3.2502E+11,30.277,Mid 20-30m,9.801,30.142,23.193,2.215,71.7,2137.7,2087.2,,,0.381827243,2.348
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,4,31,Mid,,,33CB20140929,31.142,Mid 20-30m,9.496,29.906,23.057,2.504,85.9,,2067.4,,,,2.814
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,5,31,Mid,,,33CB20140929,31.137,Mid 20-30m,9.498,29.909,23.059,2.525,,,,,,,
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,3,50,Mid,7.390525555,1870.06353,3.2502E+11,50.356,Mid 40-60m,9.983,30.248,23.247,2.561,85.4,2128.2,2088.5,,,0.413995378,2.796
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,3,51,Mid,,,33CB20140929,51.082,Mid 40-60m,9.624,30.042,23.143,2.385,78.7,,2073,,,,2.576
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,2,80,Deep,,,33CB20140929,81.096,Deep 70-90m,9.174,30.045,23.215,2.003,65.6,,2074.5,,,,2.146
