Date,DateCat,Year,Month,Longitude,Latitude,Station,NISKIN,Depth (m),Depth,pH,pCO2 µatm,Record No,CTDPRS_DBAR,Depth Category,CTDTMP_DEG_C_ITS90,CTD Salinity (PSU),SIGMATHETA_KG_M3,CTDOXY_MG_L_AVG,OXYGEN_UMOL_KG,"DIC
(µmol/kg)","TAlk
(µmol/kg)",PHOSPHATE umol_kg,SILICATE umol_kg,Aragonite,O2 in mg/l
4/8/18,4/1/18,2018,Apr,-123.0239,47.3558,P402,1,53,Deep,7.429798575,1698.525012,313,53.173,Mid 40-60m,10.2261,30.069,23.069,3.567,107.2,2106,2077.9,2.907896819,69.30464959,0.452054341,3.509895
4/8/18,4/1/18,2018,Apr,-123.0239,47.3558,P402,2,53,Deep,,,314,53.161,Mid 40-60m,10.2256,30.069,23.069,3.574,,,,,,,
4/9/18,4/1/18,2018,Apr,-122.6054,47.8989,P8,1,123,Deep,7.725139733,824.1091293,61,123.663,Deep 100-120m,8.4424,30.607,23.764,7.836,238.5,2054.8,2100.5,1.976992688,42.37663492,0.816210218,7.812645
4/9/18,4/1/18,2018,Apr,-122.6054,47.8989,P8,2,123,Deep,,,62,123.652,Deep 100-120m,8.4424,30.609,23.766,7.829,,,,,,,
4/9/18,4/1/18,2018,Apr,-122.6055,47.8991,P8,3,110,Deep,7.777760135,726.3428894,63,111.288,Deep 100-120m,8.4413,30.577,23.741,7.862,240.3,2043.9,2104,1.981417053,42.72734214,0.915887335,7.87218
4/9/18,4/1/18,2018,Apr,-122.6055,47.8995,P8,4,81,Deep,7.775244088,730.7563823,64,81.581,Deep 70-90m,8.4506,30.399,23.6,8.008,243,2035.9,2094.3,1.974094169,42.64028348,0.906740694,7.95894
4/9/18,4/1/18,2018,Apr,-122.6057,47.8999,P8,5,51,Mid,7.776015234,728.3339753,65,51.114,Mid 40-60m,8.4578,30.166,23.416,8.197,248.9,2023.7,2081.1,1.969874513,42.80036257,0.901376039,8.15237
4/9/18,4/1/18,2018,Apr,-122.6059,47.9002,P8,6,31,Mid,7.809496287,668.6451431,66,31.014,Mid 20-30m,8.6688,29.77,23.075,8.582,258.4,1997.4,2063.2,1.914652439,44.27095244,0.961596529,8.45944
4/9/18,4/1/18,2018,Apr,-122.606,47.9005,P8,7,21,Mid,,,67,21.005,Mid 20-30m,8.8364,29.552,22.88,8.816,,,,,,,
4/9/18,4/1/18,2018,Apr,-122.606,47.9005,P8,8,21,Mid,7.817522219,654.4355734,68,21.017,Mid 20-30m,8.836,29.553,22.881,8.805,267.9,1985.2,2052.9,1.869945987,44.32174832,0.976071967,8.768365
4/9/18,4/1/18,2018,Apr,-122.6062,47.9008,P8,9,11,5-m,7.839122236,624.7665487,69,10.648,Surf-10m,9.2129,29.068,22.446,9.142,270.7,1980.7,2054.3,1.840727182,44.49054455,1.027890444,8.855735
4/9/18,4/1/18,2018,Apr,-122.6063,47.9011,P8,10,6,5-m,7.828076994,636.9686875,70,5.66,Surf-10m,9.2306,29.044,22.424,9.156,274.4,1966.2,2036.2,1.762048211,43.976508,0.995895761,8.976765
4/9/18,4/1/18,2018,Apr,-122.6064,47.9013,P8,11,3,Surface,,,71,3.005,Surf-10m,9.2319,28.993,22.384,9.159,,,,,,,
4/9/18,4/1/18,2018,Apr,-122.6065,47.9013,P8,12,3,Surface,7.848981076,602.7109496,72,3.008,Surf-10m,9.2317,29.009,22.397,9.166,277.7,1953,2028.6,1.752870883,43.8533262,1.03652655,9.08651
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,11,2,Surface,,,64,1.805,Surf-10m,10.0966,30.5944,23.4984,7.2998,,,,,,,
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,10,3,Surface,7.75095068,788.9432293,63,2.817,Surf-10m,10.0824,30.6017,23.5065,7.2985,234.3,2039.3,2097,1.66,34.99,0.93056271,7.672185435
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,9,4,5-m,7.824062797,660.1485347,62,3.595,Surf-10m,10.0812,30.6021,23.507,7.2969,236.6,2025,2104,1.66,34.58,1.090316757,7.749661686
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,7,6,5-m,7.845740361,627.6219065,60,6.133,Surf-10m,10.061,30.6161,23.5212,7.2596,227.3,2026.9,2112.6,1.64,34.83,1.145067991,7.442717084
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,8,6,5-m,,,61,6.27,Surf-10m,10.0631,30.6149,23.5199,7.2675,,,,,,,
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,6,7,5-m,7.856861161,608.5873505,59,7.438,Surf-10m,10.056,30.6197,23.5249,7.2526,227.1,2018,2107,1.64,35.74,1.168600982,7.438777608
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,3,12,Mid,7.950542931,478.0481552,56,12.26,Surf-10m,10.0272,30.638,23.5439,7.2067,229.8,1981,2100,1.66,34.8,1.412435859,7.524800666
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,4,12,Mid,7.806406803,688.3561191,57,11.717,Surf-10m,10.0382,30.6313,23.5369,7.2141,228.2,2028.4,2102.1,1.61,35.39,1.047421229,7.472673589
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,5,12,Mid,,,58,11.629,Surf-10m,10.0369,30.632,23.5376,7.2335,,,,,,,
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,1,105,Deep,7.688078223,938.2893394,54,106.151,Deep 100-120m,8.3421,32.857,25.5423,4.381,137.6,2166,2208,1.99,40.66,0.827463664,4.516071325
5/24/18,5/1/18,2018,May,-123.0193,48.2728,P22,2,107,Deep,7.683813684,948.2455223,55,107.654,Deep 100-120m,8.3433,32.856,25.5414,4.3752,136.7,2167.8,2208.6,1.99,41.34,0.819990691,4.484563268
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,11,2,Surface,8.198581113,230.3723953,75,1.581,Surf-10m,14.2902,25.4037,18.7292,12.8994,402.8,1637.6,1827.3,0.03,4.44,2.103842422,13.13190536
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,12,2,Surface,8.212842225,222.2450069,76,1.526,Surf-10m,14.2535,25.4003,18.7337,12.7862,408.5,1636.9,1832.4,0.03,3.28,2.164347412,13.31482993
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,10,5,5-m,8.065011903,344.7495083,74,5.452,Surf-10m,11.7107,27.7501,21.0164,12.083,393.5,1826.4,1973.5,0.38,16.55,1.679957819,12.85623143
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,9,6,5-m,8.049509351,360.419836,73,6.154,Surf-10m,11.6096,27.893,21.1448,11.937,376.7,1842.3,1984.6,0.39,16.36,1.636879217,12.31005762
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,8,11,Mid,7.957567859,458.3707228,72,10.983,Surf-10m,10.7836,28.4567,21.7221,9.9876,311.9,1896.6,2008.4,1.08,30.48,1.348074026,10.19629657
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,7,12,Mid,7.948735215,468.1117048,71,11.714,Surf-10m,10.7661,28.4634,21.7302,9.8721,306.9,1897,2006,1.21,30.71,1.32132202,10.03367967
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,6,31,Mid,7.833501671,625.0773625,70,31.521,Mid 20-30m,9.8628,29.0167,22.3066,8.2302,260.7,1951,2025,1.67,39,1.023025488,8.527578298
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,5,33,Mid,8.076823179,338.6732076,69,32.966,Mid 20-30m,9.8302,29.0449,22.3337,8.1704,263.7,1888,2041,1.68,39.35,1.699239018,8.624914031
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,4,81,Deep,,,68,81.6,Deep 70-90m,9.8106,29.542,22.7251,7.5655,,,,1.65,36.62,,
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,3,82,Deep,,,67,82.874,Deep 70-90m,9.8077,29.5524,22.7337,7.5586,,,,1.67,35.59,,
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,1,185,Deep,7.786596232,700.388474,65,186.714,Deep 140-180m,9.2931,29.8419,23.0409,6.9123,221.8,2008,2072,1.87,43.65,0.927571652,7.259351527
5/24/18,5/1/18,2018,May,-122.4535,47.7028,P28,2,186,Deep,7.711948968,842.804303,66,187.981,Deep 140-180m,9.2911,29.843,23.042,6.9031,224.6,2031.2,2074.8,1.89,43.97,0.791450476,7.353221815
7/25/18,7/1/18,2018,Jul,-123.1091,47.4251,P12,11,3,Surface,,,107,2.689,Surf-10m,20.458,25.665,17.543,9.443,301.1,,1881.7,0.83,63.83,,9.804686628
7/25/18,7/1/18,2018,Jul,-123.1091,47.4251,P12,12,3,Surface,,,108,2.683,Surf-10m,20.435,25.667,17.55,9.42,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.1089,47.425,P12,9,5,5-m,,,105,5.439,Surf-10m,18.332,26.972,19.057,11.645,325.9,,1903.2,0.81,62.41,,10.62758721
7/25/18,7/1/18,2018,Jul,-123.1089,47.425,P12,10,5,5-m,,,106,5.43,Surf-10m,18.326,26.977,19.063,11.597,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.1088,47.4251,P12,7,10,Mid,,,103,10.033,Surf-10m,12.666,28.897,21.733,15.711,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.1088,47.4251,P12,8,10,Mid,,,104,10.024,Surf-10m,12.642,28.903,21.742,15.72,209.4,,2043.7,1.62,51.35,,6.847536138
7/25/18,7/1/18,2018,Jul,-123.1087,47.4251,P12,6,21,Mid,,,102,20.954,Mid 20-30m,10.14,29.434,22.588,3.571,107.2,,2045.2,2.72,56.49,,3.506698442
7/25/18,7/1/18,2018,Jul,-123.1085,47.4251,P12,5,30,Mid,,,101,30.286,Mid 20-30m,9.773,29.565,22.748,3.374,106,,2051.7,2.81,59.24,,3.469779214
7/25/18,7/1/18,2018,Jul,-123.1084,47.4251,P12,4,50,Mid,,,100,50.759,Mid 40-60m,9.541,29.682,22.876,4.173,125.5,,2056.6,2.74,56.73,,4.108218814
7/25/18,7/1/18,2018,Jul,-123.1082,47.4251,P12,3,81,Deep,,,99,81.323,Deep 70-90m,9.672,29.807,22.954,2.677,81.4,,2068.7,3.04,67.78,,2.663583851
7/25/18,7/1/18,2018,Jul,-123.1079,47.4252,P12,1,115,Deep,,,97,115.707,Deep 100-120m,9.85,29.988,23.067,2.065,66.9,,2072.6,3.25,75.98,,2.188579809
7/25/18,7/1/18,2018,Jul,-123.108,47.4252,P12,2,115,Deep,,,98,115.703,Deep 100-120m,9.85,29.988,23.067,2.068,,,,,,,
7/24/18,7/1/18,2018,Jul,-123.0205,48.2717,P22,11,3,Surface,,,191,3.083,Surf-10m,11.732,30.072,22.813,7.171,,,,,,,
7/24/18,7/1/18,2018,Jul,-123.0205,48.2717,P22,12,3,Surface,7.859495104,606.0639693,192,3.329,Surf-10m,11.723,30.077,22.819,7.271,222.1,1994.5,2089.5,1.58,40.3,1.228416341,7.267526776
7/24/18,7/1/18,2018,Jul,-123.0206,48.2717,P22,9,5,5-m,,,189,5.264,Surf-10m,11.632,30.128,22.874,7.077,,,,,,,
7/24/18,7/1/18,2018,Jul,-123.0206,48.2717,P22,10,5,5-m,7.855824055,611.7472728,190,4.885,Surf-10m,11.633,30.127,22.874,7.071,213.4,1997.8,2091.5,1.6,39.06,1.217095317,6.983092215
7/24/18,7/1/18,2018,Jul,-123.0207,48.2718,P22,7,10,Mid,,,187,9.897,Surf-10m,11.589,30.164,22.91,6.992,,,,,,,
7/24/18,7/1/18,2018,Jul,-123.0207,48.2718,P22,8,10,Mid,7.848786689,622.8577869,188,10.241,Surf-10m,11.594,30.159,22.905,6.983,206.1,2002.5,2094.1,1.62,38.77,1.199164009,6.746993527
7/24/18,7/1/18,2018,Jul,-123.0207,48.2718,P22,5,21,Mid,,,185,20.943,Mid 20-30m,11.46,30.323,23.056,6.836,,,,,,,
7/24/18,7/1/18,2018,Jul,-123.0207,48.2718,P22,6,21,Mid,7.836769555,641.6662805,186,21.076,Mid 20-30m,11.455,30.329,23.062,6.813,202.5,2011.2,2099.4,1.66,39.05,1.168827644,6.627629519
7/24/18,7/1/18,2018,Jul,-123.0203,48.2717,P22,4,30,Mid,,,184,30.046,Mid 20-30m,11.324,30.598,23.295,6.555,,,,1.76,37.3,,
7/24/18,7/1/18,2018,Jul,-123.0203,48.2717,P22,3,50,Mid,7.740212853,818.4910384,183,50.588,Mid 40-60m,10.473,31.198,23.908,5.442,159.6,2074.4,2133.9,1.95,39.2,0.946153816,5.228893082
7/24/18,7/1/18,2018,Jul,-123.0203,48.2717,P22,2,79,Deep,7.669459032,987.5929749,182,80.116,Mid 70-90m,8.69,32.691,25.36,3.847,113.7,2171,2208.6,2.26,42.82,0.805650602,3.729793384
7/24/18,7/1/18,2018,Jul,-123.0203,48.2717,P22,1,98,Deep,7.660363927,1008.109318,181,98.809,Deep 70-90m,8.652,32.733,25.399,3.761,116.2,2175.2,2210.4,2.28,43.13,0.788404309,3.81123249
7/24/18,7/1/18,2018,Jul,-122.4557,47.7053,P28,11,3,Surface,,,215,2.716,Surf-10m,14.246,29.383,21.802,8.76,,,,,,,
7/24/18,7/1/18,2018,Jul,-122.4557,47.7053,P28,12,3,Surface,7.844226545,618.5496296,216,2.591,Surf-10m,14.239,29.384,21.804,8.746,265.7,1926.1,2023.1,1.46,28.42,1.249708261,8.686479868
7/24/18,7/1/18,2018,Jul,-122.4556,47.7053,P28,10,5,5-m,7.903710858,535.5626244,214,4.948,Surf-10m,14.135,29.398,21.836,8.69,266.1,1922.8,2039,1.47,29.13,1.418499983,8.701832238
7/24/18,7/1/18,2018,Jul,-122.4556,47.7053,P28,9,10,Mid,7.866085704,588.4361053,213,9.983,Surf-10m,13.794,29.448,21.942,8.207,252.7,1937,2039.8,1.59,31,1.297108834,8.263898688
7/24/18,7/1/18,2018,Jul,-122.4556,47.7053,P28,8,20,Mid,,,212,20.34,Mid 20-30m,12.588,29.567,22.266,7.235,,,,,,,
7/24/18,7/1/18,2018,Jul,-122.4556,47.705,P28,7,30,Mid,7.74241751,795.6389611,211,30.311,Mid 20-30m,12.209,29.615,22.373,6.693,202.6,1982.8,2043.4,1.9,36.2,0.944092558,6.627800316
7/24/18,7/1/18,2018,Jul,-122.4556,47.7049,P28,6,50,Mid,7.737249289,806.0393186,210,50.427,Mid 40-60m,11.763,29.796,22.595,6.165,191.2,1996.6,2055,1.96,36.62,0.924516968,6.254778816
7/24/18,7/1/18,2018,Jul,-122.4556,47.7049,P28,5,81,Deep,7.840082757,633.5245158,209,81.441,Deep 70-90m,11.619,29.996,22.776,6.026,186.3,2007.9,2097.5,1.93,36.48,1.167669595,6.096128953
7/24/18,7/1/18,2018,Jul,-122.4558,47.7047,P28,4,110,Deep,7.729026288,821.0445679,208,111.328,Deep 100-120m,11.582,30.061,22.834,5.957,184,2013,2070.1,1.96,37.93,0.907988585,6.021516325
7/24/18,7/1/18,2018,Jul,-122.4558,47.7044,P28,3,149,Deep,7.732638972,811.3351828,207,150.746,Deep 140-180m,11.456,30.086,22.876,5.8,183.1,2016.1,2074.3,1.98,39.31,0.909073755,5.992461487
7/24/18,7/1/18,2018,Jul,-122.4554,47.7045,P28,1,183,Deep,7.761588524,755.7258235,205,184.556,Deep 140-180m,11.743,30.208,22.92,6.166,188.8,2013.8,2082.2,1.91,37.29,0.980572897,6.179079316
7/24/18,7/1/18,2018,Jul,-122.4555,47.7045,P28,2,183,Deep,,,206,184.559,Deep 140-180m,11.744,30.208,22.921,6.16,193.6,,,,,,6.336507347
7/27/18,7/1/18,2018,Jul,-122.7081,47.2766,P38,11,3,Surface,8.151640823,276.6902118,299,2.765,Surf-10m,16.461,29.044,21.07,12.078,373.7,1792.2,2014.5,0.51,9.55,2.463799674,12.21084137
7/27/18,7/1/18,2018,Jul,-122.7081,47.2765,P38,12,3,Surface,,,300,2.765,Surf-10m,16.455,29.045,21.072,12.042,,1795,2021.1,,,,
7/27/18,7/1/18,2018,Jul,-122.7083,47.2766,P38,9,5,5-m,8.148406429,279.58624,297,5.399,Surf-10m,15.05,29.156,21.461,13.56,370.2,1808.2,2020.4,0.5,10.23,2.342611512,12.10022446
7/27/18,7/1/18,2018,Jul,-122.7083,47.2766,P38,10,5,5-m,,,298,5.401,Surf-10m,15.02,29.159,21.47,13.586,,,,,,,
7/27/18,7/1/18,2018,Jul,-122.7084,47.2766,P38,8,11,Mid,7.855959393,601.4949349,296,11.091,Surf-10m,13.167,29.244,21.907,7.717,265.1,1937.8,2033.6,1.65,31.14,1.231107183,8.668787059
7/27/18,7/1/18,2018,Jul,-122.7085,47.2766,P38,7,20,Mid,7.836557889,630.6955265,295,20.171,Mid 20-30m,13.152,29.291,21.946,7.533,238.7,1943.3,2033.5,1.73,32.93,1.181588533,7.807185796
7/27/18,7/1/18,2018,Jul,-122.7086,47.2767,P38,6,30,Mid,7.805078163,681.4418215,294,30.503,Mid 20-30m,12.873,29.329,22.029,7.125,227.1,1955.3,2035.3,1.8,34.9,1.095036776,7.427654124
7/27/18,7/1/18,2018,Jul,-122.7087,47.2767,P38,4,51,Mid,,,292,51.256,Mid 40-60m,12.78,29.337,22.053,6.928,209.6,,,1.85,36.06,,6.855068935
7/27/18,7/1/18,2018,Jul,-122.7087,47.2767,P38,5,51,Mid,,,293,51.251,Mid 40-60m,12.783,29.337,22.052,6.933,,,,,,,
7/27/18,7/1/18,2018,Jul,-122.7088,47.2768,P38,3,81,Deep,7.744233263,787.8150669,291,81.619,Deep 70-90m,12.567,29.352,22.105,6.389,197.1,1974.3,2036.6,2.03,39.42,0.947391393,6.446964208
7/27/18,7/1/18,2018,Jul,-122.7089,47.2769,P38,1,89,Deep,7.747913773,780.8712362,289,89.487,Deep 70-90m,12.555,29.349,22.105,6.382,197.1,1975.5,2038.9,2.05,38.79,0.95464583,6.444947678
7/27/18,7/1/18,2018,Jul,-122.7088,47.2769,P38,2,89,Deep,,,290,89.487,Deep 70-90m,12.55,29.348,22.105,6.373,197,,,2.04,39.37,,6.442624419
7/23/18,7/1/18,2018,Jul,-122.5508,48.2408,P4,11,3,Surface,,,35,2.834,Surf-10m,15.631,23.997,17.38,14.527,,,,,,,
7/23/18,7/1/18,2018,Jul,-122.5508,48.2407,P4,12,3,Surface,8.259829254,197.7671939,36,2.826,Surf-10m,16.115,23.335,16.773,14.421,376.7,1591.3,1802.4,0.23,16.54,2.373840392,12.25486994
7/23/18,7/1/18,2018,Jul,-122.5509,48.2408,P4,9,5,5-m,,,33,5.229,Surf-10m,12.161,27.269,20.565,11.707,,,,,,,
7/23/18,7/1/18,2018,Jul,-122.5509,48.2408,P4,10,5,5-m,8.266313356,194.2209501,34,5.214,Surf-10m,12.099,27.324,20.618,10.909,398.6,1679,1901.8,0.25,13.49,2.391612049,13.01790765
7/23/18,7/1/18,2018,Jul,-122.5511,48.2409,P4,7,10,Mid,,,31,10.1,Surf-10m,11.197,28.42,21.624,7.547,,,,,,,
7/23/18,7/1/18,2018,Jul,-122.551,48.2409,P4,8,10,Mid,7.708003058,855.5941415,32,10.078,Surf-10m,11.174,28.43,21.636,7.437,197.9,1963.5,2006,1.51,26.49,0.807436769,6.470147155
7/23/18,7/1/18,2018,Jul,-122.5513,48.2411,P4,5,20,Mid,,,29,20.352,Mid 20-30m,10.464,29.18,22.337,5.602,,,,,,,
7/23/18,7/1/18,2018,Jul,-122.5513,48.241,P4,6,20,Mid,7.595233142,1121.447334,30,20.367,Mid 20-30m,10.451,29.181,22.34,5.566,179.3,2005.5,2019.5,2.19,42.34,0.628115928,5.865911293
7/23/18,7/1/18,2018,Jul,-122.5515,48.2411,P4,3,30,Mid,,,27,30.521,Mid 20-30m,10.254,29.281,22.45,5.354,,,,,,,
7/23/18,7/1/18,2018,Jul,-122.5515,48.2411,P4,4,30,Mid,7.593497716,1128.059524,28,30.516,Mid 20-30m,10.258,29.284,22.452,5.385,167.4,2015.4,2028.7,2.25,46.45,0.624543824,5.475625657
7/23/18,7/1/18,2018,Jul,-122.5518,48.2412,P4,2,50,Mid,7.532748186,1303.593909,26,50.663,Mid 40-60m,9.861,29.362,22.576,4.816,145.8,2038.4,2035.2,2.41,55.09,0.539462067,4.770133491
7/23/18,7/1/18,2018,Jul,-122.5521,48.2413,P4,1,81,Deep,7.510283412,1374.37423,25,81.355,Deep 70-90m,9.831,29.449,22.649,4.462,131.1,2049.9,2041.3,2.49,60.88,0.513615154,4.289622835
7/25/18,7/1/18,2018,Jul,-123.0212,47.3574,P402,11,3,Surface,8.059528663,341.5714463,323,2.714,Surf-10m,21.804,25.012,16.7,9.551,295.7,1664.8,1847,0.86,68.95,2.120559388,9.621290199
7/25/18,7/1/18,2018,Jul,-123.0212,47.3574,P402,12,3,Surface,,,324,2.713,Surf-10m,21.818,25.008,16.694,9.563,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.0213,47.3573,P402,9,5,5-m,8.107299307,295.852291,321,5.345,Surf-10m,17.256,27.193,19.475,11.034,315.5,1686,1875,0.88,67.34,2.088881852,10.29249368
7/25/18,7/1/18,2018,Jul,-123.0213,47.3573,P402,10,5,5-m,,,322,5.347,Surf-10m,17.146,27.28,19.566,11.344,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.0215,47.3573,P402,7,11,Mid,7.501240862,1449.0825,319,10.937,Surf-10m,11.296,29.149,22.173,3.108,76.6,2075.8,2068.1,2.41,75.15,0.541424264,2.504641928
7/25/18,7/1/18,2018,Jul,-123.0215,47.3573,P402,8,11,Mid,,,320,10.934,Surf-10m,11.239,29.172,22.201,3.116,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.0217,47.3572,P402,5,21,Deep,7.297940535,2322.652411,317,20.714,Mid 20-30m,10.292,29.49,22.607,1.895,61.2,2131.1,2063.2,3.37,77.07,0.332050493,2.001261798
7/25/18,7/1/18,2018,Jul,-123.0217,47.3572,P402,6,21,Deep,,,318,20.711,Mid 20-30m,10.29,29.491,22.608,1.919,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.022,47.3572,P402,3,30,Deep,7.318717068,2201.588711,315,30.394,Mid 20-30m,10.139,29.543,22.673,2.246,69.3,2120.5,2058.8,3.22,72.02,0.345065873,2.267036971
7/25/18,7/1/18,2018,Jul,-123.0219,47.3572,P402,4,30,Deep,,,316,30.398,Mid 20-30m,10.137,29.544,22.674,2.253,,,,,,,
7/25/18,7/1/18,2018,Jul,-123.0222,47.3572,P402,1,51,Deep,7.320243902,2186.028748,313,50.93,Mid 40-60m,9.908,29.636,22.782,2.271,68.6,2122,2060.3,3.21,71.76,0.34324599,2.245887142
7/25/18,7/1/18,2018,Jul,-123.0221,47.3572,P402,2,51,Deep,,,314,50.919,Mid 40-60m,9.91,29.635,22.782,2.271,,,,,,,
7/24/18,7/1/18,2018,Jul,-122.6026,47.8955,P8,1,122,Deep,7.776133209,738.163622,61,123.165,Deep 100-120m,11.27,30.752,23.425,5.955,185.9,2034.6,2106.8,1.89,37.27,1.022502289,6.087234811
7/24/18,7/1/18,2018,Jul,-122.6026,47.8955,P8,2,122,Deep,,,62,123.159,Deep 100-120m,11.269,30.752,23.425,5.957,,,,,,,
7/24/18,7/1/18,2018,Jul,-122.6021,47.8953,P8,3,110,Deep,7.783428954,727.7350841,63,110.972,Deep 100-120m,11.554,30.525,23.199,6.028,184.4,2031.7,2106.4,1.87,42.49,1.046243619,6.036040125
7/24/18,7/1/18,2018,Jul,-122.6016,47.895,P8,4,80,Deep,7.777007005,740.2071819,64,80.728,Deep 70-90m,11.811,30.355,23.02,6.095,185.7,2024.1,2096.9,1.91,39.21,1.037412199,6.078407648
7/24/18,7/1/18,2018,Jul,-122.6012,47.8946,P8,5,51,Mid,7.838595523,635.8155971,65,50.885,Mid 40-60m,12.339,30.164,22.775,6.961,214.6,1994.9,2087.1,1.66,36.6,1.198569208,7.021706216
7/24/18,7/1/18,2018,Jul,-122.6008,47.8942,P8,6,30,Mid,7.877194245,578.21076,66,30.352,Mid 20-30m,12.54,30.095,22.684,7.212,219.7,1980.4,2085.1,1.59,34.89,1.308438126,7.188112138
7/24/18,7/1/18,2018,Jul,-122.6006,47.894,P8,7,20,Mid,,,67,20.172,Mid 20-30m,12.831,29.978,22.539,7.171,,,,,,,
7/24/18,7/1/18,2018,Jul,-122.6006,47.894,P8,8,20,Mid,7.872176876,585.0441504,68,20.168,Mid 20-30m,12.83,29.979,22.54,7.17,219.8,1973.3,2077,1.57,39.61,1.302371042,7.191329418
7/24/18,7/1/18,2018,Jul,-122.6005,47.8939,P8,9,10,5-m,7.953575891,475.933293,69,10.205,Surf-10m,13.394,29.859,22.338,8.151,252.7,1939.8,2072.7,1.33,35.99,1.566226967,8.265367472
7/24/18,7/1/18,2018,Jul,-122.6002,47.8937,P8,10,5,5-m,,,70,5.188,Surf-10m,14.008,29.754,22.136,8.839,266.3,1926,2068.5,,,,8.710683048
7/24/18,7/1/18,2018,Jul,-122.6,47.8936,P8,11,3,Surface,,,71,2.726,Surf-10m,14.377,29.739,22.049,9.142,,,,,,,
7/24/18,7/1/18,2018,Jul,-122.5999,47.8935,P8,12,3,Surface,,,72,2.728,Surf-10m,14.382,29.739,22.048,9.158,279.4,1910.9,2068.1,,,,9.137919964
9/13/18,9/1/18,2018,Sep,-123.10786,47.42676,P12,11,3,Surface,7.649830697,1005.4632,215,2.847,Surf-10m,12.9744,28.0042,20.9852,7.2967,174.9,1985.2,2019.2,2.26,78.27,0.762413705,5.715087053
9/13/18,9/1/18,2018,Sep,-123.10785,47.42676,P12,12,3,Surface,,,216,2.846,Surf-10m,12.8665,28.1031,21.0818,7.1329,,,,,,,
9/13/18,9/1/18,2018,Sep,-123.108,47.42666,P12,9,6,5-m,7.45046841,1607.769092,213,5.506,Surf-10m,11.0996,29.2258,22.2666,4.2803,169.3,2055.7,2034.5,2.59,70.46,0.473335064,5.539216336
9/13/18,9/1/18,2018,Sep,-123.108,47.42666,P12,10,6,5-m,,,214,5.514,Surf-10m,11.0932,29.231,22.2717,4.2594,,,,,,,
9/13/18,9/1/18,2018,Sep,-123.10816,47.4265,P12,7,10,Mid,,,211,10.375,Surf-10m,10.6182,29.4862,22.55,3.4321,136.5,,,2.69,66.23,,4.466219279
9/13/18,9/1/18,2018,Sep,-123.10816,47.42652,P12,8,10,Mid,,,212,10.366,Surf-10m,10.6164,29.487,22.5509,3.4265,,,,,,,
9/13/18,9/1/18,2018,Sep,-123.10832,47.4264,P12,6,21,Mid,7.348162866,2050.81365,210,20.648,Mid 20-30m,9.9653,29.773,22.8797,2.5394,83.8,2112.3,2059,2.91,67.49,0.368360707,2.744116479
9/13/18,9/1/18,2018,Sep,-123.10848,47.4263,P12,5,31,Mid,7.330665011,2136.404092,209,30.721,Mid 20-30m,9.8192,29.8714,22.9798,2.3402,84.8,2122.1,2063.3,3.07,72.71,0.353250999,2.776340984
9/13/18,9/1/18,2018,Sep,-123.10874,47.42615,P12,4,51,Mid,7.319430737,2198.546566,208,51.231,Mid 40-60m,9.8852,29.9806,23.0548,2.0221,76.3,2134.3,2072.6,3.2,78.51,0.347041549,2.498949385
9/13/18,9/1/18,2018,Sep,-123.10896,47.42594,P12,3,80,Deep,7.377788669,1918.683329,207,81.03,Deep 70-90m,10.2743,30.1115,23.0946,2.5597,83.2,2122.3,2080,3.04,75.34,0.403029278,2.724367192
9/13/18,9/1/18,2018,Sep,-123.10922,47.42576,P12,1,114,Deep,7.476958627,1520.304907,205,115.001,Deep 100-120m,10.9651,30.2959,23.1234,3.3793,103.7,2100.4,2088.9,2.77,66.81,0.518956886,3.393577417
