ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1057	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Mitrella	Mitrella gausapata
ASV_1058	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	NA	NA
ASV_1059	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	NA	NA
ASV_106	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_1060	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1061	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Heptacarpus	Heptacarpus sitchensis
ASV_1062	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Spirontocaris	NA
ASV_1063	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	NA
ASV_1065	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	NA	NA
ASV_1066	Eukaryota	Chordata	Actinopteri	Labriformes	NA	NA	NA
ASV_1067	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	Pagurus	Pagurus beringanus
ASV_107	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_1070	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	Obelia	Obelia dichotoma
ASV_1071	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_1073	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_1074	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Columbellidae	NA	NA
ASV_1075	Eukaryota	Arthropoda	Hexanauplia	NA	NA	NA	NA
ASV_1076	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1077	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1078	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_1079	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_108	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalus	Pandalus danae
ASV_1080	Eukaryota	Chordata	Actinopteri	Perciformes	Cryptacanthodidae	Cryptacanthodes	Cryptacanthodes aleutensis
ASV_1081	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1082	Eukaryota	Annelida	Polychaeta	Spionida	NA	NA	NA
ASV_1083	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	Obelia	NA
ASV_1084	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	NA	NA
ASV_1086	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	NA
ASV_1088	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	Liparis dennyi
ASV_1089	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_109	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_1090	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	NA	NA
ASV_1091	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans
ASV_1093	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Lumpenus	Lumpenus sagitta
ASV_1094	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	Arctonoe	Arctonoe pulchra
ASV_1096	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pisidae	Scyra	Scyra acutifrons
ASV_1097	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_1098	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	Chthamalus	Chthamalus dalli
ASV_1099	Eukaryota	Arthropoda	Malacostraca	Amphipoda	NA	NA	NA
ASV_11	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani
ASV_110	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	Aurelia labiata
ASV_1101	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_1102	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	Aurelia labiata
ASV_1103	Eukaryota	Annelida	Polychaeta	Phyllodocida	Goniadidae	NA	NA
ASV_1104	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	Proboscidactyla flavicirrata
ASV_1105	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Lacunidae	Lacuna	Lacuna vincta
ASV_1106	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	NA	NA
ASV_1107	Eukaryota	Mollusca	Gastropoda	Neogastropoda	NA	NA	NA
ASV_1108	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	NA	NA	NA
ASV_1109	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphipholis	Amphipholis squamata
ASV_111	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	NA	NA
ASV_1110	Eukaryota	Annelida	Polychaeta	Sabellida	Sabellariidae	Neosabellaria	Neosabellaria cementarium
ASV_1111	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_1112	Eukaryota	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus	Hemigrapsus oregonensis
ASV_1113	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1115	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pisidae	Chorilia	Chorilia longipes
ASV_1116	Eukaryota	Arthropoda	Malacostraca	Isopoda	Bopyridae	Argeia	Argeia pugettensis
ASV_1118	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	NA
ASV_1119	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalus	Pandalus platyceros
ASV_1120	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_1121	Eukaryota	Annelida	Polychaeta	Spionida	NA	NA	NA
ASV_1122	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	NA	NA
ASV_1124	Eukaryota	Mollusca	Polyplacophora	NA	NA	NA	NA
ASV_1126	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1128	Eukaryota	Mollusca	Gastropoda	Planorbidae__o	NA	NA	NA
ASV_1129	Eukaryota	Platyhelminthes	Rhabditophora	Polycladida	NA	NA	NA
ASV_113	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_1131	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	NA
ASV_1132	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_1133	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1134	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_1135	Eukaryota	Echinodermata	Echinoidea	NA	NA	NA	NA
ASV_1136	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1137	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	Pinnixa	Pinnixa faba
ASV_114	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	Evadne nordmanni
ASV_1140	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1142	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Psettichthys	Psettichthys melanostictus
ASV_1143	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1144	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Sarsia	Sarsia tubulosa
ASV_1147	Eukaryota	Arthropoda	Malacostraca	Decapoda	Majidae	Hyas	NA
ASV_1148	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_1149	Eukaryota	Mollusca	Gastropoda	Cephalaspidea	Gastropteridae	Gastropteron	Gastropteron pacificum
ASV_1152	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1153	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	NA	NA
ASV_1154	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	Saprolegniaceae	NA	NA
ASV_1155	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	NA	NA	NA
ASV_1156	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_1157	Eukaryota	Annelida	Clitellata	Rhynchobdellida	NA	NA	NA
ASV_1158	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe	Harmothoe extenuata
ASV_1159	Eukaryota	Annelida	Polychaeta	Spionida	NA	NA	NA
ASV_1160	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_1161	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1162	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	Sagitta	NA
ASV_1163	Eukaryota	Arthropoda	Malacostraca	Mysida	NA	NA	NA
ASV_1164	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Spirontocaris	Spirontocaris spinus
ASV_1166	Eukaryota	Phoronida	Phoronopsis__f__o__c	Phoronopsis__f__o	Phoronopsis__f	Phoronopsis	Phoronopsis harmeri
ASV_1167	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pisidae	Chorilia	Chorilia longipes
ASV_1168	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	NA	NA
ASV_1169	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Spirontocaris	Spirontocaris snyderi
ASV_117	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_1170	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA
ASV_1172	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1173	Eukaryota	Annelida	Polychaeta	Chaetopteridae__o	Chaetopteridae	Mesochaetopterus	Mesochaetopterus taylori
ASV_1174	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	NA	NA	NA
ASV_1176	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_1178	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1179	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys stigmaeus
ASV_118	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis
ASV_1180	Eukaryota	Mollusca	Gastropoda	Cephalaspidea	Gastropteridae	Gastropteron	Gastropteron pacificum
ASV_1181	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	Discorsopagurus	NA
ASV_1182	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1183	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_1184	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_1185	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV_1186	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1187	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1188	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1189	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	Sagitta	NA
ASV_119	Eukaryota	Annelida	Polychaeta	Chaetopteridae__o	Chaetopteridae	Chaetopterus	Chaetopterus variopedatus
ASV_1190	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	NA	NA
ASV_1191	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV_1193	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	NA	NA
ASV_1195	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Mitrella	Mitrella gausapata
ASV_1197	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA
ASV_1198	Eukaryota	Mollusca	Gastropoda	Nudibranchia	NA	NA	NA
ASV_1199	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia pacifica
ASV_120	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	NA
ASV_1200	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_1201	Eukaryota	Annelida	Polychaeta	Terebellida	NA	NA	NA
ASV_1202	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
ASV_1203	Eukaryota	Ctenophora	Tentaculata	Cydippida	Pleurobrachiidae	Pleurobrachia	Pleurobrachia bachei
ASV_1205	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Spirontocaris	Spirontocaris spinus
ASV_1206	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	Liparis fucensis
ASV_1207	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_1208	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA
ASV_1209	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	NA	NA
ASV_121	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_1210	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	Parathemisto	Parathemisto pacifica
ASV_1211	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1212	Eukaryota	Arthropoda	Malacostraca	Decapoda	Lithodidae	Oedignathus	NA
ASV_1213	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	Pagurus	Pagurus kennerlyi
ASV_1214	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	NA	NA
ASV_1215	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	Pagurus	NA
ASV_1217	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Calliopius	Calliopius laeviusculus
ASV_1218	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	Chthamalus	Chthamalus dalli
ASV_1219	Eukaryota	Mollusca	Gastropoda	Trochida	NA	NA	NA
ASV_122	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1220	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	NA	NA
ASV_1221	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	NA	NA	NA
ASV_1222	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_1224	Eukaryota	Phaeophyceae__p	Phaeophyceae	Laminariales	NA	NA	NA
ASV_1225	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1226	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	NA
ASV_1227	Eukaryota	Annelida	Polychaeta	Phyllodocida	Goniadidae	Glycinde	Glycinde picta
ASV_1228	Eukaryota	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria	Pectinaria californiensis
ASV_1229	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_1230	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	NA	NA
ASV_1231	Eukaryota	Arthropoda	Malacostraca	Stomatopoda	NA	NA	NA
ASV_1233	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_1234	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_1237	Eukaryota	Oomycota	Saprolegniales__c	NA	NA	NA	NA
ASV_1238	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_1239	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV_1240	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	NA
ASV_1241	Eukaryota	Annelida	Polychaeta	Terebellida	NA	NA	NA
ASV_1242	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Cryptonatica	Cryptonatica aleutica
ASV_1244	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica
ASV_1245	Eukaryota	Mollusca	Gastropoda	Trochida	NA	NA	NA
ASV_1246	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	NA	NA
ASV_1247	Eukaryota	Arthropoda	Malacostraca	Decapoda	Porcellanidae	Petrolisthes	Petrolisthes eriomerus
ASV_1248	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	NA	NA
ASV_1249	Eukaryota	Chaetognatha	Sagittoidea	NA	NA	NA	NA
ASV_125	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_1250	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_1251	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	NA	NA
ASV_1254	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Attheyaceae	Attheya	Attheya longicornis
ASV_1255	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_1258	Eukaryota	Arthropoda	Malacostraca	Decapoda	Axiidae	Calocarides	Calocarides spinulicauda
ASV_1259	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Aeolidiidae	Cerberilla	Cerberilla mosslandica
ASV_126	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	NA	NA
ASV_1260	Eukaryota	Annelida	Clitellata	Crassiclitellata	NA	NA	NA
ASV_1262	Eukaryota	Nemertea	Pilidiophora	Heteronemertea	Cerebratulidae	Cerebratulus	Cerebratulus herculeus
ASV_1263	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Pycnopodia	Pycnopodia helianthoides
ASV_1264	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Mitrella	Mitrella gausapata
ASV_1265	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_1267	Eukaryota	Oomycota	NA	NA	NA	NA	NA
ASV_1269	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	NA
ASV_127	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Dendrasteridae	Dendraster	Dendraster excentricus
ASV_1270	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_1272	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	NA	NA
ASV_1273	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	NA	NA
ASV_1274	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_1275	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Pleopis	Pleopis polyphemoides
ASV_1276	Eukaryota	Arthropoda	Malacostraca	Decapoda	Epialtidae	Pugettia	Pugettia producta
ASV_1277	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	NA
ASV_1278	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	NA
ASV_1279	Eukaryota	Phaeophyceae__p	Phaeophyceae	Dictyotales	NA	NA	NA
ASV_128	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_1280	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_1281	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera
ASV_1284	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	NA	NA
ASV_1285	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_1286	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_1287	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	NA	NA	NA
ASV_1288	Eukaryota	Arthropoda	Malacostraca	Decapoda	Paguridae	Pagurus	Pagurus granosimanus
ASV_1289	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_129	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	NA
ASV_1290	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	NA	NA	NA
ASV_1291	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Velutinidae	Velutina	Velutina velutina
ASV_1293	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	Spiophanes hakaiensis
ASV_1294	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_1298	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	NA	NA	NA
ASV_1299	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	NA	NA	NA
ASV_13	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	NA	NA
ASV_1300	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_1301	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Paratanytarsus	Paratanytarsus natvigi
