ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1303	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	NA	NA
ASV_1304	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_1305	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	NA	NA
ASV_1307	Eukaryota	Annelida	Clitellata	NA	NA	NA	NA
ASV_1308	Eukaryota	Arthropoda	Malacostraca	Decapoda	Axiidae	Leonardsaxius	NA
ASV_1309	Eukaryota	Rotifera	Eurotatoria	Ploima	NA	NA	NA
ASV_131	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalus	Pandalus danae
ASV_1310	Eukaryota	Arthropoda	Insecta	Ephemeroptera	NA	NA	NA
ASV_1311	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Catablema	Catablema multicirratum
ASV_1312	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_1313	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_1314	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_1315	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Scolecitrichidae	NA	NA
ASV_1316	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	NA	NA
ASV_1317	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	NA	NA
ASV_1318	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA
ASV_1319	Eukaryota	Discosea	Himatismenida__c	Himatismenida	NA	NA	NA
ASV_132	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_1320	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_134	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_135	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_137	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_139	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	NA
ASV_14	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_140	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_142	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Sarsia	NA
ASV_144	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis
ASV_146	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	NA	NA
ASV_147	Eukaryota	Mollusca	Cephalopoda	Teuthida	NA	NA	NA
ASV_148	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	NA	NA
ASV_149	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_15	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_151	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Dendrasteridae	Dendraster	Dendraster excentricus
ASV_153	Eukaryota	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Bolinopsis	Bolinopsis aff_ infundibulum LMC_2021
ASV_154	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_156	Eukaryota	Mollusca	Cephalopoda	Teuthida	NA	NA	NA
ASV_157	Eukaryota	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	Strongylocentrotus droebachiensis
ASV_158	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans
ASV_16	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_160	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys stellatus
ASV_161	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_162	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	NA	NA	NA
ASV_163	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans
ASV_164	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA
ASV_165	Eukaryota	Nemertea	Pilidiophora	NA	NA	NA	NA
ASV_166	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	NA	NA
ASV_167	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	Cancer productus
ASV_169	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	Crangon franciscorum
ASV_17	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_171	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_172	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_173	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianassidae	NA	NA
ASV_175	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Dendrasteridae	Dendraster	Dendraster excentricus
ASV_177	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	Obelia	Obelia dichotoma
ASV_178	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_179	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_18	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	Cancer productus
ASV_180	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_181	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	NA	NA
ASV_182	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_183	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_185	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_188	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_19	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_191	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_193	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_194	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_195	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_196	Eukaryota	Onychophora	Udeonychophora	Euonychophora	NA	NA	NA
ASV_197	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus marshallae
ASV_198	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_2	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_20	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_200	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_201	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_202	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	Fabia	Fabia subquadrata
ASV_203	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	NA
ASV_204	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	Mitrocomella	Mitrocomella polydiademata
ASV_205	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_207	Eukaryota	Arthropoda	Malacostraca	Mysida	Mysidae	NA	NA
ASV_208	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianassidae	NA	NA
ASV_21	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Catablema	Catablema vesicarium
ASV_210	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	NA	NA
ASV_211	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_212	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA
ASV_213	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_214	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica
ASV_215	Eukaryota	Annelida	Polychaeta	Spionida	NA	NA	NA
ASV_216	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiodia	Amphiodia cf_ urtica EAC_2010
ASV_217	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	Proboscidactyla flavicirrata
ASV_218	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pisidae	Chorilia	Chorilia longipes
ASV_22	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	NA	NA
ASV_221	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_222	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalus	Pandalus stenolepis
ASV_225	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga
ASV_226	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	NA	NA	NA
ASV_227	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_228	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	NA	NA
ASV_229	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_23	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	NA	NA	NA
ASV_231	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_232	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_233	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_235	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_238	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus avinus
ASV_239	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_24	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_240	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV_241	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_242	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_243	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_245	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_246	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_247	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_249	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Metacarcinus	Metacarcinus gracilis
ASV_25	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_250	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_251	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_252	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Dendrasteridae	Dendraster	Dendraster excentricus
ASV_253	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_254	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_255	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_256	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_257	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_258	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_26	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Muggiaea	NA
ASV_260	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	NA
ASV_261	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_263	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_265	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_27	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	NA	NA
ASV_271	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_272	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	Proboscidactyla flavicirrata
ASV_273	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_274	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus minutus
ASV_275	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis
ASV_276	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_277	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Lyopsetta	Lyopsetta exilis
ASV_278	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_279	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_28	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Metacarcinus	Metacarcinus gracilis
ASV_283	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_284	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans
ASV_286	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	Evadne nordmanni
ASV_287	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_289	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	Proboscidactyla flavicirrata
ASV_29	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_290	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	NA
ASV_291	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani
ASV_292	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	NA	NA
ASV_293	Eukaryota	Annelida	Polychaeta	Chaetopteridae__o	Chaetopteridae	Mesochaetopterus	Mesochaetopterus taylori
ASV_296	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Amphissa	Amphissa columbiana
ASV_297	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Rathkeidae	Rathkea	Rathkea octopunctata
ASV_298	Eukaryota	Mollusca	Gastropoda	Cephalaspidea	Gastropteridae	Gastropteron	Gastropteron pacificum
ASV_299	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_3	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus
ASV_30	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Metacarcinus	Metacarcinus gracilis
ASV_300	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans
ASV_301	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_303	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pandalidae	NA	NA
ASV_304	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Stomotoca	Stomotoca atra
ASV_306	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	NA	NA
ASV_307	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_308	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_309	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga
ASV_31	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_310	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV_311	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_313	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_314	Eukaryota	Arthropoda	Ostracoda	Halocyprida	NA	NA	NA
ASV_315	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	NA	NA	NA
ASV_318	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	NA	NA
ASV_319	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_32	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Metacarcinus	Metacarcinus gracilis
ASV_320	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Metacarcinus	Metacarcinus gracilis
ASV_321	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_322	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_323	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_324	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	Cancer oregonensis
ASV_325	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Ammodytes hexapterus
ASV_327	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_329	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_33	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV_330	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_331	Eukaryota	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalus	Pandalus danae
ASV_332	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_333	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis
ASV_336	Eukaryota	Arthropoda	Malacostraca	Mysida	Mysidae	NA	NA
ASV_337	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_338	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga
ASV_339	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus subtilis
ASV_34	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_340	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	NA	NA
ASV_341	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_343	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_345	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_347	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	Proboscidactyla flavicirrata
ASV_348	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_349	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_35	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	NA	NA
ASV_350	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_351	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_352	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	Thysanoessa raschii
ASV_353	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Ammodytes hexapterus
ASV_354	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus avinus
ASV_355	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_356	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	NA	NA
ASV_358	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_359	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	NA	NA
ASV_36	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	Mitrocoma	Mitrocoma cellularia
ASV_360	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiodia	NA
ASV_361	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	NA
ASV_362	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_363	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_364	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_366	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_367	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Glebocarcinus	Glebocarcinus oregonensis
ASV_368	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	Cancer productus
ASV_37	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	NA
ASV_370	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis
ASV_371	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages abdominalis
ASV_372	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	NA
ASV_373	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_377	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_378	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_381	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	NA
ASV_382	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_383	Eukaryota	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA
ASV_384	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_386	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus glandula
ASV_388	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Spirontocaris	NA
ASV_39	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_390	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_391	Eukaryota	Arthropoda	Malacostraca	Mysida	Mysidae	NA	NA
ASV_392	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_394	Eukaryota	Arthropoda	NA	NA	NA	NA	NA
ASV_395	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_396	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_397	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_398	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Podon	Podon leuckartii
ASV_399	Eukaryota	Arthropoda	Malacostraca	Decapoda	Epialtidae	Pugettia	Pugettia producta
ASV_4	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	NA	NA
ASV_40	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia pacifica
ASV_400	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_401	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Spirontocaris	Spirontocaris arcuata
ASV_402	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_403	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV_404	Eukaryota	Arthropoda	Malacostraca	Decapoda	Panopeidae	Lophopanopeus	Lophopanopeus bellus
ASV_405	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_406	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_407	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Cancer	Cancer oregonensis
ASV_409	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_41	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria
ASV_410	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus rostratus
ASV_411	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus crenatus
ASV_412	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii
ASV_413	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_414	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	Proboscidactyla flavicirrata
ASV_416	Eukaryota	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus	Hemigrapsus oregonensis
ASV_417	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	Lepidasthenia	Lepidasthenia berkeleyae
