CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LONGITUDE_DEC,LATITUDE_DEC,STATION_NO,NISKIN_NO,CTDPRS_DBAR,CTDTMP_DEG_C_ITS90,CTDTMP_FLAG_W,CTDSAL_PSS78,CTDSAL_FLAG_W,SIGMATHETA_KG_M3,CTDOXY_UMOL_KG_ADJ,CTDOXY_MG_L,CTDOXY_FLAG_W,OXYGEN_UMOL_KG,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_FLAG_W,TA_UMOL_KG,DIC_UMOL_KG,TA_FLAG_W,DIC_FLAG_W,NITRATE_UMOL_KG,NITRATE_UMOL_L,NITRITE_UMOL_KG,NITRITE_UMOL_L,AMMONIUM_UMOL_KG,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_KG,PHOSPHATE_UMOL_L,SILICATE_UMOL_KG,SILICATE_UMOL_L,NUTRIENTS_FLAG_W
CAB1019,7/14/14,23:07:26,7/14/14,16:07:26,-122.3013,48.0147,1,9,2.65,16.759,2,22.547,2,16.035,422.3,13.31,2,422.1,13.722,-999,-999,2,1700.6,1433.3,2,2,0.21,0.21,0.01,0.01,0,0,0.11,0.11,10.07,10.22,2
CAB1019,7/15/14,0:29:05,7/14/14,17:29:05,-122.4905,48.1082,3,1,144.891,9.823,2,29.607,2,22.773,182.5,5.649,2,179.9,5.886,-999,-999,2,2048.7,2022.1,2,2,24.01,24.5,0.07,0.07,0,0,2.42,2.47,58.76,59.94,2
CAB1019,7/15/14,0:31:15,7/14/14,17:31:15,-122.4905,48.1082,3,2,110.855,9.632,2,29.332,2,22.588,189.5,5.873,2,186.6,6.105,-999,-999,2,2038.1,2014.5,2,2,24.23,24.72,0.04,0.04,0,0,2.41,2.46,58.69,59.86,2
CAB1019,7/15/14,0:33:33,7/14/14,17:33:33,-122.4905,48.1082,3,3,81.325,9.599,2,29.339,2,22.599,188.3,5.836,2,197.6,6.467,-999,-999,2,2034.9,2012.2,2,2,24.33,24.82,0.03,0.03,0,0,2.41,2.46,59.15,60.33,2
CAB1019,7/15/14,0:35:34,7/14/14,17:35:34,-122.4905,48.1082,3,4,51.419,9.578,2,29.189,2,22.485,193.6,6.006,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,0:35:43,7/14/14,17:35:43,-122.4905,48.1082,3,5,51.451,9.585,2,29.186,2,22.481,194.1,6.023,2,194.2,6.355,-999,-999,2,2025.8,2004.2,2,2,24.1,24.58,0.04,0.04,0,0,2.37,2.42,57.45,58.59,2
CAB1019,7/15/14,0:37:35,7/14/14,17:37:35,-122.4905,48.1082,3,6,31.488,9.741,2,29.05,2,22.351,202.8,6.303,2,214.3,7.009,-999,-999,2,2019.8,1990.8,2,2,23.34,23.8,0.06,0.07,0,0,2.27,2.31,54.12,55.19,2
CAB1019,7/15/14,0:38:53,7/14/14,17:38:53,-122.4905,48.1082,3,7,21.483,9.842,2,29.01,2,22.304,206.7,6.429,2,216.6,7.087,-999,-999,2,2017.7,1983.6,2,2,22.94,23.39,0.07,0.07,0,0,2.22,2.26,52.09,53.12,2
CAB1019,7/15/14,0:40:19,7/14/14,17:40:19,-122.4905,48.1082,3,8,11.732,10.092,2,28.876,2,22.16,217.3,6.769,2,217.6,7.117,-999,-999,2,2013.4,1962.1,2,2,21.45,21.87,0.16,0.16,0.41,0.42,2.05,2.09,45.41,46.3,2
CAB1019,7/15/14,0:41:28,7/14/14,17:41:28,-122.4905,48.1082,3,9,6.702,10.97,2,28.389,2,21.639,272.1,8.534,2,373.4,12.206,-999,-999,3,1866.2,1669.7,2,2,1.72,1.76,0.07,0.07,0,0.01,0.48,0.48,23.23,23.68,2
CAB1019,7/15/14,0:42:20,7/14/14,17:42:20,-122.4905,48.1082,3,10,2.523,15.403,2,22.919,2,16.601,453.6,14.323,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,0:42:29,7/14/14,17:42:29,-122.4905,48.1082,3,11,2.528,15.455,2,22.889,2,16.568,452.1,14.273,2,442.3,14.388,-999,-999,2,1689.2,1421.4,2,2,0.44,0.45,0.01,0.01,0,0,0.13,0.13,18.35,18.62,2
CAB1019,7/15/14,1:57:13,7/14/14,18:57:13,-122.5543,48.24,4,1,85.017,9.158,2,29.378,2,22.696,159,4.891,2,156,5.014,5.198,-999,2,2037.2,2050.5,2,2,26.01,26.52,0.15,0.15,0,0,2.97,3.03,77.16,78.7,2
CAB1019,7/15/14,1:59:23,7/14/14,18:59:23,-122.5543,48.24,4,2,52.114,9.084,2,29.039,2,22.442,165.1,5.085,2,163.6,5.205,5.502,-999,2,2025.5,2038.1,2,2,26.18,26.69,0.07,0.08,0,0,2.83,2.88,74.4,75.86,2
CAB1019,7/15/14,2:00:49,7/14/14,19:00:49,-122.5543,48.24,4,3,32.084,9.552,2,28.882,2,22.249,196.3,6.092,2,195.7,6.266,6.536,-999,2,2013.5,1994.7,2,2,24.21,24.68,0.06,0.06,0,0,2.37,2.42,58.2,59.34,2
CAB1019,7/15/14,2:00:58,7/14/14,19:00:58,-122.5543,48.24,4,4,32.082,9.538,2,28.884,2,22.253,195.5,6.068,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,2:02:15,7/14/14,19:02:15,-122.5543,48.24,4,5,22.076,9.823,2,28.81,2,22.152,202.2,6.281,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,2:02:33,7/14/14,19:02:33,-122.5543,48.24,4,6,22.063,9.832,2,28.806,2,22.147,202.2,6.281,2,193.3,6.134,6.509,-999,2,2006.5,1979.7,2,2,22.88,23.33,0.12,0.12,0,0,2.21,2.25,53.57,54.62,2
CAB1019,7/15/14,2:04:34,7/14/14,19:04:34,-122.5543,48.24,4,7,11.077,10.589,2,28.312,2,21.642,262.1,8.214,2,283.1,8.895,9.616,-999,2,1974.4,1882.8,2,2,2.23,2.27,0.07,0.08,0.1,0.1,1,1.02,33.15,33.78,2
CAB1019,7/15/14,2:04:42,7/14/14,19:04:42,-122.5543,48.24,4,8,11.075,10.67,2,28.22,2,21.557,272.1,8.536,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,2:05:51,7/14/14,19:05:51,-122.5543,48.24,4,9,6.997,11.821,2,25.969,2,19.618,415,13.12,2,375.7,12.609,11.907,-999,3,1851.3,1681.9,2,2,0.16,0.16,0,0,0.13,0.13,0.29,0.29,28.67,29.17,2
CAB1019,7/15/14,2:06:00,7/14/14,19:06:00,-122.5543,48.24,4,10,7.009,11.811,2,25.891,2,19.559,404.9,12.796,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,2:07:00,7/14/14,19:07:00,-122.5543,48.24,4,11,2.59,14.202,2,22.197,2,16.281,447.3,14.117,2,424.1,13.827,13.753,-999,2,1641.6,1443.7,2,2,0.31,0.31,0.01,0.01,0,0,0.24,0.24,32.04,32.51,2
CAB1019,7/15/14,2:07:09,7/14/14,19:07:09,-122.5543,48.24,4,12,2.578,14.249,2,21.975,2,16.102,447.1,14.107,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,19:12:52,7/15/14,12:12:52,-122.7187,48.3715,26,1,80.797,9.21,2,31.72,2,24.519,156.3,4.81,2,154.1,5.052,-999,-999,2,2165.5,2113.3,2,2,23.35,23.85,0.23,0.23,0.96,0.98,2.13,2.18,46.77,47.79,2
CAB1019,7/15/14,19:13:09,7/15/14,12:13:09,-122.7187,48.3715,26,2,80.931,9.2,2,31.732,2,24.529,156.2,4.809,2,152.4,4.997,-999,-999,2,-999,-999,9,9,23.33,23.83,0.23,0.23,0.97,0.99,2.13,2.18,46.47,47.48,2
CAB1019,7/15/14,19:14:53,7/15/14,12:14:53,-122.7187,48.3715,26,3,51.803,10.065,2,30.757,2,23.631,178.6,5.529,2,175.8,5.758,-999,-999,2,2124.1,2057.9,2,2,21.39,21.84,0.22,0.23,1.04,1.07,1.93,1.97,45.67,46.63,2
CAB1019,7/15/14,19:16:36,7/15/14,12:16:36,-122.7187,48.3715,26,4,32.23,10.689,2,30.068,2,22.991,195.7,6.077,2,195.5,6.4,-999,-999,2,2091.3,2017.4,2,2,19.9,20.31,0.22,0.22,0.95,0.97,1.8,1.84,44.53,45.44,2
CAB1019,7/15/14,19:17:46,7/15/14,12:17:46,-122.7187,48.3715,26,5,22.149,10.736,2,30.02,2,22.945,197.1,6.123,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,19:17:54,7/15/14,12:17:54,-122.7187,48.3715,26,6,22,10.736,2,30.02,2,22.946,197.1,6.122,2,215.7,7.06,-999,-999,2,2093.2,2014.3,2,2,19.83,20.24,0.22,0.22,0.9,0.91,1.77,1.81,44.77,45.69,2
CAB1019,7/15/14,19:19:03,7/15/14,12:19:03,-122.7187,48.3715,26,7,12.239,10.764,2,30.002,2,22.927,198.4,6.163,2,193.8,6.344,-999,-999,2,2089.5,2012.4,2,2,19.74,20.15,0.22,0.22,0.89,0.91,1.77,1.81,44.8,45.71,2
CAB1019,7/15/14,19:20:12,7/15/14,12:20:12,-122.7187,48.3715,26,8,6.954,10.781,2,29.996,2,22.919,198.6,6.17,2,196.3,6.426,-999,-999,2,2086.3,2011.5,2,2,19.72,20.12,0.22,0.22,0.89,0.91,1.77,1.81,44.5,45.41,2
CAB1019,7/15/14,19:21:30,7/15/14,12:21:30,-122.7187,48.3715,26,9,2.683,10.846,2,29.99,2,22.904,199.3,6.194,2,211.8,6.933,-999,-999,2,2088.6,2011.5,2,2,19.67,20.08,0.22,0.23,0.89,0.9,1.77,1.8,45.18,46.1,2
CAB1019,7/15/14,19:21:39,7/15/14,12:21:39,-122.7187,48.3715,26,10,2.876,10.86,2,29.991,2,22.902,199.4,6.197,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,21:06:55,7/15/14,14:06:55,-123.0198,48.272,22,1,100.643,8.724,2,32.311,2,25.056,145.3,4.456,2,144.6,4.692,4.795,-999,2,2190,2138,2,2,23.96,24.49,0.22,0.22,0.83,0.85,2.17,2.22,47.31,48.36,2
CAB1019,7/15/14,21:08:30,7/15/14,14:08:30,-123.0198,48.272,22,2,81.865,9.478,2,31.544,2,24.339,165.1,5.096,2,166.8,5.697,5.235,-999,2,2158,2102.6,2,2,22.29,22.77,0.24,0.25,0.88,0.9,2.02,2.06,46,46.99,2
CAB1019,7/15/14,21:10:31,7/15/14,14:10:31,-123.0198,48.272,22,3,51.96,10.355,2,30.681,2,23.524,193.3,6.002,2,192.3,6.199,6.396,-999,2,2116.1,2045.8,2,2,20.14,20.56,0.25,0.25,1,1.02,1.82,1.85,44.47,45.4,2
CAB1019,7/15/14,21:12:06,7/15/14,14:12:06,-123.0198,48.272,22,4,31.916,10.512,2,30.545,2,23.392,199.8,6.213,2,196.7,6.455,6.43,-999,2,2106.5,2035.4,2,2,19.68,20.09,0.25,0.25,1.02,1.05,1.78,1.81,43.24,44.14,2
CAB1019,7/15/14,21:13:24,7/15/14,14:13:24,-123.0198,48.272,22,5,21.924,10.636,2,30.412,2,23.268,209.1,6.513,2,208.5,6.81,6.843,-999,2,2102.3,2021.4,2,2,19.13,19.53,0.25,0.25,0.9,0.92,1.71,1.74,43.05,43.95,2
CAB1019,7/15/14,21:14:50,7/15/14,14:14:50,-123.0198,48.272,22,6,11.679,10.816,2,30.302,2,23.152,218.4,6.812,2,217.4,7.061,7.173,-999,2,2103.5,2011.8,2,2,18.56,18.94,0.25,0.25,0.81,0.83,1.67,1.7,43.08,43.97,2
CAB1019,7/15/14,21:15:42,7/15/14,14:15:42,-123.0198,48.272,22,7,6.869,11.474,2,30.108,2,22.887,230.8,7.212,2,227.3,7.431,7.451,-999,2,2097.4,1999.2,2,2,18.03,18.4,0.25,0.25,0.65,0.66,1.59,1.62,42.06,42.92,2
CAB1019,7/15/14,21:15:59,7/15/14,14:15:59,-123.0198,48.272,22,8,6.688,11.027,2,30.247,2,23.073,219.7,6.853,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,21:17:00,7/15/14,14:17:00,-123.0198,48.272,22,9,3.022,11.671,2,30.074,2,22.826,232.4,7.262,2,230.8,7.534,7.571,-999,2,2096,1994.5,2,2,17.83,18.19,0.25,0.25,0.63,0.65,1.57,1.6,42.18,43.05,2
CAB1019,7/15/14,21:17:08,7/15/14,14:17:08,-123.0198,48.272,22,10,3.14,11.67,2,30.076,2,22.827,232.8,7.277,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,21:17:25,7/15/14,14:17:25,-123.0198,48.272,22,11,3.026,11.689,2,30.078,2,22.825,232.7,7.272,2,-999,-999,-999,-999,9,-999,-999,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1019,7/15/14,23:18:40,7/15/14,16:18:40,-122.851,48.1877,21,1,69.625,9.312,2,31.796,2,24.562,160.5,4.946,2,158.3,5.19,-999,-999,2,2167.8,2110.5,2,2,22.67,23.16,0.24,0.25,1.06,1.08,2.08,2.12,46.09,47.1,2
CAB1019,7/15/14,23:20:15,7/15/14,16:20:15,-122.851,48.1877,21,2,49.889,10.481,2,30.769,2,23.572,195.1,6.062,2,193.6,6.342,-999,-999,2,2117.4,2042.1,2,2,19.92,20.34,0.27,0.28,1.31,1.34,1.85,1.89,42.37,43.26,2
CAB1019,7/15/14,23:21:33,7/15/14,16:21:33,-122.851,48.1877,21,3,31.819,10.544,2,30.719,2,23.522,198.3,6.165,2,196.2,6.424,-999,-999,2,2114.2,2039.2,2,2,19.7,20.11,0.26,0.26,1.32,1.35,1.82,1.86,42.18,43.07,2
CAB1019,7/15/14,23:22:42,7/15/14,16:22:42,-122.851,48.1877,21,4,21.815,10.747,2,30.536,2,23.345,203.9,6.346,2,208.8,6.836,-999,-999,2,2106.9,2024.8,2,2,19.08,19.48,0.26,0.26,1.37,1.39,1.8,1.84,42,42.88,2
CAB1019,7/15/14,23:23:51,7/15/14,16:23:51,-122.851,48.1877,21,5,12.046,11.018,2,30.294,2,23.111,212.4,6.617,2,209.9,6.873,-999,-999,2,2092.7,2007,2,2,18.34,18.72,0.27,0.28,1.38,1.41,1.74,1.78,40.24,41.08,2
CAB1019,7/15/14,23:24:43,7/15/14,16:24:43,-122.851,48.1877,21,6,6.966,11.141,2,30.211,2,23.025,219.7,6.853,2,218.3,7.146,-999,-999,2,2091,1998,2,2,17.88,18.25,0.27,0.28,1.22,1.25,1.7,1.73,40.27,41.1,2
CAB1019,7/15/14,23:25:35,7/15/14,16:25:35,-122.851,48.1877,21,7,2.661,11.361,2,30.172,2,22.957,224.5,7.009,2,219.8,7.194,-999,-999,2,2073.5,2002,2,2,17.85,18.21,0.27,0.28,1.13,1.15,1.68,1.71,39.98,40.8,2
CAB1019,7/16/14,0:30:14,7/15/14,17:30:14,-122.6785,48.137,20,1,60.637,10.164,2,30.971,2,23.782,185.8,5.763,2,189.8,6.217,-999,-999,2,2134.4,2064.4,2,2,20.98,21.43,0.25,0.26,1.22,1.24,1.92,1.97,44.73,45.68,2
