CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LONGITUDE_DEC,LATITUDE_DEC,STATION_NO,NISKIN_NO,CTDPRS_DBAR,CTDTMP_DEG_C_ITS90,CTDTMP_FLAG_W,CTDSAL_PSS78,CTDSAL_FLAG_W,SIGMATHETA_KG_M3,CTDOXY_UMOL_KG_ADJ,CTDOXY_MG_L,CTDOXY_FLAG_W,OXYGEN_UMOL_KG,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,NITRATE_UMOL_KG,NITRATE_UMOL_L,NITRITE_UMOL_KG,NITRITE_UMOL_L,AMMONIUM_UMOL_KG,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_KG,PHOSPHATE_UMOL_L,SILICATE_UMOL_KG,SILICATE_UMOL_L,NUTRIENTS_FLAG_W
CAB1037,9/25/15,21:46:39,9/25/15,14:46:39,-123.108,47.4266,12,3,80.925,12.2735,2,30.5916,2,23.118,125.2,3.9016,2,123.5,4.031,4.057,-999,9,2097.1,6,2083.5,6,24.97,25.56,0.09,0.09,0.07,0.08,2.75,2.82,54.14,55.41,2
CAB1037,9/25/15,21:48:30,9/25/15,14:48:30,-123.1079,47.4268,12,5,50.847,12.1914,2,30.538,2,23.092,117.6,3.6538,2,117.8,3.884,3.827,-999,9,2093.4,6,2087.5,6,25.44,26.03,0.04,0.04,0.01,0.01,2.81,2.88,55.45,56.75,2
CAB1037,9/25/15,21:49:47,9/25/15,14:49:47,-123.1079,47.4269,12,6,30.789,12.0285,2,30.4428,2,23.048,109.5,3.3933,2,107.6,3.538,3.505,-999,9,2090.2,6,2086,6,26,26.6,0.04,0.04,0.05,0.05,2.85,2.91,54.78,56.06,2
CAB1037,9/25/15,21:50:52,9/25/15,14:50:52,-123.1079,47.427,12,7,20.843,11.9237,2,30.3536,2,22.998,96.1,2.9605,2,99.9,3.418,3.12,-999,9,2082.2,6,2097.5,6,26.37,26.98,0.07,0.07,0.04,0.04,3.04,3.11,58.12,59.48,2
CAB1037,9/25/15,21:52:06,9/25/15,14:52:06,-123.1079,47.4271,12,8,10.763,12.1042,2,30.1116,2,22.777,108.3,3.353,2,115.4,3.633,3.924,-999,9,2069,6,2089.8,6,24.8,25.37,0.38,0.39,0.02,0.02,3.16,3.24,59.07,60.44,2
CAB1037,9/25/15,21:53:11,9/25/15,14:53:11,-123.1079,47.4272,12,9,5.722,12.5608,2,29.8815,2,22.515,157.9,4.9548,2,156.6,4.904,5.343,-999,9,2054.2,6,2042.5,6,19.18,19.62,0.38,0.39,0.05,0.05,2.77,2.83,47.86,48.95,2
CAB1037,9/25/15,21:54:08,9/25/15,14:54:08,-123.1078,47.4272,12,12,2.677,13.3949,2,29.0262,2,21.695,223.6,7.0737,2,206.1,6.637,6.841,-999,9,1999.9,6,1980.7,2,13.67,13.97,0.28,0.29,0.04,0.04,2.58,2.63,53.72,54.91,2
CAB1037,9/25/15,23:19:55,9/25/15,16:19:55,-123.133,47.3701,11,1,80.781,12.2892,2,30.6214,2,23.138,126.1,3.9313,2,123.2,4.035,-999,-999,9,2102,2,2087.9,2,24.39,24.96,0.33,0.34,0.13,0.13,2.85,2.92,58.13,59.5,2
CAB1037,9/25/15,23:21:50,9/25/15,16:21:50,-123.1329,47.3701,11,2,50.869,12.2668,2,30.579,2,23.109,125.1,3.898,2,124.1,4.063,-999,-999,9,2100,2,2082.5,2,25.07,25.66,0.11,0.12,0.02,0.02,2.71,2.78,53.23,54.48,2
CAB1037,9/25/15,23:23:37,9/25/15,16:23:37,-123.1329,47.3701,11,3,30.765,12.1189,2,30.5036,2,23.078,102.6,3.1688,2,105.1,3.442,-999,-999,9,2096.4,2,2094,2,26.14,26.76,0.1,0.1,0.02,0.02,2.94,3.01,58.19,59.55,2
CAB1037,9/25/15,23:24:55,9/25/15,16:24:55,-123.1328,47.3701,11,5,20.771,12.0029,2,30.4185,2,23.033,91.3,2.8041,2,91.2,2.985,-999,-999,9,2095.2,2,2104.1,2,26.96,27.59,0.06,0.06,0.02,0.02,3.06,3.13,59.65,61.04,2
CAB1037,9/25/15,23:26:33,9/25/15,16:26:33,-123.1328,47.3701,11,7,10.846,11.9961,2,30.1508,2,22.827,86.8,2.6584,2,84.3,2.761,-999,-999,9,2090.1,2,2110,2,25.59,26.18,0.14,0.15,0.02,0.02,3.34,3.42,64.19,65.68,2
CAB1037,9/25/15,23:27:33,9/25/15,16:27:33,-123.1327,47.3701,11,9,5.854,12.5251,2,29.9007,2,22.536,138.7,4.3359,2,117.8,3.854,-999,-999,9,2079.9,2,2084.4,2,22.91,23.44,0.34,0.35,0.05,0.05,3.21,3.29,60.07,61.45,2
CAB1037,9/25/15,23:28:56,9/25/15,16:28:56,-123.1327,47.3701,11,12,2.695,13.7047,2,28.5393,2,21.259,208.7,6.5908,2,207.3,6.773,-999,-999,9,2006,2,1965.3,2,15.24,15.57,0.3,0.31,0.04,0.04,2.72,2.78,58.96,60.24,2
CAB1037,9/26/15,0:18:34,9/25/15,17:18:34,-123.0245,47.3556,402,1,47.606,12.0377,2,30.4528,2,23.054,88.4,2.7113,2,86.2,2.823,-999,-999,9,2091.8,2,2104,2,26.03,26.64,0.32,0.33,0.05,0.06,3.25,3.33,63.2,64.67,2
CAB1037,9/26/15,0:20:19,9/25/15,17:20:19,-123.0248,47.3555,402,3,30.838,12.0292,2,30.4421,2,23.047,90.7,2.7833,2,87,2.848,-999,-999,9,2097.8,2,2104.7,2,26.12,26.73,0.21,0.22,0.03,0.03,3.2,3.28,63.19,64.66,2
CAB1037,9/26/15,0:21:33,9/25/15,17:21:33,-123.025,47.3554,402,5,20.858,12.0207,2,30.412,2,23.025,89.7,2.7535,2,88.9,2.91,-999,-999,9,2085.9,2,2109.7,2,25.89,26.49,0.17,0.18,0.01,0.01,3.21,3.28,63.85,65.34,2
CAB1037,9/26/15,0:22:55,9/25/15,17:22:55,-123.0252,47.3552,402,7,10.945,11.9707,2,30.2272,2,22.891,79.3,2.4155,2,83.5,2.732,-999,-999,9,2081.2,2,2110.2,2,23.35,23.89,0.23,0.23,0.02,0.02,3.35,3.43,64.05,65.53,2
CAB1037,9/26/15,0:23:59,9/25/15,17:23:59,-123.0254,47.3551,402,9,5.773,12.8483,2,29.5003,2,22.166,144.8,4.5291,2,119,3.891,-999,-999,9,2065.8,2,2070.3,2,19.11,19.54,0.3,0.3,0.04,0.04,3.17,3.25,58.86,60.19,2
CAB1037,9/26/15,0:24:51,9/25/15,17:24:51,-123.0256,47.3551,402,12,2.715,15.3499,2,27.0494,2,19.781,259.1,8.2046,2,224,7.31,-999,-999,9,1978.8,3,1921.7,2,5,5.1,0.12,0.12,0.03,0.03,2.71,2.77,62.05,63.33,2
CAB1037,9/26/15,22:40:56,9/26/15,15:40:56,-122.4431,47.5553,29,1,223.35,12.4723,2,30.9715,2,23.375,174,5.479,2,171.9,5.629,-999,-999,9,2131,2,2074.2,2,20.54,21.03,0.51,0.52,1.1,1.13,2.24,2.3,42.54,43.55,2
CAB1037,9/26/15,22:43:59,9/26/15,15:43:59,-122.4432,47.555,29,2,171.832,12.4876,2,30.9607,2,23.364,174.4,5.4941,2,173,5.664,-999,-999,9,2135.4,2,2078.7,2,20.47,20.96,0.51,0.52,1,1.02,2.24,2.29,41.65,42.64,2
CAB1037,9/26/15,22:45:24,9/26/15,15:45:24,-122.4432,47.5549,29,3,151.779,12.5138,2,30.9459,2,23.348,174.5,5.4966,2,172.3,5.641,-999,-999,9,2118.4,2,2056.9,2,20.54,21.03,0.51,0.52,0.81,0.83,2.26,2.31,41.75,42.74,2
CAB1037,9/26/15,22:47:16,9/26/15,15:47:16,-122.4433,47.5547,29,4,121.835,12.6379,2,30.8588,2,23.257,172.8,5.441,2,170.8,5.593,-999,-999,9,2115.1,2,2054.6,2,21.26,21.77,0.49,0.5,0.51,0.52,2.31,2.36,42.14,43.14,2
CAB1037,9/26/15,22:48:51,9/26/15,15:48:51,-122.4432,47.5546,29,5,101.75,12.7499,2,30.7909,2,23.183,171.4,5.3947,2,169.5,5.549,-999,-999,9,2108.9,2,2073,2,21.51,22.02,0.39,0.4,0.12,0.12,2.29,2.34,41.63,42.62,2
CAB1037,9/26/15,22:50:34,9/26/15,15:50:34,-122.4433,47.5544,29,6,81.731,12.7729,2,30.7803,2,23.17,170.3,5.361,2,169,5.534,-999,-999,9,2109.2,2,2054.2,2,21.54,22.05,0.3,0.31,0.13,0.13,2.3,2.36,40.38,41.34,2
CAB1037,9/26/15,22:52:31,9/26/15,15:52:31,-122.4435,47.5543,29,7,51.503,13.176,2,30.6443,2,22.988,180.7,5.6935,2,178.3,5.836,-999,-999,9,2103.3,2,2040,2,20.01,20.48,0.33,0.34,0.28,0.28,2.23,2.29,40.82,41.78,2
CAB1037,9/26/15,22:54:06,9/26/15,15:54:06,-122.4436,47.5541,29,8,30.599,13.3984,2,30.5793,2,22.894,190.4,6.0089,2,188.5,6.169,-999,-999,9,2101.5,2,2028.4,2,18.68,19.12,0.33,0.34,0.46,0.47,2.17,2.22,40.71,41.66,2
CAB1037,9/26/15,22:54:56,9/26/15,15:54:56,-122.4436,47.554,29,9,20.667,13.4947,2,30.5536,2,22.855,191.7,6.051,2,190.3,6.227,-999,-999,9,2101.1,2,2028.2,2,18.35,18.78,0.32,0.33,0.56,0.57,2.17,2.22,40.72,41.67,2
CAB1037,9/26/15,22:56:07,9/26/15,15:56:07,-122.4435,47.5539,29,10,10.716,13.6407,2,30.5319,2,22.81,197.2,6.228,2,195.6,6.402,-999,-999,9,2102.1,2,2026.6,2,17.83,18.25,0.31,0.32,0.64,0.66,2.16,2.21,40.76,41.71,2
CAB1037,9/26/15,22:57:09,9/26/15,15:57:09,-122.4434,47.5538,29,11,5.649,13.6789,2,30.5289,2,22.8,200,6.3173,2,200,6.544,-999,-999,9,2102.2,2,2022.6,2,17.53,17.94,0.31,0.32,0.65,0.67,2.15,2.2,40.74,41.69,2
CAB1037,9/26/15,22:57:54,9/26/15,15:57:54,-122.4434,47.5537,29,12,2.905,13.7366,2,30.5247,2,22.785,201.2,6.3574,2,199.9,6.543,-999,-999,9,2099.6,2,2019.6,2,17.64,18.05,0.31,0.32,0.64,0.65,2.15,2.2,40.25,41.19,2
CAB1037,9/27/15,0:03:26,9/26/15,17:03:26,-122.4098,47.4583,30,1,206.541,12.5137,2,30.949,2,23.35,172.4,5.4282,2,169.7,5.557,-999,-999,9,2120,2,2063.5,2,20.45,20.94,0.54,0.55,1.1,1.13,2.31,2.37,42.86,43.88,2
CAB1037,9/27/15,0:05:02,9/26/15,17:05:02,-122.4098,47.4584,30,2,181.788,12.567,2,30.9149,2,23.314,173.4,5.4608,2,171,5.599,-999,-999,9,2117.4,2,2060.7,2,20.63,21.12,0.53,0.54,0.86,0.88,2.29,2.34,42.25,43.26,2
CAB1037,9/27/15,0:06:39,9/26/15,17:06:39,-122.41,47.4584,30,3,151.838,12.64,2,30.8653,2,23.261,172.8,5.4424,2,173.6,5.684,-999,-999,9,2115.5,2,2057.2,2,20.94,21.43,0.5,0.51,0.53,0.54,2.28,2.34,41.89,42.88,2
CAB1037,9/27/15,0:08:40,9/26/15,17:08:40,-122.4101,47.458,30,4,101.484,12.9885,2,30.6883,2,23.058,167.1,5.2556,2,165,5.4,-999,-999,9,2111.3,2,2054,2,21.91,22.43,0.21,0.21,0.06,0.06,2.35,2.4,41.5,42.48,2
CAB1037,9/27/15,0:09:57,9/26/15,17:09:57,-122.4101,47.4578,30,5,81.612,13.2587,2,30.6026,2,22.939,177.7,5.5961,2,173.7,5.684,-999,-999,9,2103.2,2,2042.6,2,20.56,21.05,0.29,0.3,0.35,0.36,2.28,2.33,41.03,41.99,2
CAB1037,9/27/15,0:12:06,9/26/15,17:12:06,-122.41,47.4574,30,6,50.55,13.4427,2,30.5459,2,22.859,186.1,5.8689,2,184.1,6.027,-999,-999,9,2092.9,2,2038,2,19.15,19.6,0.3,0.31,0.53,0.54,2.21,2.26,41.11,42.08,2
CAB1037,9/27/15,0:13:41,9/26/15,17:13:41,-122.41,47.4571,30,7,30.491,13.5224,2,30.5258,2,22.828,187.7,5.9199,2,184.5,6.04,-999,-999,9,2097.2,2,2033.4,2,18.88,19.32,0.3,0.3,0.61,0.62,2.22,2.27,41.56,42.53,2
CAB1037,9/27/15,0:14:43,9/26/15,17:14:43,-122.41,47.4569,30,8,20.52,13.6968,2,30.5147,2,22.785,194.6,6.1439,2,190.7,6.24,-999,-999,9,2100.5,2,2027,2,18.46,18.89,0.3,0.31,0.66,0.67,2.19,2.24,41.29,42.26,2
CAB1037,9/27/15,0:15:59,9/26/15,17:15:59,-122.41,47.4566,30,9,10.606,13.7089,2,30.5072,2,22.777,202.3,6.393,2,200.5,6.563,-999,-999,9,2100.8,2,2018.8,2,17.43,17.84,0.31,0.31,0.59,0.6,2.12,2.17,39.87,40.8,2
CAB1037,9/27/15,0:16:48,9/26/15,17:16:48,-122.41,47.4565,30,10,5.599,13.7515,2,30.499,2,22.762,217.3,6.877,2,213.3,6.981,-999,-999,9,2104.9,2,2014.1,2,16.5,16.88,0.31,0.31,0.53,0.54,2.02,2.07,38.61,39.51,2
CAB1037,9/27/15,0:17:44,9/26/15,17:17:44,-122.41,47.4563,30,12,2.82,13.7556,2,30.4992,2,22.761,217.5,6.8847,2,215.6,7.057,-999,-999,9,2099,2,2014.4,2,16.32,16.71,0.3,0.31,0.51,0.52,2,2.05,38.01,38.9,2
CAB1037,9/27/15,1:02:15,9/26/15,18:02:15,-122.3592,47.3941,31,1,210.61,12.5266,2,30.942,2,23.342,170.3,5.3618,2,174.6,5.718,-999,-999,9,2117.8,2,2064.9,2,20.64,21.14,0.55,0.56,1.1,1.13,2.31,2.36,43.52,44.55,2
CAB1037,9/27/15,1:04:01,9/26/15,18:04:01,-122.3592,47.3942,31,2,181.943,12.5333,2,30.9347,2,23.335,170.3,5.3602,2,172,5.631,-999,-999,9,2118,2,2060.1,2,20.66,21.15,0.54,0.56,1.05,1.07,2.31,2.36,41.91,42.9,2
CAB1037,9/27/15,1:05:48,9/26/15,18:05:48,-122.3593,47.3943,31,3,151.901,12.5641,2,30.9131,2,23.313,170.6,5.3696,2,188.4,6.171,-999,-999,9,2117,2,2060.7,2,20.6,21.09,0.54,0.55,0.93,0.95,2.29,2.35,43.49,44.52,2
CAB1037,9/27/15,1:07:28,9/26/15,18:07:28,-122.3593,47.3945,31,4,121.96,12.6161,2,30.8774,2,23.275,170.2,5.356,2,169.8,5.56,-999,-999,9,2114.9,2,2054.1,2,21,21.5,0.45,0.46,0.51,0.52,2.29,2.34,42.63,43.64,2
CAB1037,9/27/15,1:08:54,9/26/15,18:08:54,-122.3592,47.3946,31,5,101.862,12.757,2,30.7715,2,23.167,166.4,5.2323,2,166.9,5.463,-999,-999,9,2102.4,2,2058,2,21.91,22.43,0.12,0.12,0,0,2.31,2.36,41.52,42.5,2
CAB1037,9/27/15,1:10:16,9/26/15,18:10:16,-122.3593,47.3947,31,6,81.789,12.9033,2,30.7155,2,23.095,165,5.1885,2,181.5,5.941,-999,-999,9,2104.7,2,2052.8,2,21.78,22.29,0.18,0.18,0.02,0.02,2.33,2.39,41.72,42.71,2
CAB1037,9/27/15,1:12:31,9/26/15,18:12:31,-122.3595,47.3949,31,7,51.009,13.3978,2,30.5728,2,22.889,185.4,5.847,2,209.1,6.844,-999,-999,9,2100.1,2,2009.3,2,18.6,19.04,0.33,0.34,0.46,0.47,2.18,2.23,39.39,40.32,2
CAB1037,9/27/15,1:13:58,9/26/15,18:13:58,-122.3596,47.3949,31,8,30.873,13.7126,2,30.4923,2,22.765,210.6,6.6614,2,232.3,7.604,-999,-999,9,2105.8,2,1987.2,2,11.35,11.62,0.22,0.23,0.51,0.53,1.63,1.67,27.47,28.11,2
CAB1037,9/27/15,1:15:05,9/26/15,18:15:05,-122.3598,47.3948,31,9,19.903,13.836,2,30.4749,2,22.727,228.3,7.232,2,235.2,7.696,-999,-999,9,2110.3,2,1935.8,2,13.14,13.45,0.27,0.28,0.74,0.75,1.8,1.84,33.45,34.24,2
CAB1037,9/27/15,1:16:12,9/26/15,18:16:12,-122.3602,47.3949,31,10,10.874,14.1811,2,30.429,2,22.622,267.2,8.4886,2,276.2,9.038,-999,-999,9,2105.9,2,1948.4,2,8.77,8.97,0.22,0.22,0.67,0.69,1.49,1.53,29.32,30.01,2
CAB1037,9/27/15,1:17:07,9/26/15,18:17:07,-122.3603,47.3949,31,11,6.008,14.3169,2,30.4139,2,22.582,289.8,9.2188,2,283.8,9.287,-999,-999,9,2106.2,2,1941.5,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
CAB1037,9/27/15,1:18:18,9/26/15,18:18:18,-122.3603,47.395,31,12,2.774,14.3238,2,30.4125,2,22.58,290,9.2259,2,292.3,9.566,-999,-999,9,2106.4,2,1934.3,2,7.21,7.38,0.2,0.21,0.64,0.65,1.37,1.4,27.4,28.04,2
CAB1037,9/27/15,15:03:45,9/27/15,8:03:45,-122.5003,47.3196,33,1,144.708,12.9676,2,30.7136,2,23.081,179.9,5.6702,2,185.3,6.065,-999,-999,9,2108.1,2,2035.9,2,18.82,19.26,0.33,0.33,0.47,0.48,2.16,2.21,41.36,42.34,2
CAB1037,9/27/15,15:05:36,9/27/15,8:05:36,-122.5002,47.3194,33,2,111.898,13.2582,2,30.6,2,22.937,192.2,6.0654,2,191,6.253,-999,-999,9,2106.5,2,2026.7,2,18.04,18.46,0.33,0.34,0.54,0.56,2.11,2.16,39.38,40.3,2
CAB1037,9/27/15,15:07:37,9/27/15,8:07:37,-122.5001,47.3191,33,3,80.529,13.2185,2,30.6119,2,22.954,188.9,5.9603,2,189,6.186,-999,-999,9,2107.2,2,2030.6,2,18.31,18.74,0.34,0.35,0.56,0.57,2.15,2.2,39.92,40.86,2
CAB1037,9/27/15,15:09:41,9/27/15,8:09:41,-122.4999,47.3188,33,4,50.869,13.2455,2,30.5976,2,22.938,192.2,6.065,2,191.9,6.281,-999,-999,9,2108.9,2,2029.4,2,17.64,18.06,0.33,0.33,0.59,0.61,2.1,2.15,38.98,39.9,2
CAB1037,9/27/15,15:11:28,9/27/15,8:11:28,-122.4999,47.3185,33,6,30.902,13.4265,2,30.5249,2,22.846,207.5,6.5609,2,235.3,7.701,-999,-999,9,2107.5,2,1974.2,2,14.83,15.18,0.29,0.3,0.68,0.7,1.89,1.93,35.93,36.78,2
CAB1037,9/27/15,15:12:45,9/27/15,8:12:45,-122.4997,47.3182,33,7,20.892,13.608,2,30.4743,2,22.772,223.5,7.0786,2,226.6,7.417,-999,-999,9,2104.7,2,1991.5,2,13.7,14.02,0.28,0.29,0.72,0.74,1.81,1.85,33.66,34.45,2
CAB1037,9/27/15,15:13:53,9/27/15,8:13:53,-122.4995,47.3181,33,8,10.942,13.7992,2,30.4386,2,22.706,243.3,7.7158,2,260,8.51,-999,-999,9,2109.7,2,1984.4,2,11.75,12.03,0.24,0.25,0.71,0.73,1.69,1.73,31.81,32.55,2
CAB1037,9/27/15,15:14:46,9/27/15,8:14:46,-122.4994,47.318,33,9,6.02,13.8313,2,30.432,2,22.694,250.8,7.9592,2,264.8,8.667,-999,-999,9,2106.1,2,1970.4,2,11.04,11.3,0.24,0.24,0.72,0.74,1.62,1.66,30.82,31.54,2
CAB1037,9/27/15,15:15:53,9/27/15,8:15:53,-122.4992,47.318,33,12,2.883,13.9211,2,30.4069,2,22.657,259.1,8.2276,2,260.8,8.534,-999,-999,9,2114.1,2,1977.5,2,9.6,9.83,0.22,0.22,0.72,0.73,1.51,1.55,27.83,28.48,2
CAB1037,9/27/15,17:08:24,9/27/15,10:08:24,-122.6301,47.1832,35,1,160.66,13.7555,2,30.4261,2,22.705,185.5,5.8482,2,186.9,6.115,-999,-999,9,2101.1,2,2031.3,2,17.56,17.97,0.35,0.36,1.39,1.42,2.23,2.28,43.39,44.4,2
CAB1037,9/27/15,17:10:43,9/27/15,10:10:43,-122.6296,47.1834,35,2,121.556,13.9636,2,30.3484,2,22.603,189.9,5.9891,2,187.8,6.145,-999,-999,9,2094.6,2,2021,2,17.02,17.42,0.37,0.38,1.35,1.38,2.18,2.23,43.24,44.25,2
CAB1037,9/27/15,17:12:30,9/27/15,10:12:30,-122.6293,47.1836,35,3,101.465,14.0837,2,30.3079,2,22.548,190.9,6.0229,2,189.8,6.21,-999,-999,9,2093.3,2,2022.5,2,16.65,17.04,0.37,0.38,1.44,1.47,2.19,2.24,44.16,45.18,2
CAB1037,9/27/15,17:14:18,9/27/15,10:14:18,-122.629,47.1838,35,4,81.442,14.0951,2,30.3046,2,22.543,191.2,6.0324,2,189.2,6.189,-999,-999,9,2096.3,2,2010.3,2,16.63,17.02,0.38,0.39,1.42,1.45,2.19,2.24,43.55,44.56,2
CAB1037,9/27/15,17:16:23,9/27/15,10:16:23,-122.6286,47.184,35,6,51.084,14.153,2,30.2881,2,22.519,191.9,6.0541,2,218.2,7.141,-999,-999,9,2093.5,2,2018.4,2,16.49,16.88,0.39,0.4,1.45,1.49,2.19,2.24,44.17,45.19,2
CAB1037,9/27/15,17:17:52,9/27/15,10:17:52,-122.6283,47.1841,35,7,31.347,14.1936,2,30.2756,2,22.501,192.1,6.0596,2,190.7,6.241,-999,-999,9,2094.1,2,2022.2,2,16.46,16.84,0.4,0.41,1.47,1.5,2.19,2.24,44.62,45.65,2
CAB1037,9/27/15,17:18:55,9/27/15,10:18:55,-122.6281,47.1842,35,8,20.761,14.2041,2,30.2721,2,22.496,192.2,6.0641,2,190.5,6.233,-999,-999,9,2092.6,2,2017.5,2,16.47,16.86,0.4,0.41,1.46,1.5,2.19,2.25,44.1,45.13,2
CAB1037,9/27/15,17:20:00,9/27/15,10:20:00,-122.6278,47.1843,35,9,10.555,14.3643,2,30.2235,2,22.426,197.1,6.221,2,209.4,6.85,-999,-999,9,2096.8,2,2018.1,2,15.82,16.19,0.4,0.41,1.36,1.39,2.14,2.19,43.96,44.97,2
CAB1037,9/27/15,17:20:59,9/27/15,10:20:59,-122.6276,47.1844,35,10,5.646,14.4625,2,30.1909,2,22.38,203.7,6.4342,2,201.6,6.595,-999,-999,9,2087.8,2,2004.4,2,15.3,15.66,0.4,0.41,1.19,1.22,2.09,2.14,43.63,44.64,2
CAB1037,9/27/15,17:21:46,9/27/15,10:21:46,-122.6275,47.1845,35,12,2.88,14.5082,2,30.1853,2,22.367,205.1,6.4813,2,203.1,6.645,-999,-999,9,2088.6,2,2000.8,2,15.12,15.47,0.4,0.41,1.13,1.15,2.08,2.12,43.06,44.06,2
CAB1037,9/27/15,18:25:54,9/27/15,11:25:54,-122.7815,47.1674,36,1,95.596,14.4453,2,30.1362,2,22.342,189.9,5.9888,2,192.5,6.297,-999,-999,9,2088.7,2,2014.3,2,15.46,15.81,0.42,0.43,2,2.04,2.2,2.25,46.36,47.43,2
CAB1037,9/27/15,18:27:06,9/27/15,11:27:06,-122.7813,47.1676,36,2,80.436,14.5232,2,30.1001,2,22.298,190.6,6.0099,2,-999,-999,-999,-999,5,2088.8,2,2009.2,2,15.11,15.46,0.43,0.44,1.93,1.97,2.17,2.22,46.73,47.81,2
CAB1037,9/27/15,18:28:54,9/27/15,11:28:54,-122.7809,47.1676,36,3,51.609,14.5812,2,30.1004,2,22.286,198.5,6.2664,2,191.2,6.255,-999,-999,9,2086.9,2,2006.6,2,14.7,15.04,0.44,0.45,2.1,2.14,2.16,2.21,47.64,48.74,2
CAB1037,9/27/15,18:30:21,9/27/15,11:30:21,-122.7808,47.1674,36,4,30.549,14.8392,2,30.0414,2,22.187,198.6,6.2696,2,198.4,6.488,-999,-999,9,2084.6,2,1997,2,13.31,13.62,0.45,0.46,2.2,2.25,2.11,2.16,48.98,50.11,2
CAB1037,9/27/15,18:31:35,9/27/15,11:31:35,-122.7807,47.1673,36,6,20.778,14.9405,2,30.0192,2,22.149,202.3,6.3877,2,200.6,6.56,-999,-999,9,2083,2,1993.4,2,12.76,13.05,0.45,0.46,2.22,2.27,2.1,2.14,49.48,50.62,2
CAB1037,9/27/15,18:33:01,9/27/15,11:33:01,-122.7807,47.1672,36,7,10.934,14.9836,2,30.0097,2,22.133,203.9,6.4388,2,203.7,6.662,-999,-999,9,2084.9,2,1990.7,2,12.42,12.7,0.44,0.45,2.23,2.28,2.09,2.14,50.03,51.18,2
CAB1037,9/27/15,18:34:25,9/27/15,11:34:25,-122.7806,47.1671,36,9,5.392,14.9828,2,30.0105,2,22.133,204.2,6.4511,2,205.3,6.715,-999,-999,9,2082.1,2,1990,2,12.4,12.69,0.44,0.45,2.22,2.27,2.1,2.15,49.99,51.15,2
CAB1037,9/27/15,18:35:35,9/27/15,11:35:35,-122.7806,47.167,36,12,2.822,15.0693,2,30.007,2,22.112,206.2,6.5129,2,205.4,6.718,-999,-999,9,2082.6,2,1991.3,2,12.4,12.68,0.44,0.45,2.25,2.3,2.11,2.16,49.84,50.98,2
CAB1037,9/27/15,20:14:35,9/27/15,13:14:35,-122.7015,47.276,38,1,96.815,13.9157,2,30.3638,2,22.625,185.2,5.8384,2,185.9,6.07,6.094,-999,9,2085.5,6,2023.3,6,17.32,17.73,0.37,0.38,1.62,1.65,2.22,2.27,43.66,44.68,2
CAB1037,9/27/15,20:16:15,9/27/15,13:16:15,-122.7015,47.2758,38,3,81.031,13.9856,2,30.3353,2,22.589,179.6,5.6569,2,180.1,5.902,5.884,-999,9,2078.6,6,2026.7,6,17.5,17.91,0.42,0.43,1.91,1.95,2.26,2.32,44.93,45.97,2
CAB1037,9/27/15,20:18:01,9/27/15,13:18:01,-122.7015,47.2756,38,5,51.501,14.0409,2,30.3072,2,22.556,169.3,5.3241,2,174.9,5.529,5.917,-999,9,2084,6,2035.4,6,18.55,18.98,0.6,0.61,1.68,1.72,2.34,2.39,46.17,47.24,2
CAB1037,9/27/15,20:20:12,9/27/15,13:20:12,-122.7015,47.2754,38,6,31.744,14.1567,2,30.2595,2,22.496,164.9,5.1824,2,162.1,5.208,5.401,-999,9,2079.4,6,2036.7,6,19.91,20.37,0.76,0.77,0.53,0.54,2.38,2.43,46.13,47.21,2
CAB1037,9/27/15,20:21:19,9/27/15,13:21:19,-122.7015,47.2753,38,7,21.826,14.2413,2,30.2143,2,22.444,159.3,5.0004,2,167.7,5.717,5.257,-999,9,2080.8,6,2031.5,6,20.2,20.66,0.62,0.64,0.21,0.22,2.39,2.44,46.85,47.94,2
CAB1037,9/27/15,20:22:23,9/27/15,13:22:23,-122.7015,47.2752,38,8,10.73,14.2677,2,30.1509,2,22.39,136.2,4.2547,2,148.7,4.693,5.038,-999,9,2077.8,6,2038.1,6,21.57,22.07,0.22,0.23,0.05,0.05,2.49,2.54,50.16,51.32,2
CAB1037,9/27/15,20:23:42,9/27/15,13:23:42,-122.7015,47.275,38,9,5.262,14.5455,2,30.1432,2,22.327,170.4,5.3598,2,183.8,6.066,5.96,-999,9,2074,6,2024.2,6,19.77,20.23,0.21,0.21,0.09,0.09,2.36,2.42,47.58,48.68,2
CAB1037,9/27/15,20:24:35,9/27/15,13:24:35,-122.7015,47.2749,38,12,2.748,14.576,2,30.1435,2,22.321,171.2,5.3836,2,170.2,5.572,5.566,-999,9,2073,6,2020.4,6,19.29,19.74,0.18,0.18,0.08,0.08,2.32,2.38,46.93,48.01,2
