x	MP_1804_P12_Ob	MP_1804_P12_Ve	MP_1804_P22_ObB	MP_1804_P22_VeA	MP_1804_P22_Ve	MP_1804_P28_ObB	MP_1804_P28_VeA	MP_1804_P28_Ve	MP_1804_P38_Ob	MP_1804_P38_Ve	MP_1804_P402_ObB	MP_1804_P402_Ve	MP_1804_P4_ObA	MP_1804_P4_ObB	MP_1804_P4_Ve	MP_1804_P8_Ob	MP_1804_P8_Ve	MP_1806_CA042_1B	MP_1806_CA042_2B	MP_1806_CA042_3B	MP_1807_P12_ObA	MP_1807_P12_VeA	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P28_ObA	MP_1807_P28_ObB	MP_1807_P28_VeA	MP_1807_P28_Ve	MP_1807_P38_VeB	MP_1807_P38_Ve	MP_1807_P402_ObB	MP_1807_P402_Ob	MP_1807_P402_Ve	MP_1807_P4_ObB	MP_1807_P4_Ve	MP_1807_P8_ObB	MP_1807_P8_Ob	MP_1807_P8_Ve	MP_1809_P12_Ob	MP_1809_P12_Ve	MP_1809_P22_Ob	MP_1809_P22_Ve	MP_1809_P28_Ob	MP_1809_P28_Ve	MP_1809_P38_Ob	MP_1809_P38_Ve	MP_1809_P402_Ob	MP_1809_P402_Ve	MP_1809_P4_Ob	MP_1809_P4_Ve	MP_1809_P8_Ob	MP_1809_P8_Ve	MP_1904_P12_Ob	MP_1904_P12_Ve	MP_1904_P22_ObA	MP_1904_P22_ObB	MP_1904_P22_Ve	MP_1904_P28_Ve	MP_1904_P38_ObA	MP_1904_P38_ObB	MP_1904_P38_Ob	MP_1904_P38_VeA	MP_1904_P38_VeB	MP_1904_P38_Ve	MP_1904_P402_Ob	MP_1904_P402_Ve	MP_1904_P4_Ob	MP_1904_P4_Ve	MP_1904_P8_Ob	MP_1904_P8_Ve	MP_1907_P12_ObA	MP_1907_P12_ObB	MP_1907_P12_VeA	MP_1907_P12_Ve	MP_1907_P22_ObA	MP_1907_P22_ObB	MP_1907_P22_VeA	MP_1907_P22_Ve	MP_1907_P28_ObA	MP_1907_P28_VeA	MP_1907_P28_Ve	MP_1907_P38_ObA	MP_1907_P38_Ob	MP_1907_P38_VeA	MP_1907_P38_Ve	MP_1907_P402_ObB	MP_1907_P402_Ve	MP_1907_P4_ObB	MP_1907_P4_Ve	MP_1907_P8_ObA	MP_1907_P8_Ob	MP_1907_P8_VeA	MP_1907_P8_Ve	MP_1909_CA042_1B	MP_1909_CA042_2B	MP_1909_CA042_3B	MP_1909_P12_ObA	MP_1909_P12_ObB	MP_1909_P12_VeA	MP_1909_P12_VeB	MP_1909_P12_Ve	MP_1909_P22_ObA	MP_1909_P22_ObB	MP_1909_P22_Ob	MP_1909_P22_VeA	MP_1909_P22_VeB	MP_1909_P28_ObA	MP_1909_P28_ObB	MP_1909_P28_VeA	MP_1909_P28_VeB	MP_1909_P28_Ve	MP_1909_P38_ObA	MP_1909_P38_ObB	MP_1909_P38_Ob	MP_1909_P38_VeA	MP_1909_P38_VeB	MP_1909_P38_Ve	MP_1909_P402_Ve	MP_1909_P4_VeB	MP_1909_P4_Ve	MP_1909_P8_Ob	MP_1909_P8_VeA	MP_1909_P8_Ve	MP_2007_P12_ObB	MP_2007_P12_VeB	MP_2007_P22_ObB	MP_2007_P22_VeA	MP_2007_P28_ObB	MP_2007_P28_VeA	MP_2007_P38_ObB	MP_2007_P38_VeB	MP_2007_P402_ObB	MP_2007_P402_VeB	MP_2007_P4_ObB	MP_2007_P4_VeB	MP_2007_P8_ObB	MP_2007_P8_VeB	MP_2009_P12_ObA	MP_2009_P12_VeA	MP_2009_P12_VeB	MP_2009_P22_ObB	MP_2009_P22_VeB	MP_2009_P28_ObB	MP_2009_P28_VeA	MP_2009_P28_VeB	MP_2009_P38_ObB	MP_2009_P38_VeB	MP_2009_P402_ObB	MP_2009_P402_VeB	MP_2009_P4_ObB	MP_2009_P4_VeB	MP_2009_P8_ObB	MP_2009_P8_VeB	MP_2010_P105_ObB	MP_2010_P105_VeB	MP_2010_P123_ObB	MP_2010_P123_VeA	MP_2010_P123_VeB	MP_2010_P132_ObB	MP_2010_P132_VeB	MP_2010_P136_ObB	MP_2010_P136_VeB	MP_2010_P22_ObB	MP_2010_P22_VeB	MP_2010_P28_ObA	MP_2010_P28_VeA	MP_2010_P28_VeB	MP_2010_P381_ObB	MP_2010_P381_VeB	MP_2010_P7_ObB	MP_2010_P7_VeB	MP_Control1	MP_Control2
ASV_21	0	2	88	17	123	307	12	137	90	227	0	0	73	26	435	174	407	293	136	1488	0	2	0	1003	27	9	4	5	0	4	0	0	0	2	1	79	72	0	0	6	745	4	10	4	0	0	0	2	0	1	0	0	3	18	595	481	93	73	58	143	87	78	33	142	0	0	6	42	312	727	33	7	4	1	101	480	72	571	9	1	5	1	2	0	0	0	1	6	3	48	9	46	11	1	0	7	0	0	0	0	3	77	375	881	378	1689	5	8	4	6	8	4	0	0	0	0	2	0	234	2	91	10	39	1	1	382	341	7	51	1	3	0	14	1	0	16	74	0	0	0	78	727	0	0	1	3	0	0	0	0	2	2	2	357	191	474	565	1307	1618	816	1053	4282	60	263	0	0	2	1516	717	30	80	0	0
ASV_22	142	0	53	106	16	154	908	204	0	134	216	28	430	74	98	280	132	8	22	31	222	57	0	45	0	0	135	111	91	354	267	166	320	137	160	0	208	142	110	29	205	197	260	119	84	73	124	0	351	166	224	204	266	36	48	94	21	375	80	160	92	153	82	77	0	41	209	163	31	58	151	49	193	49	243	125	807	149	429	348	187	521	306	206	231	79	0	214	82	230	99	349	155	198	619	0	685	283	94	128	94	166	113	60	141	115	222	0	211	603	275	1014	296	454	163	171	360	162	169	138	239	495	134	86	34	200	393	160	435	60	0	14	0	113	0	247	116	429	123	126	0	29	278	349	0	210	179	0	147	117	0	240	206	230	102	185	227	118	9	46	20	9	0	0	0	444	140	171	396	45	0	0	0
ASV_23	0	0	23	6	17	505	169	249	163	779	0	0	421	391	483	860	566	0	11	28	0	0	0	722	150	198	45	37	0	18	0	0	0	4	4	861	472	8	0	7	1271	123	67	57	2	0	10	0	0	3	6	0	14	31	22	47	16	176	33	132	258	117	83	451	0	0	76	84	303	338	37	44	16	21	210	692	611	775	49	12	28	12	0	5	23	5	10	66	6	209	73	60	172	107	45	162	21	8	0	6	6	661	829	821	1889	1255	52	77	33	81	22	12	0	0	0	0	11	0	668	7	476	185	273	23	12	181	130	117	227	29	42	0	7	21	9	295	344	0	0	0	687	762	51	18	54	0	0	0	2	11	27	29	37	155	40	224	242	335	280	257	195	215	130	217	0	8	14	160	213	296	175	0	0
ASV_24	1664	129	11	4	46	55	114	66	0	130	952	24	137	49	59	167	74	0	0	1	634	46	142	42	154	305	144	53	172	94	383	205	132	264	67	62	44	77	520	358	161	24	232	20	53	407	934	2	286	185	366	249	854	250	7	13	4	82	22	27	45	61	21	68	17	65	150	159	53	135	924	301	801	146	49	74	72	61	572	108	118	166	106	36	80	300	67	963	91	36	19	121	24	5	74	20	1409	674	282	436	342	57	86	68	112	0	159	137	113	325	131	334	37	197	37	31	111	417	135	0	53	0	20	47	48	18	24	66	95	7	0	5	0	121	9	19	24	314	117	198	242	41	320	78	161	44	32	396	83	239	751	10	19	44	5	140	45	18	48	14	16	15	22	22	66	83	55	32	15	24	0	0	0
ASV_25	0	0	664	885	110	291	999	327	0	19	4	0	0	0	17	181	91	42	346	285	0	0	0	14	0	0	6	22	0	8	0	0	0	0	0	0	0	0	29	9	124	0	0	0	0	43	0	0	71	0	16	0	0	0	426	581	247	471	34	46	95	42	39	15	0	0	0	0	47	128	0	0	0	0	282	189	702	220	28	12	13	0	15	21	11	0	0	0	0	70	33	799	0	92	284	3	427	188	68	102	68	68	47	17	94	298	0	0	31	111	0	509	107	64	21	22	100	0	78	0	0	108	18	0	0	1172	2922	123	445	0	0	0	4	0	0	116	165	78	19	35	0	0	0	0	3	0	0	6	0	62	1	0	0	1460	969	903	1240	650	24	144	32	41	3	8	0	0	3	1630	2780	4	0	0	0
ASV_26	0	0	820	1661	154	165	890	250	0	8	0	0	0	0	0	141	52	71	335	309	0	0	0	10	0	0	0	19	0	0	0	0	0	0	0	0	0	0	24	0	44	0	0	0	0	20	0	0	31	0	0	0	0	0	500	840	300	351	0	0	46	0	0	5	0	0	0	0	26	69	0	0	0	0	482	64	544	154	0	0	0	0	0	0	0	0	0	0	0	48	23	780	0	51	217	0	263	121	44	74	32	46	18	12	100	185	0	0	16	61	0	464	55	45	0	0	87	0	70	0	0	68	0	0	0	1020	4159	58	282	0	0	0	0	0	0	87	84	61	0	20	0	0	0	0	0	0	0	0	0	19	0	0	0	1233	1221	665	1671	400	4	68	15	20	0	1	0	0	0	1439	2726	0	0	0	0
ASV_27	109	382	6	0	4	258	95	210	54	109	0	51	52	57	53	32	34	4	0	2	458	49	635	4	66	72	88	78	588	181	444	383	233	300	262	2	15	224	952	261	85	10	168	30	2	737	141	1	854	578	819	511	284	280	0	0	0	235	0	7	19	9	8	88	0	43	62	72	2	9	164	754	1023	680	26	46	59	51	126	39	111	35	37	27	101	225	125	123	427	85	26	22	42	0	3	0	1663	610	354	471	680	19	15	9	3	6	96	147	92	149	122	61	24	128	20	15	21	211	83	204	18	8	3	241	204	9	13	104	86	13	11	2	0	90	14	3	1	1153	109	993	97	8	92	3	6	2	13	0	109	642	592	0	1	58	11	29	65	63	19	41	2	5	7	5	17	8	7	14	26	0	0	0	1
ASV_28	6	0	713	239	292	437	92	166	13	39	0	0	2	6	7	423	451	301	8	88	0	0	0	333	4	0	0	0	0	0	0	0	0	0	0	60	13	5	0	0	597	1	0	0	0	0	0	0	4	3	6	0	0	0	1867	2282	624	67	16	43	46	25	8	30	0	1	26	33	352	423	0	0	0	0	72	298	96	224	0	0	0	7	1	1	0	0	0	19	0	49	11	30	19	16	2	41	0	0	0	0	0	280	734	511	1140	1353	5	0	0	5	3	0	0	0	0	0	0	0	307	0	23	8	20	0	0	501	563	5	45	0	0	0	1	1	9	40	56	0	0	0	141	689	2	0	0	0	0	0	0	3	17	2	3	187	245	242	502	1191	283	850	346	688	119	340	0	0	0	45	637	87	55	0	0
ASV_29	124	332	16	0	14	374	62	213	47	79	0	49	14	31	31	15	23	0	0	0	235	16	644	5	39	56	59	89	663	128	284	299	127	284	209	0	3	213	889	399	50	5	91	14	0	864	99	8	543	523	560	274	243	314	0	1	0	315	0	1	17	0	3	87	0	40	27	111	0	16	62	794	651	633	5	60	35	41	74	14	117	8	27	11	79	258	170	70	494	60	33	9	10	0	0	0	1556	479	382	431	631	0	27	17	0	10	49	74	58	97	121	0	9	86	3	0	15	140	100	157	8	0	1	328	402	19	0	126	55	3	14	3	0	62	10	1	0	485	24	938	114	15	48	1	0	0	0	0	74	602	679	0	0	126	37	83	21	157	51	126	3	30	0	8	7	1	6	22	35	0	0	0	0
ASV_30	0	0	85	0	467	0	0	153	0	0	0	0	0	0	37	13	64	54	48	37	0	0	0	747	27	19	6	17	0	0	0	0	0	0	0	29	106	0	0	0	2439	3	0	0	0	0	0	0	0	0	0	0	0	0	36	69	24	5	9	19	5	0	0	0	0	0	0	8	0	46	0	2	0	0	0	2395	221	4331	0	0	0	0	0	0	0	0	0	1	0	213	324	147	1086	141	146	0	0	0	0	0	0	32	257	487	29	291	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	18	758	0	0	2963	875	14	39	0	18	0	0	0	0	6	34	0	0	1	7	572	0	0	0	0	0	0	0	0	0	0	0	0	0	94	17	8	26	94	42	1338	19	93	0	0	0	0	0	294	80	0	0
ASV_31	0	1	141	43	80	249	13	102	116	295	2	0	144	73	431	220	322	253	192	739	2	0	3	782	49	36	22	9	3	4	0	0	4	2	1	126	168	0	0	5	708	23	16	22	0	0	0	0	0	1	0	1	6	6	474	270	104	87	39	72	113	104	57	206	0	0	9	47	152	310	22	9	7	4	79	411	148	588	15	8	3	5	2	2	0	0	4	10	9	91	28	43	48	14	5	20	1	0	0	0	3	103	325	593	362	817	7	14	7	23	12	0	0	0	0	0	6	0	249	3	185	46	108	0	3	380	364	41	83	6	24	0	19	2	4	39	120	0	0	0	113	503	5	5	2	2	0	0	0	0	8	1	7	437	316	500	306	800	387	336	328	1086	39	209	0	0	3	1429	1037	53	109	0	0
ASV_32	0	0	1708	682	350	48	45	32	0	2	1	0	0	0	6	7	18	1260	548	867	0	0	0	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	4	0	0	1	0	0	0	0	0	2762	3507	1257	26	4	2	5	1	0	2	0	0	0	0	12	57	0	0	0	0	16	27	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	24	14	4	3	2	3	4	1	18	129	0	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	669	1410	4	13	0	0	0	0	0	0	1	7	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	486	864	310	353	361	24	61	11	55	0	1	0	0	2	1359	1459	0	0	0	0
ASV_33	101	341	1	0	7	214	77	214	49	77	0	53	46	29	43	10	23	0	2	0	311	29	526	0	50	61	54	67	563	146	284	229	183	190	191	0	14	173	815	321	36	4	106	18	2	665	92	5	589	410	658	351	193	234	0	0	0	181	7	3	15	14	11	57	0	34	44	108	4	8	141	580	781	573	15	32	25	26	95	38	79	14	32	20	67	161	105	95	352	57	25	9	37	0	0	0	1400	457	338	342	571	3	11	12	0	5	65	124	52	128	85	36	16	82	11	8	21	164	81	171	13	1	7	194	231	6	6	70	63	10	2	2	0	73	10	5	3	858	79	800	73	12	47	3	8	0	2	0	81	506	501	0	0	58	24	26	54	44	13	49	4	6	3	12	0	4	8	8	11	0	0	0	0
ASV_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2480	154	4479	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8114	5256	0	0	0	0
ASV_35	0	0	0	0	0	0	8	0	0	0	0	0	366	0	0	0	0	0	0	0	6	1580	0	0	2	0	0	0	2	2	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	2	0	0	10	0	0	13	0	0	0	0	0	1	55	95	0	3438	2478	0	0	0	0	5	0	0	114	0	13	0	1178	0	51	0	0	9656	1	27	0	7	3	0	0	3	0	87	0	160	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	9	236	7	0	0	0	2	0	1	0	0	57	0	0	0	0	25	0	0	2	0	1	0	3	0	0	0	83	184	0	5	2	0	14	0	0	0	0	0	3	0	0	0	0	0	0	260	0	0	0	0	2	0	0	0	12	4	0	0	0	0	0	0
ASV_36	112	312	8	0	11	266	56	188	46	62	0	46	11	36	45	12	25	0	0	0	195	20	432	7	34	45	50	64	452	101	197	173	126	215	167	0	10	153	918	338	39	6	81	12	0	890	84	0	452	352	544	234	172	258	1	1	0	198	0	1	9	5	6	53	0	45	35	80	4	5	70	687	557	626	9	23	17	13	79	31	70	7	14	13	73	183	137	52	354	44	19	12	24	0	0	0	1236	398	343	361	672	0	12	4	8	1	41	52	42	95	92	21	10	113	6	6	14	115	54	126	12	5	0	242	274	11	3	96	75	12	5	9	0	46	6	0	3	500	50	939	57	7	47	3	9	0	4	0	71	451	566	0	0	100	43	35	18	93	16	71	2	12	0	4	9	8	5	22	19	0	0	0	0
ASV_37	34	29	0	0	9	50	15	129	81	85	26	5	30	19	21	73	53	0	0	0	0	2	42	48	108	275	297	94	34	173	84	18	34	43	15	346	124	0	0	17	96	207	157	89	69	0	17	0	0	0	19	0	157	49	0	0	1	69	15	25	90	14	0	45	225	135	59	60	78	34	15	21	15	7	15	22	82	49	224	102	202	76	53	57	50	69	17	102	47	220	68	111	208	104	92	134	9	0	0	0	0	15	25	11	0	19	60	105	371	941	303	105	7	47	25	39	73	0	18	67	314	169	197	44	13	21	9	225	443	104	47	55	13	167	21	850	400	53	0	13	272	172	999	61	322	636	232	125	86	113	49	437	313	0	2	10	9	0	0	0	16	5	255	185	19	93	226	8	4	942	292	0	0
ASV_38	0	0	762	2150	108	76	318	71	1	3	0	0	1	2	2	40	12	180	393	236	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	6	0	0	1	0	22	0	0	0	0	7	0	0	5	0	0	0	0	0	592	891	388	94	5	10	11	2	3	0	0	0	1	1	13	47	0	0	0	0	30	54	78	55	0	1	1	0	0	1	0	0	0	0	0	4	4	92	1	14	26	0	34	23	19	10	0	16	3	13	15	99	4	0	2	6	0	23	6	3	2	1	1	0	6	0	1	4	0	0	0	839	2429	20	90	1	3	0	0	0	0	17	32	3	3	2	3	0	0	0	2	0	0	0	0	1	0	0	2	986	917	455	332	277	5	60	6	19	3	3	0	0	0	1270	1871	1	2	0	0
ASV_39	0	0	279	0	10	0	2	0	403	584	0	0	1627	1300	1315	214	146	1426	1093	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	137	16	205	639	219	7	428	854	846	43	27	387	0	0	200	132	332	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	30	0	44	146	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	38	0	137	361	71	0	0	0	0	0	0	2	0	0	0	0
ASV_40	0	0	53	33	15	354	986	362	0	46	0	0	0	0	0	412	96	2	34	19	0	0	0	18	0	0	0	42	0	0	0	0	0	0	0	0	0	0	103	0	194	0	0	0	0	63	0	0	114	0	0	0	0	0	21	15	12	674	0	0	118	0	0	48	0	0	0	0	37	79	0	0	0	0	155	194	1084	280	0	0	0	0	0	0	0	0	0	0	0	78	61	336	0	212	870	0	833	375	137	226	89	150	61	28	110	169	0	0	100	284	0	511	230	142	0	0	217	0	82	0	0	226	0	0	0	375	393	235	853	0	0	0	0	0	0	300	209	153	0	62	0	0	0	0	0	0	0	0	0	104	0	0	0	523	154	366	196	247	4	78	19	15	0	5	0	0	0	321	597	0	0	0	0
ASV_41	2	8	0	0	0	24	11	59	37	15	7	5	4	0	3	0	6	2	0	0	2	8	18	63	55	131	212	126	19	56	11	1	12	5	0	255	22	0	0	15	28	62	45	111	34	0	8	6	1	0	4	7	27	46	0	0	0	34	10	7	26	3	4	20	158	25	17	34	53	43	8	5	1	3	8	3	30	29	99	66	189	20	7	16	27	23	4	12	2	143	46	115	174	12	10	2	5	0	2	2	1	2	7	7	3	8	21	14	172	539	485	29	2	18	8	9	51	0	1	6	141	42	298	7	7	86	68	413	577	76	171	93	122	35	19	1056	1120	14	0	4	43	283	889	12	221	800	187	21	10	56	19	209	178	0	6	13	0	7	2	9	8	33	533	746	3	26	170	3	5	1277	1397	0	0
ASV_42	0	6	2	0	0	33	8	42	31	20	9	3	0	3	0	0	2	5	0	0	4	0	23	61	42	162	211	123	20	52	18	2	14	5	0	236	24	0	0	9	16	68	59	110	28	0	4	5	0	0	2	0	17	41	2	0	0	34	3	3	32	1	2	18	107	27	18	36	52	44	4	10	3	0	0	8	26	16	98	18	192	19	17	17	30	31	6	23	2	94	53	72	174	9	11	2	1	0	0	0	2	1	3	6	1	6	22	28	137	551	401	22	1	18	7	7	69	1	6	10	146	38	260	15	0	61	31	481	440	95	200	69	120	35	24	1047	953	11	0	6	58	232	947	13	254	776	208	17	7	49	17	207	226	0	9	14	0	11	1	6	9	41	287	512	6	19	234	3	12	864	835	0	0
ASV_43	147	0	0	0	0	124	43	57	53	323	119	0	0	119	96	319	130	0	0	0	141	0	48	140	108	153	135	72	48	0	83	0	0	68	0	304	241	0	247	202	373	0	0	39	0	213	304	0	0	56	96	89	182	43	0	0	4	76	0	0	72	0	0	139	0	18	0	0	42	45	0	75	195	49	0	180	176	183	170	0	95	0	0	0	0	68	0	219	49	73	43	0	0	44	0	51	545	313	124	212	170	196	178	195	282	179	0	0	86	217	0	0	0	0	0	0	0	85	154	0	219	0	97	0	43	14	0	54	173	0	0	0	7	0	0	147	79	0	0	69	180	123	98	0	137	0	0	69	0	181	405	0	0	20	0	40	0	25	20	26	10	12	20	36	0	0	0	10	28	65	45	0	0
ASV_44	1307	74	0	0	0	21	43	32	0	56	779	19	0	0	0	0	0	0	0	0	501	37	56	0	96	228	80	0	56	0	219	132	134	161	0	0	0	0	98	25	0	0	135	0	0	26	531	0	112	63	178	102	698	178	0	0	0	0	0	0	23	0	0	0	11	44	98	82	0	0	707	244	476	65	0	0	0	0	458	0	65	0	68	0	0	257	67	768	0	0	0	0	0	0	0	0	360	93	47	80	74	0	0	0	0	0	123	117	72	194	104	211	0	111	0	0	79	225	58	40	0	0	0	25	17	0	0	26	0	0	0	0	0	67	0	0	0	0	0	0	0	0	188	0	105	0	0	292	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_45	1500	72	0	0	0	11	31	10	5	45	809	15	54	8	11	0	0	0	0	0	333	19	29	0	73	174	64	14	41	59	164	107	94	146	13	7	3	13	103	25	8	4	100	15	26	35	470	2	89	34	121	57	548	179	0	0	0	12	9	22	21	49	18	16	11	19	84	87	0	0	801	190	303	62	0	0	0	0	367	75	47	72	52	24	37	227	39	585	13	0	0	0	0	0	0	0	278	57	42	49	57	4	18	0	0	0	78	87	36	156	72	184	20	95	17	19	77	194	53	31	0	4	0	22	17	0	0	23	12	0	2	0	0	76	0	0	0	68	0	4	0	1	133	38	70	21	13	236	24	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	17	25	0	0	0	0	2	0
ASV_46	39	6	0	12	0	8	13	3	8	8	4	0	926	3	8	7	9	0	0	1	61	381	0	6	12	7	8	7	10	19	22	13	28	14	18	11	16	7	6	12	17	13	12	16	5	10	3	5	72	7	11	72	12	7	0	6	0	6	96	194	0	656	305	11	0	0	18	33	0	0	317	6	128	2	1441	2	343	5	46	1877	10	78	9	47	14	4	2	35	5	80	8	349	13	0	28	0	33	17	1	19	6	18	11	0	64	6	17	21	19	42	37	613	26	13	9	11	22	5	30	17	15	202	6	3	3	2	69	2	15	2	0	2	0	11	7	7	5	154	271	10	6	1	18	105	19	11	10	12	13	0	13	21	10	6	3	0	606	5	1	0	2	0	14	0	7	60	7	3	6	5	4	0	0
ASV_47	0	1	7	1	1	173	62	74	55	380	0	0	73	226	131	461	193	1	4	9	0	0	3	232	155	148	37	17	8	12	0	0	2	2	6	415	314	5	2	0	531	115	44	42	0	4	13	0	0	6	2	0	9	7	7	11	1	95	0	0	116	2	8	224	0	0	49	38	76	67	0	15	0	8	22	277	283	236	38	4	16	8	6	1	9	6	4	47	12	85	69	11	97	52	21	86	3	0	1	0	6	294	278	259	357	285	40	52	21	60	20	2	0	0	5	0	13	0	238	13	350	69	153	9	11	36	15	94	119	20	35	0	0	13	5	250	162	0	0	0	325	221	44	4	36	5	3	0	0	11	13	29	55	49	15	77	8	82	39	62	41	38	29	74	0	0	6	30	81	116	59	0	0
ASV_48	4894	37	0	0	0	2	0	8	3	11	478	18	23	0	14	0	0	0	0	0	81	40	9	0	15	13	14	8	9	6	12	9	17	22	3	0	3	5	63	73	2	0	13	0	7	28	71	18	30	13	39	15	133	378	0	0	0	2	71	40	7	9	10	3	21	18	31	59	0	0	1951	46	152	31	4	0	0	0	65	20	9	13	5	4	3	42	3	141	1	0	0	9	0	0	0	0	93	23	22	20	33	1	9	0	0	0	13	7	8	45	21	63	5	18	1	2	8	12	37	13	0	0	0	1	0	0	2	2	9	0	0	0	0	1	4	0	0	30	16	8	0	7	11	3	1	1	1	39	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2	0	0	0	0	0	0
ASV_49	1075	59	0	0	0	15	30	23	0	36	556	15	59	20	10	0	0	0	0	0	357	21	33	0	59	133	56	27	39	41	122	80	86	109	19	0	0	9	102	38	0	0	87	7	25	38	347	11	81	48	120	71	464	175	0	0	0	7	11	14	28	13	7	11	0	35	58	60	0	0	684	207	347	48	0	0	0	0	296	62	43	78	31	21	28	213	42	569	0	0	0	0	0	0	0	0	262	79	50	61	70	6	13	0	0	0	62	65	45	155	63	155	22	56	16	18	52	164	62	27	0	0	0	19	27	0	0	18	25	0	4	0	0	59	3	0	0	61	4	7	0	3	96	44	67	26	4	177	16	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	29	14	0	0	0	0	0	0
ASV_50	0	0	805	240	121	34	16	12	0	0	0	0	0	0	0	8	5	587	304	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1217	1468	519	2	0	0	3	0	0	0	0	0	0	0	4	18	0	0	0	0	9	11	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	12	75	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	318	659	1	4	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	428	215	123	199	17	36	8	30	0	2	0	0	0	737	804	0	0	0	0
ASV_51	2	0	9	0	5	191	44	56	50	282	0	0	100	164	153	369	197	0	9	11	1	0	0	248	37	76	18	14	3	9	0	0	1	0	4	342	153	0	0	0	396	32	15	16	0	0	4	0	0	0	0	0	6	7	3	22	2	65	20	55	81	46	29	143	0	0	16	27	135	126	12	14	8	0	40	320	179	255	9	6	0	0	0	3	11	0	1	27	1	84	26	39	48	35	12	32	0	1	0	0	0	170	221	337	715	387	14	14	9	26	14	2	0	0	0	0	3	0	147	2	140	52	76	10	7	67	54	45	53	11	23	0	4	8	0	95	130	0	0	0	234	314	32	0	20	0	0	1	0	0	7	9	29	64	21	104	77	133	153	91	106	100	52	85	0	0	0	52	76	90	56	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	90	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	20	454	0	11	0	0	0	0	0	0	0	0	0	0	2	152	0	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0	0	0	0	0	0	0	6098	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8744	8	0	0	0	0	0	6	0	11	22	56	0	0	17	11	0	0	116	1	4	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
