x	MP_1804_P12_Ve	MP_1804_P12_Ob	MP_1804_P8_Ob	MP_1807_P12_Ob	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P22_Ob	MP_1807_P28_Ve	MP_1807_P28_Ob	MP_1807_P38_Ve	MP_1807_P4_Ob	MP_1807_P4_Ve	MP_1804_P22_Ve	MP_1807_P402_Ve	MP_1807_P402_Ob	MP_1807_P8_Ve	MP_1807_P8_Ob	MP_1809_P12_Ve	MP_1809_P12_Ob	MP_1809_P22_Ve	MP_1809_P22_Ob	MP_1809_P28_Ve	MP_1809_P28_Ob	MP_1809_P38_Ve	MP_1809_P38_Ob	MP_1809_P4_Ve	MP_1804_P22_Ob	MP_1809_P4_Ob	MP_1809_P402_Ve	MP_1809_P402_Ob	MP_1809_P8_Ve	MP_1809_P8_Ob	MP_1904_P12_Ve	MP_1904_P12_Ob	MP_1904_P22_Ve	MP_1904_P22_Ob	MP_1804_P28_Ve	MP_1904_P28_Ve	MP_1904_P28_Ob	MP_1904_P38_Ve	MP_1904_P38_Ob	MP_1904_P4_Ve	MP_1904_P4_Ob	MP_1904_P402_Ve	MP_1904_P402_Ob	MP_1904_P8_Ve	MP_1904_P8_Ob	MP_1804_P28_Ob	MP_1907_P12_Ve	MP_1907_P22_Ve	MP_1907_P22_Ob	MP_1907_P28_Ve	MP_1907_P28_Ob	MP_1907_P38_Ve	MP_1907_P38_Ob	MP_1804_P38_Ve	MP_1907_P4_Ve	MP_1907_P4_Ob	MP_1907_P402_Ve	MP_1907_P402_Ob	MP_1907_P8_Ve	MP_1907_P8_Ob	MP_1909_P12_Ve	MP_1909_P12_Ob	MP_1909_P22_Ve	MP_1909_P22_Ob	MP_1909_P28_Ve	MP_1909_P28_Ob	MP_1909_P38_Ve	MP_1909_P38_Ob	MP_1909_P4_Ve	MP_1804_P38_Ob	MP_1909_P4_Ob	MP_1909_P402_Ve	MP_1909_P402_Ob	MP_1909_P8_Ve	MP_1909_P8_Ob	MP_2007_P12_Ve	MP_2007_P12_Ob	MP_2007_P22_Ve	MP_2007_P28_Ve	MP_2007_P28_Ob	MP_2007_P38_Ve	MP_1804_P4_Ve	MP_2007_P38_Ob	MP_2007_P4_Ve	MP_2007_P4_Ob	MP_2007_P402_Ve	MP_2007_P402_Ob	MP_2007_P8_Ve	MP_2007_P8_Ob	MP_2010_P105_Ve	MP_2010_P105_Ob	MP_2010_P123_Ve	MP_1804_P4_Ob	MP_2010_P123_Ob	MP_2010_P132_Ve	MP_2010_P132_Ob	MP_2010_P136_Ve	MP_2010_P136_Ob	MP_2010_P22_Ve	MP_2010_P22_Ob	MP_2010_P28_Ve	MP_2010_P28_Ob	MP_2010_P381_Ve	MP_1804_P402_Ve	MP_2010_P381_Ob	MP_2010_P7_Ve	MP_2010_P7_Ob	MP_2009_P12_Ve	MP_2009_P12_Ob	MP_2009_P22_Ve	MP_2009_P22_Ob	MP_2009_P28_Ve	MP_2009_P28_Ob	MP_2009_P38_Ve	MP_2009_P38_Ob	MP_2009_P4_Ve	MP_2009_P4_Ob	MP_2009_P402_Ve	MP_2009_P402_Ob	MP_2009_P8_Ve	MP_1804_P402_Ob	MP_2009_P8_Ob	MP_1804_P8_Ve
ASV_4	63.17763182	25.49444411	82.42291778	0	22.21111806	8.642296032	0.202514497	19.32668035	0	13.01236265	5.411951042	34.54556985	3.405704588	25.73340197	8.037364867	36.73962325	1.613195832	15.78880926	0	15.65619098	0	29.5482081	0	18.03020102	0	28.8386287	0	4.613317614	0	0	0	0	8.830412121	0	0	0	3.598740356	5.561735403	0	0	0	0	0	34.48276064	0	6.863606693	0	0	13.59705362	0	0	0	0	0	0	0	0.27367269	0	0	0	8.94494417	0	26.77694797	0	0.794076234	0	0	0	13.60690369	0	81.27249593	0	0	8.729812852	0.261935866	0.158716562	3.019130948	32.15175797	0	6.670585773	0	0	0	3.553778738	0	41.79728451	0	7.046285651	3.170832991	4.301942583	3.96204616	0	0	5.849492885	7.037883824	0	3.984143309	0	0	1.291122694	5.052418962	0	69.39926746	0	1.152306138	14.68487559	0	1.981767735	1.217193725	24.98750715	0	139.1736591	3.853239301	43.51136961	0	44.03928532	0	144.8275862	4.914593019	4.011417313	0	97.65029232	20.24444213	0	97.24867961
ASV_5	2.068557969	0	9.719035722	2.925544573	4.07203831	13.174700173	0.607543492	196.900219384	10.489699818	27.976579695	0.067649388	43.590228389	25.564070068	6.948018533	0.080373649	50.793987074	1.693855623	0.915750937	1.920255965	11.585581323	2.727684309	40.073936452	0.182704643	1.427390914	2.883317459	17.385573302	1.35017457	0.615109015	0	0	23.105426766	0	3.679338384	2.0479921	21.275636594	8.912745509	60.806301149	44.73489176	13.185765356	28.284723983	1.341460629	0.604960722	0.027684769	0	0.275074766	2.599019068	2.196542768	66.079253808	7.046225073	18.328069292	34.476832704	29.586774976	8.582279744	68.639697229	9.878896268	17.173367018	25.907681331	13.530954522	3.336526315	2.997619908	15.340579251	0.891519527	7.219858565	0.69091784	15.815351669	5.145329558	9.621174274	5.19511316	4.440147521	3.512590589	2.43817501	6.280110615	1.589355345	0.290993762	0	8.291353195	0.096234799	22.827748167	21.23558818	36.674325678	108.587411616	6.665521564	16.376713356	0.066633351	6.360452717	8.359456902	6.569683449	0	0	71.654231142	12.034715211	11.294306078	6.368336457	46.688702378	1.501415216	1.449705424	20.119923708	1.231316503	14.397057235	1.200744106	5.30503991	0	1.409672621	0	20.827933433	0	0.51256205	6.267340463	0	18.823922059	4.019436086	8.151600029	2.894746025	0.833967917	0	15.971580805	8.960323368	1.563218391	6.565589112	2.237136579	0	13.671040925	0.063263882	0	67.884981075
ASV_510	0	0	0	0	0	11.52306138	0	0	0	6.506181324	0	17.27278492	0	0	0	97.97232868	0	0	0	7.828095488	0	0	0	0	0.758767753	53.55745329	0	0	0	0	0	0	17.66082424	0	0	0	0	2.780867702	0	0	0	0	0	11.49425355	0	32.03016457	0	0	0	0	3.093826827	0	0	0	0	51.01000103	24.63054211	0	4.549808612	0	0	0	0	0	7.940762344	0	1.76672391	0	0	0	0	4.438240717	0	0	0	0	6.038261897	0	0	113.3999604	0	0	0	0.710755748	0	25.07837071	0	49.32399956	0	16.13228469	0	0	0	5.849492885	0	0	0	0	8.50638537	0	5.052418962	0	0	0	0	33.37471735	0	0	1.217193725	0	0	168.996586	25.04605546	0	0	8.807857064	0	64.36781609	4.914593019	2.005708657	0	16.27504872	0	0	16.20811327
ASV_82	44.83573968	0.962054495	7.849801694	0	25.91297107	345.6918413	2.632688465	0	2.53527488	338.3214288	16.23585313	794.5480979	13.62281835	109.3669584	2.009341217	1138.928321	56.46185411	6.315523703	0	254.4131034	33.49134895	0	0	180.3020102	12.8990518	1128.826323	0	147.6261637	0	0	253.6290521	0	78.00197374	0	3.380662594	0	26.99055225	58.39822173	0	87.57526041	7.060319102	408.3484875	40.60432715	1195.402369	0	41.18164016	0	0	0	29.57585753	6.187653655	12.34282287	4.075882336	28.23785013	6.596925722	448.8880091	270.9359632	6.130529555	145.5938756	7.275776475	8.94494417	0	2.975216442	0	47.64457407	1.323131987	3.533447821	0	40.82071107	0	1416.463563	124.2707401	131.0486862	56.74378354	1.047743463	33.330478	33.21044043	42.86901063	17.3210344	80.04702928	22.72223097	0	469.3028305	202.5653881	18.43609483	225.7053364	0	535.5177095	31.70832991	193.5874162	11.88613848	6.48476904	0	17.54847866	18.29849794	0.612821315	43.8255764	0.529598496	89.31704639	30.98694466	106.1007982	0.600234535	0	0	57.61530688	113.4740385	16.40198559	51.52596112	2.43438745	1.561719197	0	0	321.7454817	43.51136961	0	220.1964266	0	1721.83908	0	37.10561015	0	0	7.591665797	42.69251304	36.46825486
ASV_793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204109018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49425355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.02482968	0	0	0	0	0	19.88195129	1.926619651	21.7556848	0	0	0	0	0	0	0	32.55009744	0	0	0
ASV_364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.339653958	0	0	0	0	0	0	0	0	2.648266944	0	0	0	0	0	0	1.799370178	0	0	0	0	0	0	0	0	0	0.360253028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142013944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00496618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189791645	0	4.052028317
ASV_6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593657324	0	0	0	0	0	0	0	0.518537762	0	0.017085402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.43782761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040687622	0	0	0
ASV_3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184481149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_489	0	0	0	0	0	2.880765344	0	0	0	0	0	0	0	38.17121293	0	24.49308217	0	0	0	0	0	0	0	0	0	0	0	0	8.872757259	0	0	0	0.029434707	0	0	0	0	0.203930298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034006667	0	0	2.825670612	0	0	0	0.238017315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115230614	0	0	0	0	0	0	0	0	0	0	0.044039285	0	0	0	2.005708657	0	0	0	0	0
ASV_2915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480805347	0	0	0	0	0	0	0	0	0	0	0.036605902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.857657045	0	0	0	2.150971291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_62	4.075976292	0.012025681	0.117747025	0	0	0	0	0	0	0	0	34.54556985	1.702852294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277437489	0	0	0	0	0	0	0.71974809	0	0	0	0	0	1.845651234	0	4.504349296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.441427	0	0	0	0.203000296	0	0	0	0	0	0	0	0	0	0	13.93242817	0	3.523142826	0.528472165	1.075485646	0	0	0	0	0	0	0	0	0	1.291122694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.632183908	9.952050863	0	0	0	14.01294978	0	0
ASV_3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073211805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.325363373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_63	0.061139647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.119804099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.41762636	0	0	0	0	0	0	0	0.015428529	0	0	0	0	1.094690761	0	3.63984689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872981285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027013522
ASV_5671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025014698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127595781	0.012911227	0	0.060023454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_69	0.061139647	0	0.014718378	0	0	0	0	0	0	0	0	0	0	0.085778007	2.009341217	0.647317172	0	0	0	0.026093652	0	0	0	0	0	1.64792164	0	0	0	0	1.439030083	0	0.029434707	0	0	0	0	0	0	0	0	0	0	3.141762636	0	0.341655089	0	0	0	0	0	0	0	0	0	0	0.54734538	0	4.741379501	0	0.618691972	0	0	0	0	0	0	0	0	0	0	0	0	0.75658378	0	0.317433124	0.090573928	0.026793132	0	0	0.053255229	0	0	0.066633351	0	0	0	0.176157141	0	0.483968541	0	0	0	0.014623732	0	0	0.159365732	0	0.021265963	0	0.126310474	0.060023454	0	0	0	2.011382981	0	0.44589774	0.68467147	0	0	0.173967074	0.231194358	0	0	7.090324936	0	0	0	0.083571194	0.302522948	4.455294587	0	0.784474927	0.540270442
ASV_223	0	0	0	0	0	0	0	0	0	0	0	51.81835621	0.113523486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.471735354	0	0	0	0	0	0	0	0	35.08772189	0	8.429119267	0	0	0	0	0	0	0	0	0	0	0	0	26.27257825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710755748	0	0	5.418295628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.004966027	0	0	0	0	0	0	0	0	0	0	0	4.022988506	0	0.083571194	0	0	0	0	0
ASV_64	0.030569823	0	0.014718378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088304121	0	0	0	0	0.074156472	0	0	0	0	0	0.76628357	0	0.597896405	0	0	0	0	0	0.015428529	0	0	0	0	0	0	0	0	0.02236236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	0.152849117	0	0.853665934	0	0	0.192051023	0	0	0	0.433745422	0	17.27278492	0.106428268	0	0	25.34450836	1.613195832	0.210517457	0	7.332316107	0	0	0	6.611073707	0	53.55745329	0	0	0	0	11.36833766	0	0	0	16.94838847	0	0	3.652206248	0.164564934	0	0.151292552	1.270417517	0.332217222	0	0	8.541377218	0	0	0	0.053774286	0.011601851	0	0	0	0	5.101000103	0.54734538	0	0.303320574	0	0.760320254	0.042243768	0	0	0	0	0	0	0	0	25.54278494	0	0	3.782918902	0	0	0	0	0	0.025014698	0	0	0	0	0	50.20898802	16.25488688	7.046285651	0	13.99475696	0.921175732	0	0	2.398292083	0	0	0.996035827	0.105919699	0.021265963	1.446057417	0	0	0	0	0	1.334988676	0.017085402	2.4937244	0.228223823	0.059494066	0	9.940975647	0.130046826	0	0	14.79719987	0	32.22988506	0	0.167142388	0	15.84104742	0.332135379	7.556574809	3.538771397
ASV_66	0.061139647	0	1.177470254	0	0	0	0	0	0	0	0	0	0.021285654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030050334	0.011530072	0	0.018539118	0	0	0	0	0	1.76245221	0	0.475876731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581987523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029247464	0	0	0	0	0.170127707	0	0	0	0	0	0	1.628686247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189791645	0	13.20961231
ASV_771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588694141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050029395	0	0	0	0	0	0	0	0	0	0	0	0.016211923	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400496618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37958329	0	0.027013522
ASV_67	4.075976292	0	0	0	0	0	0	0	0	0	0	51.81835621	8.514261471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12610795	0	0	0	0	0	0.368962298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18562961	0	0	0	0	0	0	1.751579873	0	1.455155295	0	0	0	0	0	0	0	0	0	0	0	0	6.240413629	0	0	0	3.019130948	0	0	13.34117155	0	0	0	0	0	0	0.451524636	0	0	0	0.014857673	0	0.022726022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.561719197	0	0	1.926619651	0	0	0	0.013440485	0	24.57296509	1.002854328	0	0	0	0	0
ASV_68	0.489117174	0	0	0	0	2.880765344	0	0	0	0	0	51.81835621	0	0	0	12.24654108	0	0	0	0	0	0	0	0	0	20.5990205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49425355	0	2.287868898	0	0	0	0	0	0	0	0	0	0	8.210180704	0	0	0	0	0	0	0	0	0	0	0	0	0	11.61035675	0	0	0	0	0	0	0	0	0	0	0	0	21.32267243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.34988706	0	0	0	0	0	0	0	0	0	0	0	24.13793103	0	0.167142388	0	0	2.530555266	0	0
ASV_227	0	0	0	0	0	0	0	0	0	0	0	0	0.113523486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_96	0.978234348	0	0	0	0	0	0	0	0	0	0	1.72727854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37078236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.364906426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.267536751	0	1.822442843	0	0	0	0	0	0	0	0	0	0	0	4.914593019	0	0	0	0.126527763	0	0.054027044
ASV_93	144.697159761	6.247341376	0.029436756	0	0	0	0	0	0	57.254395654	46.54277896	552.72911322	1.702852294	118.373649063	8.117738516	0.204109018	0	0	0	19.831175234	1.819696626	0	0	131.01946075	80.024705651	61.879457578	0	24.604360609	36.821942629	1.437630627	9.71345306	0	19.750688446	0	0	0	2.159244223	0	0	0	0	1.209921444	0	298.08430863	12.011598123	0	0	0	0	0	0	0	0.12227647	6.902585586	0	0	304.96260104	14.88842892	697.50960655	65.481988275	4.472472085	0	46.215028724	6.316963108	0	0	0	0	9.97839604	0	147.882080148	0	32.762171554	964.64432017	53.434916616	0.158716562	0	0	0	0.667058603	0	0	0	0.177688937	0	239.69001114	192.349494768	538.424302391	60.245826825	0	0	0	0	6.434442174	0	0	7.437067511	0.05295985	14.035535861	4.811583907	28.167235717	6.797656113	0	0	0	222.24891996	0.170854017	11.692429638	4.016739293	3.361414658	0	64.17728195	15.990943105	0	0	17.659753413	1.792064674	104.59770116	18.598662959	345.9847432	65.624208707	81.456618844	136.68161629	18.61393569	3.781893096
ASV_584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177529629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_70	0.18341894	0.006012841	0.029436756	0	9.378027624	0.192051023	0	0.644222678	0	9.976144697	0	0	0.80885484	1.115114085	0	0.816436072	0	1.473622197	0	10.69839717	1.853187975	0	0	0	0.06070142	8.239608199	0.662349789	0	0	0	0.386739335	0	1.40305437	0	2.794681078	0	0.446740194	0.389321478	0	0.239789403	0	0	0	11.49425355	0	5.832540443	0.015010543	0.150331973	7.409867205	0.107548573	0.011601851	0.046285586	0	1.436027421	0.016492314	0.068013335	1.231527106	0.016421061	0.590676908	0	0.477063689	0	3.371911967	0.009870255	1.078620218	0.059540942	0.015821409	0	0	0	1.548047589	0.355059257	0	0	0.01964519	0	0	4.536970292	0	0.050029395	1.011849348	0	0	0.710755748	0	11.14594254	0.451524636	0.792707136	0	0	0	0	0	0	0	0	0	0	0	0	2.231485042	0	0	0	0	2.936975097	0	0.099088387	0	1.343078509	0	0.397639026	0	0	0	0	0	0.091954023	5.83607921	0.045173619	0	0	0.210879605	0	1.91796007
ASV_88	0.061139646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028807653	0	0.017085402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	1.283932581	0.006012841	0	0	0	0.384102046	0	0	0	0.433745422	0	0	0	0	0	0.816436072	0.005041237	0	0	0	0.011163783	0	0	4.507550255	0	0	0	0	0	0	1.798787604	0	0	0	0	0	0	0	0	0.031276879	0	0	0.027684769	0	0	0	0	0	0	2.688714321	0	0	0	0	0	0	0.045612115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025014698	0	0	0	0	0	0	0	0	0	1.156147069	0	0.626861007	0.007575341	3.802170376	0	0	0.717145796	0	0.340255415	0	0.378931422	0	0	0	6.107222529	3.462070697	0	0.099088387	0.045644765	0	0	30.22056597	3.853239301	0	0	0.044039285	0	0	0	0	0	1.302003898	1.328541515	0	0.297148743
ASV_53	2.037988146	0	0	0	0	0	0	0	0	0	0	7703.662045	0	0	0	0	0	0	0	0	0	0	0	0	0	8.239608199	0	0	0	0	0	0	4.415206061	0	0	0	0	0	0	0	0	54.446465	0	321.8390993	0	0	0	0	0	0	0	0	0	0	0	0	697.8653598	0	0	0	0	0	0	0	0	0	0	0	0	0	963.6596329	0	0	34.91925141	0	0	0	0	0	13.34117155	0	0	0	0	0	192.2675087	0	77.50914216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.02483029	0	0	0	0	0	0	0	0	0	0	0	1239.08046	0	1.002854328	0	0	0	0	0
ASV_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.598740356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710755748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_354	0	0	0	0	0	0	0	0	0	26.0247253	0	0	0	0	0	0	0	0	0	0	0	0	0	54.090603065	0.758767753	20.599020499	0	0	6.049607222	0	0	0	0	0	0	0	0.71974809	0	0	0	0	0	0	68.96552128	0	0	0	0	0	0	0	0	0	9.412616708	0	15.30300031	0.27367269	0	0	0	0	0	0	0	7.940762344	0	0	0	0	0	11.61035675	0	0	130.9471928	0	4.761496858	0	0	0	0	0	0	0	0	0	8.359456902	0	0	0	0	0	0	0	4.09464502	0	0	0.159365732	0	0	0	2.526209481	0	0	0	6.107222529	4.004966028	0	0	0	0	0	9.940975647	0	0	0	88.07857064	0	32.18390805	0	114.3253934	0	0	0	0	4.052028317
ASV_759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.669977352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
