x	MP_1804_P12_Ve	MP_1804_P12_Ob	MP_1804_P8_Ob	MP_1807_P12_Ob	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P22_Ob	MP_1807_P28_Ve	MP_1807_P28_Ob	MP_1807_P38_Ve	MP_1807_P4_Ob	MP_1807_P4_Ve	MP_1804_P22_Ve	MP_1807_P402_Ve	MP_1807_P402_Ob	MP_1807_P8_Ve	MP_1807_P8_Ob	MP_1809_P12_Ve	MP_1809_P12_Ob	MP_1809_P22_Ve	MP_1809_P22_Ob	MP_1809_P28_Ve	MP_1809_P28_Ob	MP_1809_P38_Ve	MP_1809_P38_Ob	MP_1809_P4_Ve	MP_1804_P22_Ob	MP_1809_P4_Ob	MP_1809_P402_Ve	MP_1809_P402_Ob	MP_1809_P8_Ve	MP_1809_P8_Ob	MP_1904_P12_Ve	MP_1904_P12_Ob	MP_1904_P22_Ve	MP_1904_P22_Ob	MP_1804_P28_Ve	MP_1904_P28_Ve	MP_1904_P28_Ob	MP_1904_P38_Ve	MP_1904_P38_Ob	MP_1904_P4_Ve	MP_1904_P4_Ob	MP_1904_P402_Ve	MP_1904_P402_Ob	MP_1904_P8_Ve	MP_1904_P8_Ob	MP_1804_P28_Ob	MP_1907_P12_Ve	MP_1907_P22_Ve	MP_1907_P22_Ob	MP_1907_P28_Ve	MP_1907_P28_Ob	MP_1907_P38_Ve	MP_1907_P38_Ob	MP_1804_P38_Ve	MP_1907_P4_Ve	MP_1907_P4_Ob	MP_1907_P402_Ve	MP_1907_P402_Ob	MP_1907_P8_Ve	MP_1907_P8_Ob	MP_1909_P12_Ve	MP_1909_P12_Ob	MP_1909_P22_Ve	MP_1909_P22_Ob	MP_1909_P28_Ve	MP_1909_P28_Ob	MP_1909_P38_Ve	MP_1909_P38_Ob	MP_1909_P4_Ve	MP_1804_P38_Ob	MP_1909_P4_Ob	MP_1909_P402_Ve	MP_1909_P402_Ob	MP_1909_P8_Ve	MP_1909_P8_Ob	MP_2007_P12_Ve	MP_2007_P12_Ob	MP_2007_P22_Ve	MP_2007_P28_Ve	MP_2007_P28_Ob	MP_2007_P38_Ve	MP_1804_P4_Ve	MP_2007_P38_Ob	MP_2007_P4_Ve	MP_2007_P4_Ob	MP_2007_P402_Ve	MP_2007_P402_Ob	MP_2007_P8_Ve	MP_2007_P8_Ob	MP_2010_P105_Ve	MP_2010_P105_Ob	MP_2010_P123_Ve	MP_1804_P4_Ob	MP_2010_P123_Ob	MP_2010_P132_Ve	MP_2010_P132_Ob	MP_2010_P136_Ve	MP_2010_P136_Ob	MP_2010_P22_Ve	MP_2010_P22_Ob	MP_2010_P28_Ve	MP_2010_P28_Ob	MP_2010_P381_Ve	MP_1804_P402_Ve	MP_2010_P381_Ob	MP_2010_P7_Ve	MP_2010_P7_Ob	MP_2009_P12_Ve	MP_2009_P12_Ob	MP_2009_P22_Ve	MP_2009_P22_Ob	MP_2009_P28_Ve	MP_2009_P28_Ob	MP_2009_P38_Ve	MP_2009_P38_Ob	MP_2009_P4_Ve	MP_2009_P4_Ob	MP_2009_P402_Ve	MP_2009_P402_Ob	MP_2009_P8_Ve	MP_1804_P402_Ob	MP_2009_P8_Ob	MP_1804_P8_Ve
ASV_91	0.407597645	0.024051362	4.763848403	3.911591629	0.777389132	10.10188381	0.553539626	0	0.405643981	1.301236265	28.14214542	18.40336724	0.170285229	2.659118204	4.902792569	9.120757265	9.759834781	0	0.28553992	39.323133	27.82014719	0.328313423	0.182704643	3.305536854	1.962679254	3.790219771	0	0.615109015	7.420851526	1.235857907	15.9912218	0.205267652	1.236257697	0	0.450755013	0.945465888	0	0	0.010285308	0.625537574	0.060517021	1.935874311	5.315475554	5.440613345	4.126121493	0.646704275	1.816275683	0	0.33992634	13.13885065	6.787082603	6.171411433	0.733658821	1.882523342	5.805294635	0.340066674	2.143769406	4.203791695	26.18135482	6.111652239	6.924877611	0.021121884	0.595043288	1.184430583	8.470146501	6.956366609	0.1177816	0.085457653	0.907126913	0.437450472	0	0	0.102381786	3.200931379	2.86819773	1.587165619	5.25328785	0.32151758	0.461894251	2.234646319	1.230787511	0	2.102085595	0	0.819381992	8.568443324	3.138096218	3.200188067	25.76301805	1.371244198	0.356584154	0	0.151506815	0.365593305	1.407576765	1.22564263	1.832705922	0	8.641069805	9.291779656	3.031451377	2.641031955	1.850647132	0	0	1.237089519	0	0.049544193	0.091289529	0.270697994	1.073041892	11.00963053	9.81612712	8.702273922	0	4.536046388	0.873631528	1.072796935	0.023037155	6.01712597	1.963490287	0.732377192	1.054398027	3.025831862	0.810405663
ASV_997	0	0	0.014718378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.614937163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026793132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037078236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535862633	1.489608959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0479921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407588234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_213	0	0	0	0	0	0	0	0	0	0	0	0	1.702852294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.033506057	6.456840214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352314283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	2.037988146	0	4.572509487	0	0	0	0	0	0	0	0	0	0.085142615	6.862240526	2.170088515	0.204109018	1.613195832	0	0	0.104374607	0.279094575	0	0	0.30050335	0	0	1.72446099	0	0	0.15132954	0	0.034211275	1.471735354	0	0.991661029	14.804612204	0	0	0.548549781	0	0.201723402	0	0.110739074	1.53256714	0.275074766	0.305049186	2.121490054	0	0	0	0	0	0	0	0	0	0	0	5.15644976	0.327409942	0	0	0	0	0	0	0	0	0	0	0	0.022191204	0	0.145496881	0	0	0	0	0	0	0	0	0.623292822	0.710755748	1.659248534	0	2.709147814	0.440392854	0.845555464	0.537742823	0.029715346	0	0	1.169898577	1.595253667	0	0	1.059196992	0.021265963	0	0.126310474	0.090035181	0	0	0	5.500153351	0	0	0	0	0	0.049704878	0.655050681	0	0	8.807857064	1.845826614	0	0.737188953	0.045173619	0.090175109	0.651001949	2.31967566	0.528319849	8.725367644
ASV_92	0.09170947	0.030064203	0.559298371	0	0	0	0.40629471	0	0	0	5.411951042	0.094215193	0.276713498	0	4.018682434	0	0	0	0	0	2.232756596	0	0	0	0	0	1.079421131	0	0	0.378323849	0	0	0	0	0.330553676	9.627609962	0	0.037078236	4.27868829	2.627257812	2.730830567	0.120992144	1.661086111	0.076628357	0.068768692	0.183029512	2.646859053	0.445428068	0	0.08066143	6.199255505	0	0.855935291	0	3.078565337	1.360266694	0	0.032842123	0	5.82062118	0	0	0	0	0	1.323131987	0	0	0	0.002050549	0.387011897	0.784089193	0	0	0	0	3.019130948	0	0	7.115291593	0	0	0	0.133266703	0	0	2.776876509	0	0	1.075485646	0.356584154	0	0	0	0.187676902	0	0	0	0	1.291122694	0	0	0	0	0	1.415087999	0	0	0	0	0	9.278243937	1.926619651	0	0	0	0	0	0	0.083571194	0.046541992	0	3.795832899	0	0.459229876
ASV_1034	0	0	0.117747025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450755013	0.307468582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0.489117174	0	0	0	0	3.072816367	0.202514497	0	3.211348181	1.301236265	0	0	0	0	0	43.306101953	5.457979231	0	0	0.521873032	0.160014223	0	0.004567616	0	1.224145308	0	0	0	0	0	1.798787604	0.524572889	0	0	0.450755013	0	0	0	0	0	0.151292552	0	0	0.076628357	0	0.305049186	0	0	0	1.971723835	0	0	0	0	6.860802751	0	0.27367269	0.109473742	0.303320574	1.455155295	4.219032	0.105609421	0	0	0	0	0	0.071214711	0	0	0	0	0	0	0	5.078929982	0.603826189	0	0	0.667058603	0.142013944	0	0.036664284	0	0.532598295	0	0	0	6.341665982	35.060832048	4.066049872	0	0	0	0	0.612821315	0	0.158879549	2.062798452	0.516449078	0.126310474	1.800703606	0	0	0	9.344920883	0	0	0	0	0	9.940975647	0.115597179	8.702273922	0	0	1.953350495	0	0	0.083571194	0	11.107720752	1.265277633	18.715330405	8.104056635
ASV_375	0	0	0	0.008149149	0	0	0	0.212593484	0	0	0	0	0	0	0	0	0	0.242095075	0.149908458	0	0	0.098494027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093070874	0.074156472	0.020570617	0	0	0	0	0	0	0	0	0.52894583	0	0	0	0.488570072	0.068780514	0	0	0	0	0	0	0	0	0	0.218182539	0.039481019	0	0	0.11074986	0.09613986	0	0	0	0	0	0	0	0	0	0	0.138568275	0	0.195269172	3.47023717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114904	0	0	0	0	0	0	0.780741759	0.537248353	0	0	0	0	0	0.062468768	0.053652095	0	0	0.054389212	0.078945863	0	0	0.536398467	0	0	0	0	0	0	0
ASV_215	0	0	19.918871794	0	0	5.627094972	0.407560426	0	0	0	0	0	17.028522942	0	0	14.695849305	9.67917499	0	0	0	0	0	0	0	0	0	5.016613786	0	0	0	0	0	0	0	0.030050334	9.224057448	0.359874045	0.18539118	8.23853202	0.208512525	0	6.654567945	1.845651234	34.48276064	0	8.693901812	15.010542835	6.681421013	0	0.887275726	3.952363772	0.015428529	0.12227647	0	0	0	0	0.114947429	0	0	0.49197193	0.06468577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.868351992	0	0	0	0.710755748	0	0	0	0	0	28.043288213	3.976903833	0	0	0	2.533638177	0	0	0	0	0	1.263104741	0	0	0	0	6.577044325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.925486009
ASV_50	0.407597645	1.92410899	23.549405084	0	0	0	0	0	0	0	5.411951042	0	0	0	0	46.536856125	3.226391664	0	0	6.001539874	0.022327566	0	0	0	0.06070142	0	0	0	0	0	0.719515042	1.539507391	0	0	10.141987783	4.612028724	0.71974809	2.780867701	4.114123356	0.208512525	1.008617015	1.209921444	9.615842929	19.923372817	14.854037374	24.782195902	5.904146848	0	0	3.405704807	0.046407402	0	0	0.31375389	0	0	6.020799183	0.591158207	4.853129186	0.152791306	0.298164806	0.704062805	0	0	0.529384156	0	0.070668956	0	0	0.109362618	0.387011897	4.438240717	0	0	0	4.761496858	3.019130948	0	0	0	0	0	0.293314269	0.710755748	0	2.943225451	3.431587231	0	0.60774299	0	5.94306924	0	0	0	1.126061412	0	0.265609554	0.529598496	0.340255414	0.051644908	0.63155237	2.631028046	0	0	0	2.224981178	0	1.585414188	1.521492157	0	0.357680631	1.192917078	0.462388716	0	0	0.352314283	0.161285821	4.022988506	0	0	0	1.302003898	15.183331595	25.91435542	8.347178334
ASV_2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.465513193	0	0	0	0	0	0	0	0	0	0	1.402662289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264692078	0.456480553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189364662	0.252620948	0.150058634	0	0	0	0	0	0	0.639026705	0	0	0	0.423856323	0	0	0	0	0	0	0	0	0.651001949	0	1.40885293	0
ASV_3999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18562961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.613195832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034211275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148852354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498017914	5.68215053	0	0.671383801	0	0.120046907	0	0	0	0	0	0	0.091289529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.484298334	0.080659792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198469806	0	0	0	0	0	0	0	0	0	0.634866248	3.034226603	0	0	0	0	0	0	0	0	0	0	0	0	0.322645694	0.252580443	0	0	0	0	0	0	0.013239962	0.170127707	0.064556135	0.126310474	0	0	0	0	0	0	0	0.426017804	0	0	0	0.346791537	0	0	0	0	0	0	0	0	0.712033382	0	1.456882007	0
ASV_1064	0	0	0	2.607727753	0.246790201	0	0	0	0	0.433745422	0	0	0	9.542803231	23.978138516	13.26708617	1.34432986	0	0	0.260936516	0.14885044	0	0	0	0	0	0	0	0	0.504431799	0.359757521	0.102633826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.196277232	0	0	0.54734538	0	23.355684209	10.186087065	0.02236236	0.704062805	0	0	0	0	0	0	0	0	0	0	0	0.436490643	0.261935866	0	0.241530475	0	0	0	0	0	0	0	0	0	0	0.587190471	47.377529613	0.322645694	0	0	0	0	0	0	0	0	0	0.051644908	0	0	0	0	0	0	0	0	0	0	0.089420158	0	0.115597179	0	0.701741001	0	0.188166791	4.022988506	1.474377906	0.045173619	0	0	0	0.42692513	0
ASV_73	46.904298339	0	51.023711007	14.497336475	2.455562496	0	0.405028994	0.154613443	6.122688835	24.116245441	102.827069794	34.592677437	0	168.296448897	4.313385813	0.816436072	8.065979159	2.136752186	2.355704343	4.749044596	11.186110547	0.971807734	1.597143084	4.778003271	31.261231406	12.716461987	1.254153447	73.013440107	0	0	0.521648405	16.455623443	68.661360037	52.985395612	6.761325188	13.836086172	1.799370178	22.265480729	62.455820988	6.933041448	1.633959564	15.184514129	1.661086111	3.831417848	37.364322403	22.225883718	14.33506841	0	39.742395873	5.404315785	6.326875862	1.342281987	4.091166895	13.201798306	25.557589735	30.061893941	0.136836345	40.31370551	0.095785444	0	6.611804565	2.090626492	2.895877337	14.591526764	0	1.323131987	0.015821409	0.405923852	24.229837275	14.71679081	1.175548665	34.662659999	3.354222325	1.338571304	2.553874691	13.560743051	15.339072174	68.268899439	82.575144672	0.692073301	14.799036371	13.331043128	37.083885977	0.355377874	13.069142779	1.857657045	5.689210409	0.088078571	9.671040623	35.813672012	22.187458496	0.275602684	0.030301363	5.825119998	12.696342418	0.126394396	1.812785206	0.033099906	1.984823253	1.291122694	3.789314222	0.050019545	0.281934524	0	5.819145994	4.093965293	0.341708033	13.996234632	2.43438745	4.622688823	4.551486024	3.976390259	3.853239302	65.992243903	68.485535842	70.037143417	0.10752388	16.96551724	16.978383071	4.42284473	0.69812988	178.001564103	20.244442131	68.340040263	9.751881483
ASV_5413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019045987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	4.075976292	2.405136237	0	15.64636652	3.701853009	0	0.202514497	19.970903028	58.31132225	352.201282388	27.05975521	172.72784923	0	6.862240526	0	61.23270541	4.839587495	22.10433296	0	11.742143232	0	39.397610799	0	58.898656665	56.1488137	89.811729377	0	4.613317614	6.049607222	1.891619246	26.981814052	0	537.870213876	192.5112574	2.704530075	0	0	13.904338509	4.114123356	25.230015495	7.060319102	71.99032594	0	241.37932445	0	17.082754437	0	0	3.399263405	19.358743111	12.37530731	31.268484598	12.22764701	12.550155611	19.79077717	369.992540824	221.674879048	6.130529555	4.549808612	0	4.472472085	0	71.603542365	129.4977437	0.264692078	0	2.1200687	0.712147109	156.479392445	17.06056842	0	528.1506453	3.120206814	8.729812852	0	4.761496858	3.019130948	0	0	13.34117155	11.36111549	0	87.99428072	10.66133622	215.087773	25.078370702	5.418295628	0	0	64.52913874	0	16.2119226	10.10045433	2.924746443	0	1.838463945	0	0	0	0	0	0	34.69963373	0	1.152306138	6.67494338	0	0	0	0	0.715361261	19.881951294	11.5597179	65.26705441	123.5064162	44.03928532	17.92064674	56.321839082	1.842972382	5.014271641	0	65.10019488	2.530555266	8.538502609	15.667842827
ASV_230	0	0	23.54940508	0	0	0	0	0	0	0	5.411951042	17.27278492	3.405704588	0	0	12.24654108	0	0	0	0	0	4.924701349	0	0	0	0	0.627076723	0	0	0.12610795	0	0	5.886941414	0	17.804822994	4.612028724	0	0	0	0	0	1.209921444	88.591259234	0	3.667663549	23.793836534	26.01827425	0	0	0	0	0	0	0	0	20.404000413	0	7.882109428	0	0	0	0	0	0	0	0	0	0	0	0	0	8.876481434	0	0	0	0	0	0	0	0	0	0	0.293314269	31.98400866	0	0	0	1.174380942	0	3.76419976	0	0	0	0	0	1.838463945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.779858952	0	0	0	3.584129347	0	9.829186038	0	0	16.27504872	0	0	34.685362394
ASV_7819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04607431	0	0	0	0	0	0
ASV_81	0.489117174	4.810272475	7.849801694	0	0	2.880765344	0	0	0.20282199	2.298850734	16.235853122	0.047107597	0.085142615	0.321667525	0.133956081	0.204109018	0.080659792	0	0	0	0	0.656626847	0	0	0	4.16100214	0.630995953	0	0	0	0	0	0.058869414	4.479982719	44.023739566	23.094733833	0.297826796	0.945495018	4.15526459	0.031276879	0.968272335	12.764671242	25.377704468	0	5.501495324	1.220196745	9.256501415	0.359126379	0	0.179247621	0.487277725	6.171411433	0	0.036202372	5.409479092	0.340066674	0	1.861053614	0	0	0	0	0.15867821	0	0	0.148852354	0	0	0	0	0	18.344728297	0.585038778	0	0.261935866	0	3.658809317	0.026793132	0	0.025014698	0	0	0.183321418	0.533066811	0	0	0	0	0	0.48396854	0	1.296953808	0.202009087	3.743675446	1.998759006	2.740460317	11.41457058	0.562698402	0.283546179	1.032898156	1.263104741	0.600234535	0	0	11.523061377	0	9.340019571	0	5.325222547	0	0.357680631	0	0.481654913	17.404547844	3.157834506	0	6.854647377	0.091954023	0	0	0	0	0	0.42692513	42.411229719
ASV_951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041198041	0	0	0	0	0.026981814	0	0.19623138	0	10.36736529	0	0	0	0.010285308	3.158964751	0.151292552	0	0	0	0	0.305049186	0.015010543	0	0	0.026887143	0	0	0.12227647	0	0.131938514	0	0	0	0	0	0.04472472	0.001320118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200117581	0.508883298	0	0	0	0	0	0	0	0	0.161322847	0	3.274808366	0.151506815	0	0	0	4.820813405	0	0.567092358	0.051644908	1.263104741	0	0	0	2.76553473	0	2.135675207	0	0	0	0	0	0	0	0	0	0	0.091954023	0	0	0	0	0	0	5.672839644
ASV_71	0.978234347	0	0	0	3.701853009	0	0	0	0	13.01236265	0	51.81835477	0	12.86670099	2.009341217	0	0	3.157761851	0.856619761	0	0	4.924701349	0	0	0	0	0	0	6.049607222	1.513295397	0	0	0	0	3.380662594	0	0	0	0	0	0	0	0	11.49425355	0	0	2.001405711	0	2.719410724	0	3.093826827	0	0	0	0	0	0	0	9.099617224	1.455155295	8.94494417	0	0.099173881	0	0	0	0.2355632	0	0	0	0	0	0	3.34642826	0.785807597	0	0	21.43450531	0	0	5.680557743	0	0	0	0	0	0	0	0	0	0	3.24238452	0	0	0	0	0	0	0	1.291122694	2.526209481	0	17.34981686	0	0	0	1.822442843	0	0	1.561719197	0	0	0	0	0	0	0	0.268199234	0	0	0	0	0	0	0
ASV_512	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107222508	0	1.02054509	0	0	0	0	0	0	0	1.562617422	0.303507101	0	0	0	0	0	5.639199138	0	0	0	0	0	0	0	0.020570617	0	0.151292552	0	0	0	0	0.610098373	0.415291685	0	0	0	0.034805552	0	0	0.036202372	0.032984629	0.034006667	0.09122423	0.114947429	0	0	0	0.146533071	0	0	0	0.223278531	0	0	0	0.131235142	0.087077679	0.088764814	0.43390376	3.200931379	0	0.019045987	0.090573928	0	0	0.075044093	0.284027887	3.332760782	0.293314269	0.177688937	0.030726825	0	0	0	0	0.645291387	1.98102308	0	0	0	0.093838451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099409756	0.115597179	0	0	0.220196427	0.05376194	0.091954023	0.023037155	0.083571194	0	0.081375244	0	0	0.054027044
ASV_3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031621055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016211923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208512525	0	0	0	0	0	0	0	0	0	0.286796194	1.218194313	0	0	1.327420305	0	0	1.094690761	0	0	0	0	0.021121884	0	0	0	0.029770471	0	0	0.453563456	0	0.261233037	0	0	0	0	0.019045987	0	0	0	0.300176371	0	0	0.036664284	0	0	0	0	0	0	0	0	0	0	0	0.187676902	0.0114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829337572	0	0	0.020343811	0	0	0
ASV_7751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536398467	0	0	0	0	0	0	0
ASV_4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067087081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_232	0	0	0	0	0	0.096025511	0	0	0	0	0	0.188430386	0.074925504	0	0	0	0	0	0	0	0	0	0	0.30050335	1.92221164	0.549307213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374073341	0	0	0	0	0	0	0	0	0	0.119081883	0	0	0	0.874900945	1.548047589	0	2.925193888	0	0	0	0	0	0	0	0	0	0	0.177688937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.842972382	0	0	0	0	0	2.971487433
ASV_83	12.22792888	0.481027247	0	0.217310646	11.10555903	0	0	0.644222678	0	0	0	0	1.702852294	0	0	0	0	3.157761851	5.996338328	0	0	0	0	0	0	0	0	0	0	1.513295397	0	0	8.830412121	0	0	0	7.197480855	0	0	0	0.151292552	0	0	22.98850709	0	0	0.200140571	1.670355253	1.812940483	0	0	0	0	0	0	0	0	0	0.303320574	0.109136647	0	0.105609421	2.975216442	7.369790292	0	0	0	0.712147109	0	0.437450472	11.61035675	0	0	0.290993762	0.261935866	0	0	42.86901063	13.85682752	0	5.680557743	0	29.33142691	0	0	0	0	21.13885695	0	1.075485646	1.98102308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.334988676	0	0	0	35.91954153	7.511293242	0	0.192661965	0	0	0	0	8.045977011	4.914593019	1.002854328	0	0	0	0	0
