x	MP_1804_P12_Ob	MP_1804_P12_Ve	MP_1804_P22_ObB	MP_1804_P22_VeA	MP_1804_P22_Ve	MP_1804_P28_ObB	MP_1804_P28_VeA	MP_1804_P28_Ve	MP_1804_P38_Ob	MP_1804_P38_Ve	MP_1804_P402_ObB	MP_1804_P402_Ve	MP_1804_P4_ObB	MP_1804_P4_Ve	MP_1804_P8_Ob	MP_1804_P8_Ve	MP_1806_CA042_1B	MP_1806_CA042_2B	MP_1806_CA042_3B	MP_1807_P12_ObA	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P28_ObA	MP_1807_P28_ObB	MP_1807_P28_Ve	MP_1807_P38_VeB	MP_1807_P38_Ve	MP_1807_P402_Ve	MP_1807_P4_ObB	MP_1807_P4_Ve	MP_1807_P8_Ve	MP_1809_P12_Ob	MP_1809_P12_Ve	MP_1809_P22_Ob	MP_1809_P28_Ob	MP_1809_P28_Ve	MP_1809_P38_Ob	MP_1809_P402_Ob	MP_1809_P402_Ve	MP_1809_P4_Ob	MP_1809_P8_Ob	MP_1904_P12_Ve	MP_1904_P22_ObA	MP_1904_P22_ObB	MP_1904_P22_Ve	MP_1904_P28_Ve	MP_1904_P38_Ob	MP_1904_P38_Ve	MP_1904_P402_Ob	MP_1904_P402_Ve	MP_1904_P4_Ve	MP_1904_P8_Ve	MP_1907_P12_ObB	MP_1907_P12_Ve	MP_1907_P22_ObB	MP_1907_P22_Ve	MP_1907_P28_ObA	MP_1907_P28_VeA	MP_1907_P28_Ve	MP_1907_P38_Ob	MP_1907_P38_VeA	MP_1907_P38_Ve	MP_1907_P402_ObB	MP_1907_P402_Ve	MP_1907_P4_Ve	MP_1907_P8_ObA	MP_1907_P8_Ob	MP_1907_P8_Ve	MP_1909_CA042_1B	MP_1909_P12_ObA	MP_1909_P12_ObB	MP_1909_P12_VeA	MP_1909_P12_VeB	MP_1909_P12_Ve	MP_1909_P22_ObB	MP_1909_P22_Ob	MP_1909_P22_VeB	MP_1909_P28_ObA	MP_1909_P28_ObB	MP_1909_P28_VeA	MP_1909_P28_VeB	MP_1909_P28_Ve	MP_1909_P38_ObA	MP_1909_P38_ObB	MP_1909_P38_Ob	MP_1909_P38_VeA	MP_1909_P38_VeB	MP_1909_P38_Ve	MP_1909_P402_Ve	MP_1909_P4_VeB	MP_1909_P4_Ve	MP_1909_P8_Ob	MP_1909_P8_VeB	MP_1909_P8_Ve	MP_2007_P12_ObB	MP_2007_P12_VeB	MP_2007_P22_ObB	MP_2007_P22_VeA	MP_2007_P28_ObB	MP_2007_P28_VeA	MP_2007_P38_ObB	MP_2007_P38_VeB	MP_2007_P402_ObB	MP_2007_P402_VeB	MP_2007_P4_ObB	MP_2007_P8_ObB	MP_2007_P8_VeB	MP_2009_P12_ObA	MP_2009_P12_VeA	MP_2009_P12_VeB	MP_2009_P22_ObB	MP_2009_P22_VeB	MP_2009_P28_ObB	MP_2009_P28_VeB	MP_2009_P38_ObB	MP_2009_P38_VeB	MP_2009_P402_ObB	MP_2009_P402_VeB	MP_2009_P4_ObB	MP_2009_P4_VeB	MP_2009_P8_ObB	MP_2009_P8_VeB	MP_2010_P105_ObB	MP_2010_P105_VeB	MP_2010_P123_ObB	MP_2010_P123_VeB	MP_2010_P132_VeB	MP_2010_P136_ObB	MP_2010_P136_VeB	MP_2010_P22_ObB	MP_2010_P22_VeB	MP_2010_P28_ObA	MP_2010_P28_VeB	MP_2010_P381_ObB	MP_2010_P381_VeB	MP_2010_P7_ObB	MP_2010_P7_VeB	MP_Control1	MP_Control2
ASV_23	1059	416	0	0	2	62	18	145	244	273	100	30	96	101	311	868	0	2	7	279	94	382	588	385	89	222	192	500	315	1138	476	46	67	271	166	140	100	160	116	395	45	168	0	0	0	749	177	325	0	0	0	390	99	72	252	244	174	222	233	346	695	370	89	56	0	659	367	924	23	108	69	12	22	77	268	159	98	140	184	121	276	426	978	246	220	152	175	222	916	386	16	290	507	176	185	214	2	0	219	38	332	140	443	0	19	188	222	56	0	37	628	510	168	104	745	372	622	817	92	0	386	482	13	7	22	99	212	35	37	61	131	75	158	43	35	136	176	0	0
ASV_24	0	0	1983	901	88	89	99	36	0	18	0	0	0	0	71	87	577	1444	1537	0	0	42	4	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	47	0	0	454	307	1957	520	231	16	0	0	0	404	0	0	956	241	0	16	3	5	119	0	0	0	0	167	4	0	71	167	8	6	78	1	27	71	37	0	0	0	7	0	436	11	0	7	3	0	0	0	0	0	75	8	0	0	1383	1841	138	159	0	0	0	0	1	116	19	0	0	2	89	0	0	0	0	0	0	0	22	30	0	0	1410	1387	991	525	170	49	578	102	240	0	0	3178	3868	0	0	0	0
ASV_25	0	211	0	0	0	342	0	0	261	129	237	0	39	477	407	161	0	0	0	130	50	59	794	648	209	276	99	324	393	492	203	26	29	133	99	297	158	310	0	552	0	17	0	0	0	78	153	0	0	0	0	0	196	0	43	338	319	204	189	349	438	731	0	50	641	171	78	531	5	36	36	13	0	0	153	70	272	165	224	235	618	405	690	783	217	435	568	362	0	45	0	482	448	207	179	0	0	0	249	30	386	62	0	72	0	367	278	51	0	57	747	475	617	134	1010	717	1044	0	142	0	582	595	119	8	0	0	0	6	0	171	1032	37	325	0	0	0	223	0	0
ASV_26	0	6	1376	774	1606	1	0	0	0	0	0	0	0	0	141	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	26	0	257	0	0	0	0	0	346	0	0	1305	778	1770	91	0	0	0	0	0	1819	0	0	3416	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	1459	130	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	97	727	2600	166	835	0	0	0	0	0	0	0	0	180	25	4742	0	0	0	0	0	1	0	0	0	0	0	59	198	352	6	190	0	145	0	0	0	0	691	115	0	0	0	0
ASV_27	15	138	6	0	0	0	0	63	68	337	0	48	44	88	758	36	0	0	0	26	52	117	274	251	204	257	503	466	264	331	937	75	31	145	209	271	204	438	0	64	57	0	0	0	0	0	145	421	0	0	0	11	147	35	37	50	345	176	295	603	297	675	651	80	19	23	194	345	0	1	95	5	1	6	343	79	33	409	507	297	795	311	146	616	250	377	401	163	655	29	45	594	286	412	145	160	8	0	195	19	387	291	0	2	0	314	490	13	0	102	45	711	949	109	565	706	13	300	127	0	502	466	12	0	15	9	29	19	0	0	0	19	310	0	6	1667	0	0	0
ASV_28	0	53	0	0	0	0	0	0	0	200	135	86	0	362	121	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269	0	0	0	0	0	3509	675	101	304	15622	1045	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	27	0	0	130	0	0	0	0	0	0	0	0	0	0
ASV_29	0	45	0	0	0	0	36	14	29	14	9	235	6	151	0	0	0	0	12	0	9	378	0	0	0	4	21	85	119	145	32	0	0	0	0	4	2	0	271	0	163	3208	0	0	0	224	1	35	91	156	129	52	0	0	0	66	0	333	27	0	157	8	0	377	1475	0	0	24	4	0	0	25	210	0	64	155	41	0	0	61	205	32	1116	0	0	0	0	0	27	121	123	9	796	23	0	38	0	113	17	45	0	80	227	1537	14	0	12	8	0	0	178	1587	2	14	255	35	205	22	16	893	253	237	0	100	8	245	1204	77	1578	11	696	17	18	32	347	59	1566	0	0
ASV_30	781	92	0	0	0	0	0	46	195	143	0	72	0	184	307	469	0	0	0	76	23	135	94	73	63	101	111	191	426	458	359	14	14	99	44	56	68	81	0	290	78	0	0	0	0	0	200	272	0	0	0	190	82	16	103	30	114	122	97	218	580	261	146	82	0	211	53	267	0	33	55	12	9	6	480	67	30	58	92	65	166	127	590	159	37	68	61	29	308	55	0	189	171	102	70	82	6	0	50	14	144	112	0	28	0	103	164	38	0	46	0	229	150	41	516	298	149	368	50	0	197	233	6	0	12	6	56	31	0	0	0	42	57	0	0	5390	0	0	0
ASV_31	0	154	0	0	0	150	0	132	53	301	14	0	183	0	261	6	0	0	0	32	56	184	0	61	78	43	459	285	92	72	77	13	15	231	77	212	84	122	143	45	153	7	0	0	0	5	22	0	0	0	0	0	0	0	13	119	106	54	194	301	106	224	374	94	0	174	39	109	24	0	60	0	0	18	0	40	84	201	237	229	379	354	207	204	238	437	486	127	106	0	552	377	485	180	118	99	11	0	145	22	372	300	0	87	0	220	293	0	0	135	1153	627	263	58	523	642	0	341	278	0	413	411	151	1	175	7	0	0	232	0	462	9	427	68	99	52	179	0	0
ASV_32	0	0	2203	357	148	0	0	0	0	0	0	0	0	0	0	0	633	0	1529	0	0	85	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	260	0	365	307	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	778	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	1028	241	0	0	0	0	0	0	0	0	2587	2768	0	0	0	0
ASV_33	1315	1085	0	0	14	0	0	198	9	2	24	857	0	0	3	171	0	0	0	1	50	63	0	1	6	176	129	62	370	768	350	12	1960	0	0	168	0	0	440	1068	499	115	1	0	0	7	0	0	0	3	0	81	12	202	0	0	0	0	1	0	0	0	67	1507	94	0	0	0	0	262	151	159	131	126	388	0	0	0	0	0	0	0	11	1	0	0	0	0	1698	81	356	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	1	1	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	28	0	0	0	28	55	45	354	35	14	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	0	6	0	9	23	0	0	0	15	22	0	2543	1677	178	22	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	24	5	25	6	120	3	0	0	0	0	139	55	3096	22	5428	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0	0	0	0	0	0	0	0	0	0
ASV_35	0	113	0	0	0	0	0	88	298	286	0	0	0	82	400	0	0	0	0	82	103	120	82	66	0	118	228	208	0	41	281	89	13	49	178	328	98	155	52	384	0	0	0	0	0	0	0	127	0	0	0	3	128	45	38	190	261	127	124	184	218	181	393	27	0	0	92	192	0	0	0	0	0	49	0	146	124	131	153	163	408	128	151	90	156	106	91	506	107	93	407	165	747	79	55	213	0	0	96	19	199	0	0	0	0	132	151	7	0	72	390	119	706	53	223	346	0	150	0	0	214	252	6	4	17	13	9	0	0	0	167	19	209	0	0	52	0	0	0
ASV_36	0	26	0	0	0	0	0	0	0	40	36	1037	0	4	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1768	445	144	34	8497	1166	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	96	0	0	0	0	0	39	0	0	0	0	44	0	204	222	0	0	0	52	80	0	0	0	155	61	161	257	0	204	0	43	29	59	0	0	0	0	0	68	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	461	125	0	141	299	572	157	192	247	0	282	72	0	0	85	55	8	0	0	0	77	0	45	81	60	168	407	258	179	112	161	211	196	0	0	2376	91	53	0	90	66	0	0	95	0	82	206	0	0	334	60	66	49	0	130	0	0	542	47	425	0	0	0	271	0	366	233	0	8	0	0	0	0	300	0	102	0	88	0	6	0	0	0	0
ASV_38	0	0	0	0	0	11	53	8	1	4	0	0	21	0	0	0	0	4	0	15	0	197	37	7	0	7	20	61	8	0	0	0	0	20	6	14	25	0	0	0	4	4	0	0	0	8	11	0	2	0	0	22	0	0	78	5	100	849	0	0	198	0	3	4	1	1260	18	11	0	15	0	0	20	0	0	0	18	5	6	27	105	16	237	0	0	8	7	7	0	30	0	22	639	20	1	0	24	357	11	156	12	20	135	17	0	44	58	4	16	0	182	504	22	1	130	12	7	0	5	78	22	43	0	2	3	2	0	16	29	4673	1199	38	0	0	0	237	472	0	0
ASV_39	0	0	0	0	80	1	0	215	138	4	0	0	0	0	36	599	11	92	129	0	0	97	4	2	0	0	0	0	0	0	0	0	0	772	0	4	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	83	0	0	0	10	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2077	6	874	0	10	32	59	80	1	0	0	0	0	4	0	1165	0	13	2	74	0	0	13	0	0	0	0	0	0	0	1	39	50	0	0	0	46	410	1	0	0	0	0	0	0	0	0	0	603	922	74	431	305	7	910	135	107	0	0	343	1078	143	26	0	0
ASV_40	0	0	0	0	0	0	0	0	0	0	148	103	4	23	0	0	0	10	3	0	0	33	3	6	0	7	36	0	43	22	14	0	0	199	0	0	11	67	1396	0	0	0	0	0	0	0	2	0	2	0	0	8	2	0	0	15	0	0	0	7	2	4	200	489	11	0	22	6	0	0	6	0	0	0	97	7	28	0	2	4	5	0	0	1	0	6	0	0	1978	173	72	94	14	12	6	4	16	0	14	0	109	62	82	0	517	30	29	0	0	0	75	106	5	0	148	58	758	614	2	0	29	18	0	3	0	0	3	3	0	1813	480	0	0	0	0	1952	0	0	0
ASV_41	15	168	6	7	19	111	4	82	12	77	0	33	22	29	0	44	0	0	0	498	174	0	3	0	0	186	17	117	128	25	6	228	142	36	60	8	0	18	0	250	148	423	0	0	0	94	28	25	0	0	0	34	234	266	174	113	30	71	10	0	43	11	91	74	122	34	0	4	0	435	231	386	275	263	0	291	0	13	6	20	40	7	86	4	0	0	0	0	70	0	82	0	4	0	99	233	21	7	75	25	3	0	0	0	10	0	0	202	124	479	255	16	0	0	0	0	0	22	63	88	0	0	162	112	441	935	705	29	303	158	491	0	0	16	7	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4825	0	0
ASV_43	0	0	0	0	0	26	0	15	29	0	24	0	27	0	102	0	0	0	0	93	22	0	93	123	94	155	124	147	0	453	55	23	0	0	40	88	72	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	72	87	160	262	270	221	98	0	68	0	487	68	812	0	38	114	0	27	0	0	52	0	242	306	226	445	0	185	113	155	60	0	139	0	0	0	197	308	140	0	0	0	0	58	0	146	207	0	0	0	46	0	13	0	0	313	289	0	45	154	229	0	2275	0	0	156	211	0	0	0	75	0	0	0	0	0	13	131	7	64	0	0	0	0
ASV_44	0	86	0	0	0	0	0	0	127	492	0	272	0	0	56	0	0	0	0	0	22	113	143	102	0	29	185	182	114	0	0	0	64	48	0	81	136	67	152	82	0	0	0	0	0	570	0	0	0	0	0	0	58	0	276	0	67	249	95	281	0	184	217	34	0	0	79	94	36	18	0	0	0	0	31	81	116	102	125	132	238	125	675	475	175	134	221	211	0	0	0	0	207	112	0	0	0	0	0	8	225	311	0	0	0	148	178	0	0	0	0	399	304	96	206	87	0	0	0	0	521	357	0	0	0	0	0	0	0	0	0	47	86	0	53	0	0	0	0
ASV_45	0	0	0	0	7	0	0	140	1180	15	0	0	0	37	24	617	0	0	0	0	0	9	0	25	0	0	0	0	0	0	0	0	0	59	0	0	0	0	93	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	1112	0	2309	0	0	0	0	16	0	0	0	0	0	0	0	3004	0	6	0	13	0	0	2	0	15	0	3	33	0	0	0	45	13	0	0	0	8	70	3	0	0	0	0	0	0	0	0	0	1	9	0	29	118	0	1877	0	12	0	1	0	0	16	5	0	0
ASV_46	0	0	338	305	0	0	0	4	0	0	0	0	0	0	0	0	25	21	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	108	3213	0	0	0	0	0	0	0	0	0	3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	103	0	0	0	0	0	0	0	0	0	315	0	0	0	0
ASV_47	0	0	48	133	38	0	1442	0	0	0	0	0	0	0	60	0	13	687	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	59	879	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	1257	32	1300	0	0	0	0	0	0	0	1438	0	0	0	0	0
ASV_48	0	0	27	42	415	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	135	2	0	0	0	0	0	5	10	0	0	6	1501	0	0	0	0	0	3	0	0	5	2	65	0	0	0	0	0	0	80	0	0	298	1936	0	5	6	0	84	0	0	0	0	298	106	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	206	16	26	19	0	0	0	0	1	0	7	0	0	0	563	289	0	0	0	0	0	0	1	1	0	0	36	152	61	438	443	0	377	0	25	0	0	296	353	0	0	0	0
ASV_49	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	21	0	0	0	0	0	0	130	0	102	0	35	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	28	86	0	0	184	126	640	2549	1462	217	371	0	1023	0	0	39	45	0	0	0	0
ASV_50	0	0	0	0	0	0	0	0	0	0	0	0	1151	4915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	23	0	0	0	0	0	1632	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	2639	11	0	0	0	190	0	0	25	97	20	0	0	129	42	21	0	0	9	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	27	0	0	0	0	0	0	0	0	0	0	0	178	245	34	0	0	0	0	0	0	754	0	0	0	0	0	397	0	0	0	0	0	0	0	128	0	0	5	3	0	0	0	0	0	0	0	0	0	12	8	49	0	36	12	0	0	39	0	50	0	0	0	111	0	6	0	884	22	0	0	0	0	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	0	977	306	14	0	0	24	0	0	0	0	0	0	13	0	166	214	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	61	455	123	31	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	74	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16	0	0	641	133	8	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	171	756	205	323	0	78	0	0	0	0	0	1751	113	0	0	0	0
ASV_53	0	40	0	0	0	0	0	0	0	302	0	0	0	51	226	51	0	0	0	0	91	111	156	168	43	69	93	32	0	300	0	0	0	0	0	189	105	36	0	115	76	0	0	0	0	0	0	0	0	0	0	7	39	0	16	0	0	67	86	81	257	166	0	0	0	174	0	0	0	19	48	0	0	0	0	69	0	0	0	36	116	0	140	65	136	0	0	345	0	0	0	116	185	0	44	0	0	0	0	21	61	0	0	0	0	52	0	8	7	36	954	0	0	0	0	407	0	0	0	0	428	267	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_54	0	65	0	0	0	0	0	92	37	94	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	483	144	0	197	0	0	0	0	127	136	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	143	171	97	184	337	107	0	0	0	104	0	0	0	0	14	0	112	0	0	0	0	0	77	132	0	97	233	228	185	125	0	0	408	0	0	163	47	0	28	0	63	0	175	159	0	0	0	215	0	0	0	27	216	0	330	0	121	229	0	139	0	0	241	0	0	0	0	0	0	0	0	0	0	0	160	0	0	60	0	0	0
ASV_55	0	0	0	0	0	0	0	0	0	157	0	268	0	0	0	0	0	0	0	0	0	0	205	219	0	90	151	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	61	0	0	0	123	0	84	0	0	0	0	0	66	118	32	0	0	0	0	0	81	118	48	112	117	80	0	0	114	0	0	0	0	144	0	65	0	0	164	0	0	0	0	0	0	0	107	0	0	0	0	0	103	0	0	0	140	440	0	86	349	0	0	95	0	0	0	134	0	0	0	0	27	0	0	1942	0	0	112	0	0	0	0	0	0
ASV_56	0	0	0	0	18	12	0	29	0	8	0	0	0	0	186	382	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	811	56	412	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	9	0	0	44	0	0	0	0	0	0	0	0	15	6	0	0	0	32	223	0	0	0	0	0	0	0	0	0	0	0	52	0	218	959	28	1555	148	237	0	0	0	40	75	20	0	0
ASV_57	0	0	19	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	5956	0	0	0	0	0	0	0	0	57	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	0	0	0	9	0	0	0	0	0	2	0	0	0	196	1271	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	4	0	63	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	29	203	0	0	0	0	0	0	0	0	0	0	0	0	62	0	7	0	3	0	0	6	0	0	0	0	0	0	0	0	34	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	3	138	0	268	1053	13	904	46	279	0	0	0	129	88	0	0	0
ASV_59	0	0	0	0	0	0	0	7	9	0	0	0	0	0	4	164	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	20	0	0	0	84	0	0	0	0	0	5419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	216	0	0
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_61	0	8	0	0	0	7	0	11	0	45	6	0	21	15	228	13	0	0	0	13	36	18	118	48	13	50	210	123	28	55	71	14	2	55	87	37	0	107	15	16	12	1	0	0	0	12	24	34	0	0	0	0	38	6	12	24	69	18	62	55	24	73	26	38	37	7	62	48	0	4	26	8	1	0	102	16	14	52	56	96	177	127	9	116	55	134	140	60	239	18	40	160	81	105	24	24	0	0	84	13	162	21	0	0	11	194	18	0	0	22	145	68	134	31	333	182	5	11	0	0	80	154	24	2	13	15	0	3	16	0	57	0	55	0	10	33	0	0	0
ASV_62	608	116	2	2	8	0	0	3	0	0	12	796	0	0	1	0	0	0	0	39	0	0	0	0	0	12	0	35	0	10	0	2	85	5	0	2	2	9	90	10	18	391	0	0	0	0	1	3	0	0	0	0	47	24	12	8	0	0	0	0	25	3	28	486	98	0	0	0	0	196	7	25	271	4	0	17	15	0	0	0	1	0	0	0	0	0	0	0	163	0	5	0	9	0	50	68	0	31	0	0	1	0	464	250	30	4	2	0	0	3	8	19	0	0	0	1	152	2	7	2	3	0	10	47	6	29	260	98	213	194	110	0	0	80	21	0	0	0	0
ASV_63	0	0	0	0	0	0	0	0	336	195	0	0	1144	1480	99	461	53	338	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	24	0	980	224	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	49	20	67	17	6	0	0	0	0	12	0	0	0
ASV_64	0	293	0	0	23	0	0	54	179	1	0	0	0	0	0	0	0	0	0	0	40	5	0	0	0	73	3	0	0	0	0	9	183	0	0	0	0	24	3570	0	0	25	0	0	0	0	7	0	0	4	0	0	14	8	0	1	0	0	0	0	31	0	6	39	0	80	2	0	0	133	64	36	50	27	0	0	0	0	0	0	6	0	17	2	0	0	0	0	121	0	0	0	0	0	23	90	7	3	5	2	0	0	11	20	0	1	13	54	15	271	0	0	0	0	22	0	0	120	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
